id,name,now_cost,position,team,ict_index_rank,transfers_in,news_added,threat_rank_type,cost_change_start_fall,red_cards,transfers_in_event,web_name,expected_goal_involvements_per_90,form_rank,minutes,goals_scored,value_season,chance_of_playing_next_round,threat_rank,expected_goals_per_90,goals_conceded_per_90,points_per_game,direct_freekicks_order,selected_rank_type,expected_assists,form,selected_rank,influence_rank_type,dreamteam_count,selected_by_percent,cost_change_start,clean_sheets_per_90,influence_rank,saves,ict_index,transfers_out,bps,expected_goals_conceded_per_90,ep_next,news,assists,expected_goals,expected_goal_involvements,status,form_rank_type,now_cost_rank_type,clean_sheets,expected_goals_conceded,creativity,starts_per_90,points_per_game_rank,starts,cost_change_event_fall,now_cost_rank,influence,points_per_game_rank_type,value_form,goals_conceded,ict_index_rank_type,saves_per_90,cost_change_event,threat,expected_assists_per_90,own_goals,event_points,chance_of_playing_this_round,corners_and_indirect_freekicks_order,transfers_out_event,yellow_cards,creativity_rank,creativity_rank_type,total_points,in_dreamteam,bonus,ep_this,penalties_order
611,Sam Szmodics,60,MID,Ipswich,130,32960,,96,0,0,30109,Szmodics,0.32,94,87,1,1.2,,160,0.3,3.1,3.5,,89,0.02,3.5,273,35,0,0.4,0,0.0,83,0,5.6,8885,23,3.91,3.0,,0,0.29,0.31,a,38,52,0,3.78,10.6,1.03,97,1,0,78,38.0,39,0.6,3,77,0.0,0,7.0,0.02,0,6,,,6757,1,173,109,7,False,0,2.0,
619,Jens Cajuste,45,MID,Ipswich,482,1635,,165,0,0,1185,Cajuste,0.0,481,0,0,0.0,,433,0.0,0.0,0.0,,254,0.00,0.0,580,181,0,0.0,0,0.0,474,0,0.0,430,0,0.0,0.5,,0,0.00,0.00,a,189,240,0,0.00,0.0,0.0,481,0,0,446,0.0,189,0.0,0,188,0.0,0,0.0,0.0,0,0,,,382,0,472,189,0,False,0,-0.5,
630,Dara O'Shea,40,DEF,Ipswich,366,972,,92,0,0,972,O'Shea,0.0,361,0,0,0.0,,287,0.0,0.0,0.0,,201,0.00,0.0,594,121,0,0.0,0,0.0,358,0,0.0,135,0,0.0,0.5,,0,0.00,0.00,a,115,174,0,0.00,0.0,0.0,361,0,0,589,0.0,115,0.0,0,121,0.0,0,0.0,0.0,0,0,,,135,0,346,120,0,False,0,-0.5,
631,Jack Clarke,55,MID,Ipswich,615,837,,272,0,0,837,J.Clarke,0.0,612,0,0,0.0,,606,0.0,0.0,0.0,,266,0.00,0.0,604,276,0,0.0,0,0.0,614,0,0.0,77,0,0.0,1.5,,0,0.00,0.00,a,278,80,0,0.00,0.0,0.0,612,0,0,131,0.0,278,0.0,0,278,0.0,0,0.0,0.0,0,0,,,77,0,615,278,0,False,0,0.5,
632,Chiedozie Ogbene,50,MID,Ipswich,572,273,,240,0,0,273,Ogbene,0.0,570,0,0,0.0,,549,0.0,0.0,0.0,,281,0.00,0.0,625,247,0,0.0,0,0.0,565,0,0.0,42,0,0.0,1.1,,0,0.00,0.00,a,252,150,0,0.00,0.0,0.0,570,0,0,232,0.0,252,0.0,0,253,0.0,0,0.0,0.0,0,0,,,42,0,568,253,0,False,0,0.1,
117,Facundo Buonanotte,50,MID,Leicester,69,8327,,138,0,0,5739,Buonanotte,0.23,91,148,0,1.4,,243,0.0,1.82,3.5,,132,0.38,3.5,384,37,0,0.2,0,0.0,90,0,9.7,3913,32,1.65,3.0,,1,0.00,0.38,a,37,184,0,2.72,58.4,1.22,94,2,0,282,37.2,38,0.7,3,47,0.0,0,2.0,0.23,0,5,,3.0,2704,0,25,22,7,False,0,3.0,
192,Jordan Ayew,54,MID,Leicester,190,3376,,91,1,0,1164,J.Ayew,1.15,317,47,0,0.2,,151,1.05,3.83,0.5,2.0,98,0.05,0.5,303,137,0,0.3,-1,0.0,280,0,4.1,17120,2,2.24,0.0,,0,0.55,0.60,a,162,92,0,1.17,29.5,0.0,332,0,1,149,3.4,173,0.1,2,95,0.0,-1,8.0,0.1,0,1,,,6666,1,72,58,1,False,0,0.0,
285,Boubakary Soumaré,45,MID,Leicester,329,4451,,153,0,0,2122,B.Soumaré,0.0,283,11,0,0.2,,407,0.0,0.0,1.0,,120,0.00,0.5,352,162,0,0.2,0,0.0,323,0,0.1,5258,3,2.05,0.0,,0,0.00,0.00,a,139,228,0,0.25,0.3,0.0,233,0,0,409,0.2,115,0.1,0,169,0.0,0,0.0,0.0,0,0,,,3256,0,302,170,1,False,0,0.0,
286,Tom Cannon,45,FWD,Leicester,484,47280,,37,0,0,31364,Cannon,0.0,483,0,0,0.0,,436,0.0,0.0,0.0,,25,0.00,0.0,159,39,0,1.6,0,0.0,476,0,0.0,33806,0,0.0,-0.5,,0,0.00,0.00,a,41,66,0,0.00,0.0,0.0,483,0,0,450,0.0,41,0.0,0,40,0.0,0,0.0,0.0,0,0,,,21015,0,474,39,0,False,0,-0.5,
287,Hamza Choudhury,45,MID,Leicester,450,2789,,152,0,0,1394,Choudhury,0.0,449,0,0,0.0,,392,0.0,0.0,0.0,,109,0.00,0.0,323,169,0,0.3,0,0.0,442,0,0.0,6119,0,0.0,-0.5,,0,0.00,0.00,a,177,226,0,0.00,0.0,0.0,449,0,0,386,0.0,177,0.0,0,176,0.0,0,0.0,0.0,0,0,,,3505,0,439,177,0,False,0,-0.5,
288,Conor Coady,40,DEF,Leicester,344,1666,2024-08-12T14:30:04.626270Z,79,0,0,1427,Coady,0.0,341,0,0,0.0,100.0,265,0.0,0.0,0.0,,127,0.00,0.0,349,108,0,0.2,0,0.0,336,0,0.0,6629,0,0.0,-0.5,,0,0.00,0.00,a,104,157,0,0.00,0.0,0.0,341,0,0,563,0.0,104,0.0,0,108,0.0,0,0.0,0.0,0,0,0.0,,2454,0,324,107,0,False,0,0.0,
289,Patson Daka,49,FWD,Leicester,552,1449,2024-08-12T14:30:04.636525Z,44,1,0,1156,Daka,0.0,552,0,0,0.0,0.0,516,0.0,0.0,0.0,,52,0.00,0.0,368,46,0,0.2,-1,0.0,545,0,0.0,14369,0,0.0,0.0,Ankle injury - Unknown return date,0,0.00,0.00,i,48,61,0,0.00,0.0,0.0,552,0,1,318,0.0,48,0.0,0,47,0.0,-1,0.0,0.0,0,0,0.0,,5286,0,544,46,0,False,0,0.0,2.0
290,Bobby De Cordova-Reid,55,MID,Leicester,250,1554,,80,0,0,446,De Cordova-Reid,0.07,155,147,0,0.7,,132,0.05,1.22,2.0,,147,0.04,2.0,411,115,0,0.1,0,0.0,246,0,2.3,4357,10,1.59,1.5,,0,0.08,0.12,a,81,65,0,2.60,3.5,1.22,160,2,0,105,8.6,84,0.4,2,121,0.0,0,11.0,0.02,0,2,,,2515,0,215,129,4,False,0,1.5,
291,Wout Faes,41,DEF,Leicester,45,465680,,4,-1,0,405934,Faes,0.16,65,180,1,2.0,,36,0.16,1.5,4.0,,14,0.00,4.0,40,3,0,11.0,1,0.0,14,0,12.1,88896,27,1.5,3.5,,0,0.33,0.33,a,18,153,0,3.01,0.6,1.0,68,2,-1,553,75.8,20,1.0,3,6,0.0,1,44.0,0.0,0,7,,,65628,1,290,94,8,False,0,3.5,
292,Michael Golding,45,MID,Leicester,525,659,,200,0,0,330,Golding,0.0,524,0,0,0.0,,484,0.0,0.0,0.0,,211,0.00,0.0,521,215,0,0.1,0,0.0,517,0,0.0,1376,0,0.0,-0.5,,0,0.00,0.00,a,223,279,0,0.00,0.0,0.0,524,0,0,507,0.0,223,0.0,0,222,0.0,0,0.0,0.0,0,0,,,737,0,517,223,0,False,0,-0.5,
293,Mads Hermansen,45,GKP,Leicester,83,12851,,55,0,0,4547,Hermansen,0.0,111,180,0,1.1,,443,0.0,1.5,2.5,,34,0.00,2.5,251,2,0,0.5,0,0.0,10,9,7.9,8893,26,1.5,2.0,,0,0.00,0.00,a,14,30,0,3.01,0.0,1.0,112,2,0,457,78.6,14,0.6,3,2,4.5,0,0.0,0.0,0,2,,,6043,0,481,56,5,False,0,2.0,
294,Daniel Iversen,40,GKP,Leicester,362,7227,,14,0,0,4550,Iversen,0.0,358,0,0,0.0,,283,0.0,0.0,0.0,,30,0.00,0.0,212,35,0,0.7,0,0.0,354,0,0.0,6392,0,0.0,-0.5,,0,0.00,0.00,a,34,52,0,0.00,0.0,0.0,358,0,0,585,0.0,34,0.0,0,35,0.0,0,0.0,0.0,0,0,,,4137,0,342,16,0,False,0,-0.5,
295,James Justin,45,DEF,Leicester,127,5643,,46,0,0,1303,Justin,0.03,175,180,0,0.7,,179,0.03,1.5,1.5,,116,0.01,1.5,315,11,0,0.3,0,0.0,60,0,5.6,6222,25,1.5,1.0,,0,0.06,0.07,a,56,88,0,3.01,9.6,1.0,181,2,0,405,41.8,57,0.3,3,32,0.0,0,5.0,0.0,0,1,,,4147,0,177,48,3,False,0,1.0,
296,Victor Kristiansen,45,DEF,Leicester,160,2183,,185,0,0,463,Kristiansen,0.02,223,174,0,0.4,,448,0.0,1.55,1.0,,157,0.03,1.0,424,28,0,0.1,0,0.0,93,0,4.6,3200,15,1.56,0.5,,0,0.00,0.03,a,71,121,0,3.01,10.0,1.03,238,2,0,463,36.2,82,0.2,3,49,0.0,0,0.0,0.02,0,0,,,2214,1,176,47,2,False,0,0.5,
297,Wanya Marçal-Madivádua,45,MID,Leicester,486,737,,167,0,0,398,Marcal,0.0,485,0,0,0.0,,438,0.0,0.0,0.0,,214,0.00,0.0,526,183,0,0.0,0,0.0,478,0,0.0,1263,0,0.0,-0.5,,0,0.00,0.00,a,191,242,0,0.00,0.0,0.0,485,0,0,452,0.0,191,0.0,0,190,0.0,0,0.0,0.0,0,0,,,710,0,476,191,0,False,0,-0.5,
298,Stephy Mavididi,54,MID,Leicester,249,2975,,263,1,0,1097,Mavididi,0.09,253,30,0,0.4,,588,0.0,0.0,1.0,1.0,96,0.03,1.0,297,114,0,0.3,-1,0.0,245,0,2.3,20596,7,0.87,0.5,,0,0.00,0.03,a,131,99,0,0.29,14.5,0.0,293,0,1,160,8.6,153,0.2,0,120,0.0,-1,0.0,0.09,0,1,,1.0,12135,0,140,93,2,False,0,0.5,3.0
299,Kasey McAteer,49,MID,Leicester,291,478,,113,1,0,256,McAteer,0.2,236,9,0,0.4,,203,0.2,0.0,1.0,,227,0.00,1.0,541,126,0,0.0,-1,0.0,264,0,0.9,1367,4,1.9,0.5,,0,0.02,0.02,a,121,214,0,0.19,0.4,0.0,262,0,1,326,5.2,133,0.2,0,143,0.0,-1,4.0,0.0,0,1,,,696,0,299,168,2,False,0,0.5,
300,Wilfred Ndidi,50,MID,Leicester,68,3084,,25,0,0,1253,Ndidi,0.09,144,180,0,0.8,,44,0.08,1.5,2.0,,138,0.02,2.0,391,26,0,0.2,0,0.0,53,0,9.8,4578,32,1.5,1.5,,0,0.16,0.18,a,71,136,0,3.01,13.5,1.0,149,2,0,212,44.4,74,0.4,3,46,0.0,0,40.0,0.01,0,2,,,2683,0,150,100,4,False,0,1.5,
301,Caleb Okoli,40,DEF,Leicester,388,1546,,104,0,0,726,Okoli,0.0,384,0,0,0.0,,310,0.0,0.0,0.0,,132,0.00,0.0,360,132,0,0.2,0,0.0,380,0,0.0,3921,0,0.0,-0.5,,0,0.00,0.00,a,127,189,0,0.00,0.0,0.0,384,0,0,615,0.0,127,0.0,0,132,0.0,0,0.0,0.0,0,0,,,2108,0,368,131,0,False,0,-0.5,
302,Ricardo Barbosa Pereira,44,DEF,Leicester,414,813,,128,1,0,359,Ricardo,0.0,411,0,0,0.0,,339,0.0,0.0,0.0,,139,0.00,0.0,372,153,0,0.2,-1,0.0,406,0,0.0,6147,0,0.0,-0.5,,0,0.00,0.00,a,149,134,0,0.00,0.0,0.0,411,0,1,530,0.0,149,0.0,0,153,0.0,-1,0.0,0.0,0,0,,,3241,0,394,152,0,False,0,-0.5,
303,Harry Souttar,40,DEF,Leicester,358,0,2024-08-07T08:21:01.638839Z,87,0,0,0,Souttar,0.0,354,0,0,0.0,0.0,279,0.0,0.0,0.0,,197,0.00,0.0,586,116,0,0.0,0,0.0,350,0,0.0,757,0,0.0,0.0,Season long loan to Sheffield United,0,0.00,0.00,u,111,169,0,0.00,0.0,0.0,354,0,0,581,0.0,111,0.0,0,116,0.0,0,0.0,0.0,0,0,0.0,,244,0,338,115,0,False,0,0.0,
304,Jakub Stolarczyk,40,GKP,Leicester,377,743,2024-07-25T11:00:04.015354Z,21,0,0,478,Stolarczyk,0.0,373,0,0,0.0,0.0,299,0.0,0.0,0.0,,64,0.00,0.0,527,42,0,0.0,0,0.0,369,0,0.0,717,0,0.0,0.0,Ankle injury - Expected back 25 Jan,0,0.00,0.00,i,41,59,0,0.00,0.0,0.0,373,0,0,603,0.0,41,0.0,0,42,0.0,0,0.0,0.0,0,0,0.0,,407,0,357,23,0,False,0,0.0,
305,Luke Thomas,40,DEF,Leicester,371,3715,,96,0,0,2085,Thomas,0.0,367,0,0,0.0,,293,0.0,0.0,0.0,,89,0.00,0.0,247,124,0,0.5,0,0.0,363,0,0.0,10062,0,0.0,-0.5,,0,0.00,0.00,a,119,179,0,0.00,0.0,0.0,367,0,0,596,0.0,119,0.0,0,124,0.0,0,0.0,0.0,0,0,,,5546,0,351,123,0,False,0,-0.5,
306,Jamie Vardy,56,FWD,Leicester,71,531464,2024-08-12T14:30:04.652324Z,11,-1,0,211351,Vardy,0.49,48,148,1,1.8,100.0,27,0.49,1.82,5.0,,10,0.00,5.0,58,10,0,7.2,1,0.0,66,0,9.6,122361,36,1.65,4.5,,0,0.80,0.80,a,7,30,0,2.72,1.7,1.22,52,2,0,101,40.4,7,0.9,3,12,0.0,0,54.0,0.0,0,2,100.0,,92753,0,255,28,10,False,2,4.5,1.0
307,Jannik Vestergaard,40,DEF,Leicester,163,144116,,33,0,0,55844,Vestergaard,0.0,215,180,0,0.5,,154,0.0,1.5,1.0,,38,0.00,1.0,106,24,0,3.0,0,0.0,84,0,4.5,43595,7,1.5,0.5,,0,0.01,0.01,a,64,156,0,3.01,0.6,1.0,221,2,0,562,37.8,66,0.2,3,52,0.0,0,7.0,0.0,0,0,,,29860,1,289,93,2,False,0,0.5,
308,Danny Ward,40,GKP,Leicester,345,28116,,7,0,0,17219,Ward,0.0,342,0,0,0.0,,266,0.0,0.0,0.0,,17,0.00,0.0,118,28,0,2.6,0,0.0,337,0,0.0,22453,0,0.0,-0.5,,0,0.00,0.00,a,27,45,0,0.00,0.0,0.0,342,0,0,564,0.0,27,0.0,0,28,0.0,0,0.0,0.0,0,0,,,14471,0,325,9,0,False,0,-0.5,
309,Harry Winks,45,MID,Leicester,113,282467,,151,0,0,186454,Winks,0.06,132,180,0,0.9,,389,0.0,1.5,2.0,,8,0.12,2.0,23,57,0,14.2,0,0.0,140,0,6.3,200826,31,1.5,1.5,,0,0.00,0.12,a,64,225,0,3.01,35.6,1.0,134,2,0,378,27.0,65,0.4,3,71,0.0,0,0.0,0.06,0,2,,2.0,146846,0,54,45,4,False,0,1.5,
501,Oliver Skipp,50,MID,Leicester,323,637,,237,0,0,249,Skipp,0.0,308,19,0,0.2,,544,0.0,0.0,1.0,,219,0.00,0.5,532,152,0,0.0,0,0.0,304,0,0.2,1378,4,0.19,0.0,,0,0.00,0.00,a,157,140,0,0.04,0.6,0.0,272,0,0,219,1.8,140,0.1,0,165,0.0,0,0.0,0.0,0,1,,,658,0,291,165,1,False,0,0.0,
570,Abdul Fatawu,55,MID,Leicester,46,44933,,55,0,0,11214,A.Fatawu,0.33,46,180,0,1.8,,90,0.03,1.5,5.0,,72,0.60,5.0,216,14,0,0.7,0,0.0,26,0,11.8,21246,48,1.5,4.5,,1,0.06,0.66,a,23,88,0,3.01,37.3,1.0,50,2,0,144,58.4,25,0.9,3,32,0.0,0,22.0,0.3,0,2,,,15734,0,50,42,10,False,3,4.5,
606,Will Alves,45,MID,Leicester,520,3012,,195,0,0,1629,Alves,0.0,519,0,0,0.0,,479,0.0,0.0,0.0,,167,0.00,0.0,459,210,0,0.1,0,0.0,512,0,0.0,2063,0,0.0,-0.5,,0,0.00,0.00,a,218,274,0,0.00,0.0,0.0,519,0,0,501,0.0,218,0.0,0,217,0.0,0,0.0,0.0,0,0,,,1300,0,512,218,0,False,0,-0.5,
616,Ben Nelson,40,DEF,Leicester,394,2168,,109,0,0,1475,Nelson,0.0,391,0,0,0.0,,317,0.0,0.0,0.0,,182,0.00,0.0,517,136,0,0.1,0,0.0,386,0,0.0,666,0,0.0,-0.5,,0,0.00,0.00,a,132,194,0,0.00,0.0,0.0,391,0,0,622,0.0,132,0.0,0,136,0.0,0,0.0,0.0,0,0,,,577,0,374,135,0,False,0,-0.5,
635,Bilal El Khannouss,50,MID,Leicester,590,762,,255,0,0,762,El Khannouss,0.0,586,0,0,0.0,,573,0.0,0.0,0.0,,267,0.00,0.0,605,258,0,0.0,0,0.0,583,0,0.0,47,0,0.0,1.1,,0,0.00,0.00,a,263,179,0,0.00,0.0,0.0,586,0,0,276,0.0,263,0.0,0,264,0.0,0,0.0,0.0,0,0,,,47,0,587,264,0,False,0,1.1,
310,Alisson Ramses Becker,55,GKP,Liverpool,213,102245,,65,0,0,57777,A.Becker,0.0,20,180,0,2.4,,598,0.0,0.0,6.5,,8,0.00,6.5,42,16,0,10.8,0,1.0,99,4,3.4,122833,53,0.4,7.0,,0,0.00,0.00,a,2,1,2,0.81,0.0,1.0,21,2,0,107,34.8,2,1.2,0,16,2.0,0,0.0,0.0,0,6,,,76655,0,608,65,13,False,1,7.0,
311,Trent Alexander-Arnold,70,DEF,Liverpool,33,299513,,22,0,0,155789,Alexander-Arnold,1.04,15,147,0,2.0,,119,0.1,0.0,7.0,1.0,4,1.53,7.0,9,48,0,30.2,0,1.22,126,0,13.4,278740,60,0.47,7.5,,0,0.16,1.69,a,3,1,2,0.77,89.7,1.22,16,2,0,25,29.4,3,1.0,0,5,0.0,0,15.0,0.94,0,6,,1.0,211670,0,6,1,14,True,2,7.5,
312,Stefan Bajčetić Maquieira,45,MID,Liverpool,522,2668,,197,0,0,1482,Bajcetic,0.0,521,0,0,0.0,,481,0.0,0.0,0.0,,135,0.00,0.0,387,212,0,0.2,0,0.0,514,0,0.0,5322,0,0.0,0.5,,0,0.00,0.00,a,220,276,0,0.00,0.0,0.0,521,0,0,503,0.0,220,0.0,0,219,0.0,0,0.0,0.0,0,0,,,2915,0,514,220,0,False,0,0.5,
313,Conor Bradley,49,DEF,Liverpool,132,4786,,5,1,0,1953,Bradley,0.79,237,31,0,0.4,,39,0.7,0.0,1.0,,92,0.03,1.0,252,88,0,0.5,-1,0.0,228,0,5.5,19113,7,0.12,1.5,,0,0.24,0.27,a,74,42,0,0.04,3.6,0.0,263,0,1,331,10.0,87,0.2,0,34,0.0,-1,42.0,0.09,0,1,,,9128,0,213,62,2,False,0,1.5,
315,Bobby Clark,45,MID,Liverpool,502,444,2024-08-22T11:22:35.466323Z,178,0,0,0,Clark,0.0,501,0,0,0.0,0.0,459,0.0,0.0,0.0,,235,0.00,0.0,551,194,0,0.0,0,0.0,494,0,0.0,2937,0,0.0,0.0,Transferred to RB Salzburg,0,0.00,0.00,u,202,254,0,0.00,0.0,0.0,501,0,0,476,0.0,202,0.0,0,201,0.0,0,0.0,0.0,0,0,0.0,,1450,0,494,202,0,False,0,0.0,
316,Darwin Núñez Ribeiro,73,FWD,Liverpool,299,44386,,33,2,0,17933,Darwin,0.0,333,18,0,0.1,,249,0.0,0.0,1.0,,18,0.00,0.5,97,30,0,3.3,-2,0.0,312,0,0.7,276172,2,0.0,1.0,,0,0.00,0.00,a,37,10,0,0.00,3.8,0.0,317,0,1,23,1.4,35,0.1,0,32,0.0,-1,2.0,0.0,0,1,,,120162,0,211,22,1,False,0,1.0,3.0
317,Diogo Teixeira da Silva,76,MID,Liverpool,26,577750,,10,-1,0,257000,Diogo J.,0.99,16,149,1,1.8,,13,0.93,0.0,7.0,,7,0.10,7.0,16,17,0,19.9,1,1.21,34,0,15.2,236474,43,0.47,7.5,,1,1.54,1.64,a,10,9,2,0.77,29.8,1.21,17,2,0,13,54.4,11,0.9,0,18,0.0,0,67.0,0.06,0,6,,,186131,0,71,57,14,False,0,7.5,
318,Ben Doak,45,MID,Liverpool,505,1114,,181,0,0,658,Doak,0.0,504,0,0,0.0,,462,0.0,0.0,0.0,,199,0.00,0.0,505,197,0,0.1,0,0.0,497,0,0.0,1681,0,0.0,0.5,,0,0.00,0.00,a,205,257,0,0.00,0.0,0.0,504,0,0,479,0.0,205,0.0,0,204,0.0,0,0.0,0.0,0,0,,,882,0,497,205,0,False,0,0.5,
319,Harvey Elliott,53,MID,Liverpool,315,8208,,139,2,0,3802,Elliott,0.26,316,7,0,0.2,,244,0.0,0.0,1.0,,69,0.02,0.5,209,263,0,0.8,-2,0.0,592,0,0.4,51105,3,0.0,1.0,,0,0.00,0.02,a,161,114,0,0.00,2.0,0.0,288,0,1,180,0.0,149,0.1,0,158,0.0,-1,2.0,0.26,0,1,,6.0,22975,0,249,144,1,False,0,1.0,
320,Endo Wataru,49,MID,Liverpool,544,6585,,215,1,0,5088,Endo,0.0,292,1,0,0.2,,506,0.0,0.0,1.0,,119,0.00,0.5,351,230,0,0.2,-1,0.0,537,0,0.0,9253,3,0.0,1.0,,0,0.00,0.00,a,144,199,0,0.00,0.0,0.0,250,0,0,303,0.0,123,0.1,0,236,0.0,0,0.0,0.0,0,1,,,4387,0,535,236,1,False,0,1.0,
321,Cody Gakpo,73,FWD,Liverpool,275,31359,,29,2,0,13540,Gakpo,0.12,332,29,0,0.1,,138,0.09,0.0,0.5,,21,0.01,0.5,121,28,0,2.6,-2,0.0,299,0,1.5,185110,2,0.12,1.0,,0,0.03,0.04,a,36,9,0,0.04,2.9,0.0,334,0,1,22,2.2,37,0.1,0,30,0.0,-1,10.0,0.03,0,1,,,78543,1,229,24,1,False,0,1.0,
322,Joe Gomez,49,DEF,Liverpool,546,4383,,191,1,0,2563,Gomez,0.0,546,0,0,0.0,,508,0.0,0.0,0.0,,93,0.00,0.0,255,197,0,0.5,-1,0.0,539,0,0.0,19370,0,0.0,0.5,,0,0.00,0.00,a,195,35,0,0.00,0.0,0.0,546,0,1,307,0.0,195,0.0,0,197,0.0,-1,0.0,0.0,0,0,,,7531,0,538,197,0,False,0,0.5,
323,Ryan Gravenberch,50,MID,Liverpool,207,18533,,246,0,0,7778,Gravenberch,0.22,116,180,0,1.0,,557,0.0,0.0,2.5,,101,0.44,2.5,308,80,0,0.3,0,1.0,193,0,3.5,9051,22,0.4,3.0,,0,0.00,0.44,a,49,161,2,0.81,17.6,1.0,117,2,0,248,17.4,50,0.5,0,102,0.0,0,0.0,0.22,0,2,,,6064,1,108,75,5,False,0,3.0,
324,Curtis Jones,54,MID,Liverpool,606,779,2024-08-27T11:00:05.666567Z,266,1,0,378,Jones,0.0,602,0,0,0.0,25.0,592,0.0,0.0,0.0,,173,0.00,0.0,467,268,0,0.1,-1,0.0,602,0,0.0,4762,0,0.0,0.1,Muscle injury - 25% chance of playing,0,0.00,0.00,d,271,103,0,0.00,0.0,0.0,602,0,1,166,0.0,271,0.0,0,272,0.0,-1,0.0,0.0,0,0,,,2412,0,603,272,0,False,0,0.5,
325,Caoimhin Kelleher,45,GKP,Liverpool,452,1203,,50,0,0,626,Kelleher,0.0,451,0,0,0.0,,394,0.0,0.0,0.0,,48,0.00,0.0,322,61,0,0.3,0,0.0,444,0,0.0,6620,0,0.0,0.5,,0,0.00,0.00,a,61,25,0,0.00,0.0,0.0,451,0,0,390,0.0,61,0.0,0,61,0.0,0,0.0,0.0,0,0,,,2776,0,441,51,0,False,0,0.5,
326,Ibrahima Konaté,50,DEF,Liverpool,109,107917,,15,0,0,88504,Konaté,0.14,73,135,0,1.6,,92,0.13,0.0,4.0,,45,0.02,4.0,124,15,0,2.5,0,0.67,67,0,6.5,65925,43,0.34,4.5,,0,0.19,0.21,a,24,23,1,0.51,3.2,0.67,76,1,0,215,40.2,26,0.8,0,22,0.0,0,21.0,0.01,0,7,,,40093,0,220,65,8,False,1,4.5,
327,Luis Díaz,75,MID,Liverpool,4,244851,,7,0,0,210081,Luis Díaz,1.05,9,161,1,2.3,,10,0.74,0.0,8.5,,17,0.55,8.5,48,6,1,9.4,0,1.12,11,0,23.9,184654,64,0.45,9.0,,1,1.33,1.88,a,6,13,2,0.81,85.8,1.12,10,2,0,20,78.2,7,1.1,0,3,0.0,0,75.0,0.31,0,14,,,90930,0,9,8,17,False,3,9.0,
328,Mohamed Salah,126,MID,Liverpool,3,539824,,1,-1,0,277522,M.Salah,0.84,1,172,2,1.9,,1,0.63,0.0,12.0,4.0,2,0.40,12.0,5,3,1,37.7,1,1.05,6,0,24.9,224968,72,0.42,12.5,,1,1.20,1.60,a,1,1,2,0.81,30.6,1.05,2,2,-1,2,96.8,2,1.0,0,2,0.0,1,122.0,0.21,0,10,,,160778,0,66,55,24,True,5,12.5,2.0
329,Alexis Mac Allister,65,MID,Liverpool,110,25993,,71,0,0,9681,Mac Allister,0.13,109,180,0,0.9,,117,0.05,0.0,3.0,,43,0.17,3.0,133,90,0,2.3,0,1.0,209,0,6.5,73260,20,0.4,3.5,,0,0.10,0.27,a,44,30,2,0.81,35.4,1.0,110,2,0,49,14.8,45,0.5,0,69,0.0,0,15.0,0.08,0,3,,5.0,39727,0,57,48,6,False,0,3.5,
330,James McConnell,45,MID,Liverpool,499,627,,175,0,0,386,McConnell,0.0,498,0,0,0.0,,456,0.0,0.0,0.0,,232,0.00,0.0,548,191,0,0.0,0,0.0,491,0,0.0,1022,0,0.0,0.5,,0,0.00,0.00,a,199,251,0,0.00,0.0,0.0,498,0,0,473,0.0,199,0.0,0,198,0.0,0,0.0,0.0,0,0,,,505,0,491,199,0,False,0,0.5,
331,Tyler Morton,45,MID,Liverpool,476,820,,160,0,0,468,Morton,0.0,475,0,0,0.0,,426,0.0,0.0,0.0,,207,0.00,0.0,516,176,0,0.1,0,0.0,468,0,0.0,1266,0,0.0,0.5,,0,0.00,0.00,a,184,235,0,0.00,0.0,0.0,475,0,0,437,0.0,184,0.0,0,183,0.0,0,0.0,0.0,0,0,,,667,0,466,184,0,False,0,0.5,
332,Nathaniel Phillips,40,DEF,Liverpool,360,3928,,89,0,0,2774,N.Phillips,0.0,356,0,0,0.0,,281,0.0,0.0,0.0,,128,0.00,0.0,353,118,0,0.2,0,0.0,352,0,0.0,4265,0,0.0,0.5,,0,0.00,0.00,a,113,171,0,0.00,0.0,0.0,356,0,0,583,0.0,113,0.0,0,118,0.0,0,0.0,0.0,0,0,,,2199,0,340,117,0,False,0,0.5,
333,Jarell Quansah,43,DEF,Liverpool,271,21552,2024-08-23T09:30:06.099816Z,123,2,0,7630,Quansah,0.0,274,45,0,0.2,100.0,332,0.0,0.0,1.0,,35,0.00,0.5,99,80,0,3.3,-2,0.0,198,0,1.6,278566,7,0.62,1.0,,0,0.00,0.00,a,86,152,0,0.31,0.5,2.0,226,1,1,552,15.8,71,0.1,0,92,0.0,-1,0.0,0.0,0,0,75.0,,98691,0,296,96,1,False,0,0.8,
334,Rhys Williams,40,DEF,Liverpool,367,828,2024-08-22T11:18:16.485954Z,93,0,0,0,R.Williams,0.0,362,0,0,0.0,0.0,288,0.0,0.0,0.0,,156,0.00,0.0,421,122,0,0.1,0,0.0,359,0,0.0,7001,0,0.0,0.0,Loaned to Morecambe,0,0.00,0.00,u,116,175,0,0.00,0.0,0.0,362,0,0,590,0.0,116,0.0,0,122,0.0,0,0.0,0.0,0,0,0.0,,3620,0,347,121,0,False,0,0.0,
