Car Name,Year,Region,FuelType,Mileage,Price
Kia Seltos,2023,Kentron,Gasoline,16000,6500
Nissan Tiida hatchback,2008,Ashtarak,Gasoline,125000,6500
Mercedes-Benz C-Class,2001,Erebuni,Gasoline,340000,27700
Ford Mustang coupe,2022,Malatia-Sebastia,Gasoline,8700,12000
Ford Transit,2006,Kanaker-Zeytun,Diesel,190000,21500
Honda Accord,2020,Artashat,Gasoline,78000,14950
Renault Sandero hatchback,2019,Ushi,Gasoline,90000,2000
VAZ (Lada) 2105,2006,Artashat,Gasoline,72580,44000
Lexus LX,2010,Armavir,Gasoline,350000,7000
Mercedes-Benz Vito,2000,Armavir,Gasoline,260000,10800
Kia Forte,2016,Artik,Gasoline,92000,4200
Volkswagen Golf hatchback,2001,Ajapnyak,Gasoline,270000,3800
Mercedes-Benz 230,1996,Avan,Gasoline,380000,5700
Nissan Teana,2004,Gyumri,Gasoline,260000,16000
Hyundai Elantra,2020,Shengavit,Gasoline,30000,2850
Mazda 626,1996,Hrazdan,Gasoline,246600,14000
Lexus RX,2006,Shengavit,Gasoline,307000,2700
Mercedes-Benz C-Class,1994,Shengavit,Gasoline,35000,7300
Nissan Qashqai,2008,Nor Nork,Gasoline,220000,29500
Toyota Camry,2022,Erebuni,Gasoline,7000,25000
Mercedes-Benz CLA-Class,2018,Avan,Gasoline,70000,10800
Mercedes-Benz Viano,2004,Vanadzor,Gasoline,380000,50000
BMW 6 Series,2017,Avan,Gasoline,100000,10200
VAZ (Lada) 2121 (4x4),2020,Stepanavan,Gasoline,62000,7500
Ford Focus,2015,Kentron,Gasoline,112000,4300
Renault Kangoo,2001,Shengavit,Gasoline,68000,15400
Mazda 3,2019,Erebuni,Gasoline,69000,6800
Hyundai Elantra,2008,Malatia-Sebastia,Gasoline,152000,33000
Mercedes-Benz G-Class AMG,2003,Shengavit,Gasoline,280000,36000
BMW 2 Series Grand Tourer,2022,Kentron,Gasoline,22000,28400
Hyundai Sonata,2020,Erebuni,Gasoline,5000,11400
Ford Fusion (North America),2013,Ijevan,Gasoline,135000,22000
BMW 3 Series,2016,Shengavit,Gasoline,64000,18400
Mazda CX-5,2020,Kentron,Gasoline,89000,39000
Toyota RAV4,2021,Shengavit,Gasoline,3000,7900
Ford Transit,2001,Shengavit,Diesel,300000,5100
Hyundai Sonata,2011,Martuni,Gasoline,99000,16500
Kia Sportage,2015,Abovian,Gasoline,59000,2000
VAZ (Lada) 2107,2006,Ashtarak,Gasoline,150000,400
OKA 1111 coupe,2002,Armavir,Gasoline,20000,1000
Opel Vectra,1997,Mastara,Gasoline,325000,5500
Mercedes-Benz S-Class,2000,Talin,Gasoline,215000,53000
Mercedes-Benz G-Class,2009,Shengavit,Gasoline,160000,5600
Mitsubishi Montero Sport,2002,Armavir,Gasoline,260000,16500
Nissan Kicks,2020,Davtashen,Gasoline,71000,10500
Mazda 3,2016,Ajapnyak,Gasoline,72000,7200
Volkswagen Passat,2008,Erebuni,Gasoline,155000,7000
Alfa Romeo 159 wagon,2007,Malatia-Sebastia,Diesel,203000,5800
Nissan Tiida hatchback,2006,Abovian,Gasoline,235000,10500
Ford Focus,2018,Shengavit,Gasoline,71000,14500
Nissan Altima,2018,Shengavit,Gasoline,58000,15300
Hyundai Elantra,2019,Davtashen,Gasoline,96000,16300
Nissan Rogue,2017,Davtashen,Gasoline,98000,11500
Hyundai Sonata,2012,Ajapnyak,Gasoline,88428,5700
Opel Zafira,2000,Erebuni,Gasoline,380000,4800
BMW 3 Series,2001,Nor Nork,Gasoline,250000,6000
Mercedes-Benz W124,1993,Vedi,Gasoline,250000,16800
Honda Civic,2021,Gyumri,Gasoline,21000,15500
Kia Forte,2020,Gyumri,Gasoline,31000,14500
BMW 3 Series,2017,Artashat,Gasoline,64000,29500
Hyundai IONIQ 5,2022,Arabkir,Electric,7000,9000
Ford Focus,2018,Artashat,Gasoline,43000,3300
VAZ (Lada) 2107,2011,Artashat,Gasoline,22200,20000
Jeep Compass,2018,Malatia-Sebastia,Gasoline,47000,8500
Toyota Voxy,2008,Malatia-Sebastia,Gasoline,168000,14500
Toyota Alphard,2002,Shengavit,Gasoline,240000,30000
Mercedes-Benz C-Class,2020,Shengavit,Gasoline,41000,4500
Opel Astra wagon,2000,Kanaker-Zeytun,Gasoline,430000,3500
Mercedes-Benz E-Class,1995,Meghri,Gasoline,369000,17700
Kia Forte,2019,Arabkir,Gasoline,66500,6000
FAW Oley,2014,Gyumri,Gasoline,117000,17000
Honda CR-V,2015,Ajapnyak,Gasoline,70000,8200
VAZ (Lada) 2121 Niva,2020,Ajapnyak,Gasoline,55000,8200
VAZ (Lada) 2121 Niva,2008,Ajapnyak,Gasoline,101000,8300
Hyundai Genesis Coupe coupe,2010,Shengavit,Gasoline,228000,3700
Volkswagen Polo hatchback,2005,Ajapnyak,Gasoline,200000,32800
Lexus NX,2018,Kentron,Gasoline,93000,9500
Nissan Sentra,2017,Martuni,Gasoline,80650,4200
Honda Fit hatchback,2002,Shengavit,Gasoline,260000,18500
Nissan Rogue,2018,Metsamor,Gasoline,91000,17500
Nissan Rogue,2018,Metsamor,Gasoline,80500,6200
Opel Vectra,2002,Aygavan,Gasoline,200000,17000
Nissan Pathfinder,2017,Shengavit,Gasoline,100000,28500
Kia K5,2021,Ayntap,Gasoline,6000,17000
Nissan Rogue,2017,Shengavit,Gasoline,100000,43000
Lexus RX,2020,Kentron,Gasoline,20000,5800
Mercedes-Benz C-Class,1994,Martuni,Gasoline,240000,19400
BMW 5 Series,2016,Kentron,Gasoline,160000,7200
Mercedes-Benz C-Class,2005,Artashat,Gasoline,240076,14500
Mazda 6,2015,Kentron,Gasoline,180000,4000
Volkswagen Golf hatchback,1999,Artashat,Gasoline,30000,12900
Nissan Rogue Sport,2017,Avan,Gasoline,143000,12800
Mercedes-Benz C-Class,2008,Ajapnyak,Gasoline,267000,12500
Chevrolet Malibu,2018,Malatia-Sebastia,Gasoline,70000,1000
VAZ (Lada) 2105,1981,Malatia-Sebastia,Gasoline,30000,18000
Mazda 3,2019,Malatia-Sebastia,Gasoline,58702,17800
Kia Sorento,2018,Byureghavan,Gasoline,98000,16000
Kia Soul hatchback,2020,Nor Nork,Gasoline,36000,7500
Mercedes-Benz C-Class,2004,Nor Nork,Gasoline,270000,5500
Nissan Teana,2005,Arabkir,Gasoline,200000,10200
Honda Elysion,2006,Shengavit,Gasoline,280000,9000
Mercedes-Benz E-Class,2008,Arabkir,Gasoline,168000,16500
Kia Optima,2019,Echmiadzin,Gasoline,77000,8500
Mercedes-Benz ML,2004,Nor Nork,Gasoline,226000,27000
Audi A4,2018,Kentron,Gasoline,62000,16500
Mazda 6,2017,Avan,Gasoline,90000,24500
Mercedes-Benz C-Class,2018,Nor Nork,Gasoline,39000,6800
Volkswagen Golf wagon,2009,Davtashen,Diesel,175000,19000
Suzuki Baleno hatchback,2022,Davtashen,Gasoline,22,5000
Suzuki Swift,2006,Erebuni,Gasoline,170000,11500
VAZ (Lada) Niva,2020,Ajapnyak,Gasoline,50000,7900
Chevrolet Volt hatchback,2013,Arabkir,Hybrid,110000,2999
Opel Astra,1998,Arabkir,Gasoline,100000,16500
BMW X6,2010,Arabkir,Gasoline,123321,6500
Suzuki SX4 hatchback,2008,Shengavit,Gasoline,119892,1000
VAZ (Lada) 2107,2004,Kapan,Gasoline,100000,6900
Suzuki SX4 hatchback,2006,Shengavit,Gasoline,177000,3000
VAZ (Lada) 2113 hatchback,2007,Arabkir,Gasoline,99000,20600
Mercedes-Benz CLA-Class,2017,Abovian,Gasoline,90000,15800
Kia Forte,2019,Merdzavan,Gasoline,90000,11700
Mazda 3,2016,Merdzavan,Gasoline,56000,6000
Mercedes-Benz W124,1992,Masis,Gasoline,300000,10900
Toyota Corolla,2014,Avan,Gasoline,96720,5900
Nissan Tiida hatchback,2007,Ashtarak,Gasoline,150000,7000
Cadillac CTS,2007,Nor Nork,Gasoline,210000,7999
Mercedes-Benz C-Class AMG,1995,Echmiadzin,Gasoline,192000,4500
Opel Astra hatchback,1998,Erebuni,Gasoline,300000,10700
Chevrolet Volt hatchback,2016,Kentron,Hybrid,111000,9000
Nissan Juke,2011,Armavir,Gasoline,182000,7000
Mercedes-Benz S-Class,2000,Shengavit,Gasoline,230000,48000
Mercedes-Benz G-Class,2008,Kentron,Gasoline,156000,12000
Mitsubishi Outlander,2011,Ashtarak,Gasoline,144000,2000
VAZ (Lada) 21099,2003,Ararat,Gasoline,530000,13000
Nissan Sentra,2017,Malatia-Sebastia,Gasoline,95000,7000
Mercedes-Benz Sprinter,1999,Garni,Diesel,280000,24000
Toyota RAV4,2019,Ajapnyak,Gasoline,51000,16900
Kia Sportage,2019,Avan,Gasoline,45000,12000
Mazda 6,2014,Ajapnyak,Gasoline,150000,6500
BMW 3 Series,2005,Kanaker-Zeytun,Gasoline,210000,2000
VAZ (Lada) 2115,2006,Arzni,Gasoline,200000,13500
Mitsubishi ASX,2013,Kapan,Gasoline,170000,21500
Mazda CX-30,2021,Armavir,Gasoline,9500,16000
BMW 5 Series,2011,Ajapnyak,Gasoline,204000,8500
Hyundai Sonata,2010,Gyumri,Gasoline,130000,6500
Mercedes-Benz ML,1999,Jermuk,Gasoline,188000,6000
Mercedes-Benz E-Class,1995,Gyumri,Gasoline,200000,5500
Opel Zafira,2000,Ararat,Gasoline,350000,17000
Volkswagen e-Bora,2021,Kentron,Electric,29000,91000
BMW M5,2018,Kentron,Gasoline,77000,25300
Mazda CX-30,2020,Masis,Gasoline,17000,4100
VAZ (Lada) 2107,2010,Vedi,Gasoline,27000,12000
Toyota Alphard,2003,Vedi,Gasoline,250000,2000
BMW 5 Series,1989,Shengavit,Gasoline,250000,22000
Toyota RAV4,2018,Gyumri,Gasoline,31000,9000
BMW X5,2003,Erebuni,Gasoline,200000,11800
Nissan Sentra,2019,Nor Nork,Gasoline,59000,11500
Volkswagen Touareg,2008,Arabkir,Gasoline,205000,3000
Ford Focus hatchback,2006,Nor Nork,Gasoline,264000,5200
Nissan Tiida hatchback,2005,Erebuni,Gasoline,185600,3000
Toyota Ipsum,2007,Shengavit,Gasoline,347320,33900
Land Rover Discovery,2017,Arabkir,Gasoline,70000,13500
Hyundai Elantra,2019,Arabkir,Gasoline,52000,8500
Infiniti FX35,2004,Davtashen,Gasoline,225000,12300
Mazda 3,2017,Shengavit,Gasoline,91200,18000
BMW 3 Series,2016,Davtashen,Gasoline,215000,25800
BYD Song Plus,2024,China,Electric,10,5000
Opel Astra wagon,1998,Kentron,Gasoline,391000,23000
Mercedes-Benz C-Class AMG,2017,Shengavit,Gasoline,105000,4700
VAZ (Lada) 2121 (4x4),2007,Shengavit,Gasoline,290000,12000
Toyota Ipsum,2005,Hayanist,Gasoline,183000,16500
Nissan Rogue,2017,Ararat,Gasoline,125000,4000
BMW 3 Series,2000,Abovian,Gasoline,350000,7500
Nissan X-Trail,2004,Artashat,Gasoline,160000,5000
VAZ (Lada) 2121 (4x4),2007,Artashat,Gasoline,14700,8500
Chevrolet Volt hatchback,2013,Davtashen,Hybrid,210000,14000
Honda Elysion,2007,Malatia-Sebastia,Gasoline,175000,35500
Toyota Land Cruiser Prado,2010,Abovian,Gasoline,219000,4700
Opel Astra hatchback,1998,Dilijan,Gasoline,400000,59000
Mercedes-Benz GLC-Class coupe,2020,Arabkir,Gasoline,16000,28600
BYD Song Plus,2024,China,Electric,10,7800
Chevrolet Volt,2011,Artashat,Hybrid,231167,16000
Mercedes-Benz C-Class coupe,2013,Shengavit,Gasoline,200000,20000
Toyota Corolla,2019,Abovian,Gasoline,100000,4000
Ford Mondeo,2002,Meghri,Gasoline,420000,2000
Opel Astra coupe,1998,Echmiadzin,Gasoline,275500,3500
Opel Astra wagon,1999,Arabkir,Gasoline,240000,3800
Opel Astra hatchback,1998,Ajapnyak,Gasoline,180000,13500
Ford Focus hatchback,2018,Shengavit,Gasoline,103000,55000
Audi E-tron,2021,Erebuni,Electric,24000,17000
Jeep Compass,2018,Abovian,Gasoline,90000,13000
Chevrolet Cruze hatchback,2017,Abovian,Gasoline,58700,14000
Mercedes-Benz S-Class,1998,Davtashen,Gasoline,130043,12500
Audi Q7,2008,Dzoraghbyur,Gasoline,265000,14800
Ford Fusion (North America),2019,Nor Nork,Gasoline,56000,7100
Opel Combo,2006,Malatia-Sebastia,Gasoline,320000,16500
Kia Forte,2019,Yeghvard,Gasoline,46700,12300
BMW X5,2007,Davtashen,Gasoline,230000,14500
Mitsubishi Pajero coupe,2007,Kentron,Gasoline,394000,7000
Ford Transit,2001,Arinj,Diesel,285981,27000
Porsche Macan,2018,USA,Gasoline,90000,8500
Hyundai Santa Fe,2009,Nork-Marash,Gasoline,160000,15000
Chevrolet Camaro coupe,2010,Kentron,Gasoline,193000,2500
Opel Astra hatchback,1996,Malatia-Sebastia,Gasoline,250000,8000
Nissan Juke,2012,Nork-Marash,Gasoline,110000,7500
Mercedes-Benz E-Class,1999,Arabkir,Gasoline,270000,15800
BMW 5 Series,2011,Malatia-Sebastia,Gasoline,135000,8400
Hyundai Veloster hatchback,2012,Shengavit,Gasoline,91764,12000
Chevrolet Cruze,2018,Arabkir,Gasoline,54000,3800
Mercedes-Benz E-Class,1994,Gyumri,Gasoline,258888,39000
Mercedes-Benz G-Class,2006,Arabkir,Gasoline,108000,5400
Honda Fit hatchback,2008,Davtashen,Gasoline,160000,15000
Mazda 6,2016,Getargel,Gasoline,110000,14000
RAM ProMaster City,2018,Armavir,Gasoline,50000,18500
Ford Bronco,2021,Arabkir,Gasoline,19506,18000
Jeep Cherokee,2019,Artashat,Gasoline,90000,5000
ErAZ 762 pickup,1991,Ijevan,Gasoline,1000,3400
Volkswagen Golf hatchback,2001,Vanadzor,Gasoline,290000,10000
Chevrolet Volt hatchback,2015,Nor Nork,Hybrid,130000,24000
Chevrolet Camaro coupe,2018,Kentron,Gasoline,120000,18000
Nissan Rogue,2018,Ijevan,Gasoline,67508,18500
Kia Optima,2018,Ijevan,Gasoline,71200,42000
Porsche Cayenne,2018,Kanaker-Zeytun,Gasoline,118000,20800
Toyota Corolla,2020,Shengavit,Gasoline,100000,21000
Hyundai Kona,2021,Avan,Gasoline,15000,18000
Nissan Rogue,2018,Ijevan,Gasoline,67600,20400
Ford Transit,2014,Avan,Diesel,114900,16500
Hyundai Kona,2018,Avan,Gasoline,79000,6900
Mercedes-Benz B-Class hatchback,2008,Armavir,Gasoline,103000,5800
Nissan Sentra,2006,Erebuni,Gasoline,160000,15500
Jeep Renegade,2018,Avan,Gasoline,50000,8250
Chevrolet Volt hatchback,2012,Ajapnyak,Hybrid,236000,35000
Land Rover Range Rover Sport,2014,Kentron,Gasoline,97000,28000
Tesla Model 3,2019,Nor Nork,Electric,65000,10000
Mercedes-Benz E-Class,2002,Echmiadzin,Gasoline,153000,13300
BMW 5 Series,2009,Goris,Gasoline,140000,45000
Lexus GX460,2019,Erebuni,Gasoline,70000,31000
Toyota Land Cruiser,2007,Ajapnyak,Gasoline,220000,31000
Tesla Model Y,2020,Malatia-Sebastia,Electric,56000,7000
Mercedes-Benz E-Class,2000,Ajapnyak,Gasoline,198000,11700
Hyundai Elantra,2015,Shengavit,Gasoline,93000,12000
Land Rover Discovery Sport,2017,Kentron,Gasoline,104000,9300
Hyundai Elantra,2013,Arabkir,Gasoline,142000,5800
Nissan Versa,2007,Arabkir,Gasoline,220000,6200
Opel Astra hatchback,2005,Arabkir,Gasoline,250000,6500
Nissan Versa hatchback,2007,Nor Nork,Gasoline,145000,68000
BMW X6 M,2016,Nor Nork,Gasoline,130000,45000
Lexus NX,2020,Erebuni,Gasoline,40000,5800
Mercedes-Benz E-Class,2000,Gyumri,Gasoline,250000,9500
BMW 3 Series coupe,2008,Nor Nork,Gasoline,300000,18500
Nissan Altima,2019,Nor Nork,Gasoline,50000,12500
Ford Focus ST hatchback,2017,Erebuni,Gasoline,73000,9500
Mercedes-Benz S-Class,2004,Nor Nork,Gasoline,135000,16300
BMW 3 Series,2016,Ayntap,Gasoline,130000,6000
Nissan Maxima,2000,Arabkir,Gasoline,230000,22500
Lexus GX,2007,Dilijan,Gasoline,110000,15200
Kia Forte,2021,Taperakan,Gasoline,41000,4500
VAZ (Lada) 2106,2001,Vedi,Gasoline,32000,7200
Mitsubishi Grandis,2003,Vanadzor,Gasoline,250000,5500
Opel Astra hatchback,2003,Taperakan,Gasoline,280000,6500
BMW 3 Series,2003,Vanadzor,Gasoline,279000,27500
Volkswagen ID.4,2022,Kentron,Electric,20000,5700
Opel Vectra,2001,Taperakan,Gasoline,260000,9500
Chevrolet Volt hatchback,2013,Davtashen,Hybrid,110000,14000
Nissan Rogue,2015,Davtashen,Gasoline,90000,90000
Lexus RX,2022,Abovian,Hybrid,341,4000
Renault Scenic,1998,Kentron,Gasoline,203000,7800
Mercedes-Benz C-Class,1997,Byureghavan,Gasoline,180000,16200
Mitsubishi Outlander,2017,Erebuni,Gasoline,76000,75000
Mercedes-Benz GLE Coupe AMG,2019,Erebuni,Gasoline,53000,13300
Nissan Sentra,2017,Shengavit,Gasoline,28000,60000
Audi Q7,2018,Kentron,Gasoline,75000,18000
Mercedes-Benz CLS-Class,2006,Malatia-Sebastia,Gasoline,175000,13300
Hyundai Elantra,2018,Erebuni,Gasoline,63800,12000
Nissan Sentra,2019,Kentron,Gasoline,74000,21000
Hyundai Tucson,2019,Nor Nork,Gasoline,22000,18500
Kia Sportage,2019,Kentron,Gasoline,24000,22000
Mercedes-Benz C-Class,2017,Ashtarak,Gasoline,89000,23200
Kia K5,2022,Nor Nork,Gasoline,30000,13800
Nissan Rogue,2017,Nor Nork,Gasoline,100000,5900
Mercedes-Benz E-Class,1998,Ajapnyak,Gasoline,260000,3000
Mercedes-Benz C-Class,2005,Ajapnyak,Gasoline,200000,12900
Kia Sorento,2018,Proshyan,Gasoline,59000,4700
VAZ (Lada) 2107,2011,Ashtarak,Gasoline,40000,2000
VAZ (Lada) 2101,1974,Ashtarak,Gasoline,150000,10800
Honda CR-V,2008,Jermuk,Gasoline,169000,20500
Toyota C-HR,2018,Avan,Gasoline,39000,15400
Nissan Rogue,2017,Echmiadzin,Gasoline,120000,5800
Nissan Tiida hatchback,2008,Echmiadzin,Gasoline,95000,65000
Toyota 4Runner,2023,Kentron,Gasoline,2812,17000
Chevrolet Camaro coupe,2015,Arabkir,Gasoline,59000,35000
Lexus NX,2019,Kentron,Gasoline,56000,4800
Nissan Fuga,2004,Echmiadzin,Gasoline,285000,9100
BMW 7 Series,2011,Shengavit,Gasoline,165000,10000
Kia Forte,2020,Kentron,Gasoline,34000,22000
Lexus GX,2006,Kentron,Gasoline,148000,20000
Honda Accord,2019,Echmiadzin,Gasoline,93000,8300
Mercedes-Benz S-Class,1998,Avan,Gasoline,200000,6500
Land Rover Freelander,2002,Ajapnyak,Gasoline,215000,11500
Toyota Camry,2010,Kanaker-Zeytun,Gasoline,145000,13000
Chevrolet Volt hatchback,2016,Arabkir,Hybrid,145000,42000
Tesla Model X,2017,Nor Nork,Electric,80000,13500
Chevrolet Volt hatchback,2016,Arabkir,Hybrid,85000,15000
BMW X5,2009,Masis,Gasoline,180000,3000
Kia Rio,2009,Malatia-Sebastia,Gasoline,500000,11200
Volkswagen Polo,2020,Shengavit,Gasoline,69000,3200
Mercedes-Benz W124,1989,Malatia-Sebastia,Diesel,150000,11000
Chevrolet Cruze hatchback,2017,Shengavit,Gasoline,110000,9300
Hyundai Sonata,2012,Gyumri,Gasoline,135000,12000
Mercedes-Benz S-Class,2007,Malatia-Sebastia,Gasoline,203000,12500
Nissan Sentra,2019,Kentron,Gasoline,75000,17500
Kia Forte,2020,Kentron,Gasoline,35000,5400
Chevrolet TrailBlazer,2004,Echmiadzin,Gasoline,270000,29500
Kia K5,2023,Ararat,Gasoline,7000,12000
VAZ (Lada) 2114 hatchback,2004,Gavar,Gasoline,150000,30500
BYD Song Plus,2024,Ajapnyak,Electric,10,19950
Mazda CX-5,2020,Ajapnyak,Gasoline,11000,9600
Chevrolet Cruze,2015,Malatia-Sebastia,Gasoline,200000,19950
Nissan Murano,2020,Ajapnyak,Gasoline,25000,26500
Mazda CX-9,2021,Ajapnyak,Gasoline,23000,5500
Mercedes-Benz C-Class,2003,Malatia-Sebastia,Gasoline,235000,27500
Toyota Land Cruiser Prado,2009,Arabkir,Gasoline,160000,30500
Mazda CX-30,2021,Shengavit,Gasoline,12300,3200
Volkswagen Golf hatchback,1999,Ajapnyak,Gasoline,371000,73000
Jeep Wrangler,2021,Shengavit,Gasoline,24000,14300
VAZ (Lada) Niva Legend,2024,Abovian,Gasoline,2200,25950
Toyota RAV4,2019,Ajapnyak,Gasoline,37000,19500
Mazda CX-30,2020,Ajapnyak,Gasoline,14000,4000
VAZ (Lada) 2114 hatchback,2011,Gavar,Gasoline,87000,17950
Hyundai Sonata,2020,Ajapnyak,Gasoline,45000,14500
Kia Optima,2018,Nork-Marash,Gasoline,52000,8300
Mercedes-Benz E-Class,2002,Nor Nork,Gasoline,300000,18950
Mazda CX-30,2020,Ajapnyak,Gasoline,23000,4400
Mitsubishi Chariot,1999,Kanaker-Zeytun,Gasoline,220000,12000
Suzuki Grand Vitara,2007,Kapan,Gasoline,180000,22950
Mazda CX-5,2021,Ajapnyak,Gasoline,16000,9500
Ford Focus,2016,Abovian,Gasoline,120000,15000
Ford Edge,2012,Abovian,Gasoline,133000,10100
Mercedes-Benz S-Class,2002,Kentron,Gasoline,170000,3200
Audi A6,2000,Malatia-Sebastia,Gasoline,250000,6200
Opel Zafira,2004,Hrazdan,Gasoline,214000,2000
Lincoln Town Car limo,1999,Kentron,Gasoline,114000,10500
Toyota Corolla,2010,Nor Nork,Gasoline,87201,8500
VAZ (Lada) 2121 Niva,2015,Hrazdan,Gasoline,97000,20000
Porsche Cayenne,2014,Kentron,Hybrid,100000,7500
Ford Transit,2006,Malatia-Sebastia,Diesel,200000,12900
Kia Forte,2017,Nor Nork,Gasoline,69000,9200
Mercedes-Benz E-Class,2002,Malatia-Sebastia,Gasoline,223000,6500
Toyota Vitz hatchback,2007,Noyemberyan,Gasoline,230000,12000
VAZ (Lada) 2121 (4x4),2019,Russia,Gasoline,57000,2000
Lexus RX,2018,Nor Nork,Gasoline,50000,25500
Toyota C-HR,2021,Shengavit,Gasoline,13578,7900
Mercedes-Benz E-Class,2003,Kentron,Gasoline,266500,12000
VAZ (Lada) 2121 (4x4),2021,Kanaker-Zeytun,Gasoline,70000,16700
Nissan Sentra,2020,Artashat,Gasoline,62000,9500
Lexus GS,2010,Kanaker-Zeytun,Gasoline,230000,7900
BMW X3,2006,Arabkir,Gasoline,156000,4400
Nissan Tiida,2005,Echmiadzin,Gasoline,144000,2500
VAZ (Lada) 2114 hatchback,2005,Artashat,Gasoline,330000,21800
Mazda CX-5,2018,Erebuni,Gasoline,101000,27000
Honda Accord,2022,Abovian,Gasoline,18000,38000
BMW 5 Series,2018,Malatia-Sebastia,Gasoline,70000,23300
BMW X1,2017,Arabkir,Gasoline,73500,1650
Opel Vectra,1998,Kentron,Gasoline,230000,27500
Dodge Challenger coupe,2019,Davtashen,Gasoline,35000,10000
Mercedes-Benz S-Class,2001,Echmiadzin,Gasoline,170000,10500
BMW 3 Series,2011,Abovian,Gasoline,261000,12200
Nissan Altima,2017,Ajapnyak,Gasoline,131000,6000
Mercedes-Benz C-Class,1998,Arinj,Gasoline,268000,4300
Nissan Tiida hatchback,2005,Ajapnyak,Gasoline,172000,2150
Chevrolet Rezzo,2005,Kentron,Gasoline,195000,12500
Mercedes-Benz E-Class,2008,Avan,Gasoline,130000,19900
Hyundai Sonata,2019,Kentron,Gasoline,100000,3300
Volkswagen Vento,1995,Aparan,Gasoline,220000,13700
Ford Escape,2018,Kentron,Gasoline,80000,23500
Kia Seltos,2021,Shengavit,Gasoline,35000,10500
BMW X5,2005,Vanadzor,Gasoline,195000,8500
Ford Explorer,2006,Nork-Marash,Gasoline,355000,11000
Chevrolet Volt,2013,Gyumri,Hybrid,140000,3000
Renault Clio,2006,Davtashen,Gasoline,120000,13000
Kia Forte,2019,Arabkir,Gasoline,102000,6400
Mercedes-Benz 200,2000,Metsamor,Gasoline,260000,2000
Volkswagen Polo,2016,Arabkir,Gasoline,83000,25000
Lexus LX,2005,Shengavit,Gasoline,213000,30000
Toyota RAV4,2017,Nubarashen,Hybrid,70000,18000
Nissan Sentra,2021,Nubarashen,Gasoline,4500,4000
GAZ (ГАЗ) ГАЗель,2001,Vanadzor,Gasoline,120000,4500
Mitsubishi Chariot,2001,Nor Nork,Gasoline,180000,18900
Toyota Camry,2018,Abovian,Gasoline,100000,12000
Chevrolet Cruze,2017,Abovian,Gasoline,130000,2000
VAZ (Lada) 2115,2005,Artashat,Gasoline,150000,49800
Alfa Romeo Stelvio,2022,Kentron,Gasoline,13000,25000
Infiniti QX50,2018,Kentron,Gasoline,49000,6000
Mercedes-Benz C-Class,2000,Avan,Gasoline,265500,25000
Mazda CX-5,2019,Ajapnyak,Gasoline,54000,15200
Nissan Rogue,2017,Echmiadzin,Gasoline,120000,15500
Kia Forte,2019,Kentron,Gasoline,18200,3700
Mercedes-Benz C-Class,1996,Kentron,Gasoline,250000,2600
Mercedes-Benz W124,1992,Erebuni,Gasoline,236145,11700
BMW X5,2006,Erebuni,Gasoline,230000,8000
Toyota Corolla,2008,Davtashen,Gasoline,236610,110000
Mercedes-Benz GLS-Class,2020,Davtashen,Gasoline,44000,17900
Mercedes-Benz C-Class,2013,Arabkir,Gasoline,135000,11300
VAZ (Lada) 2121 Niva,2019,Vedi,Gasoline,58000,4100
Opel Astra hatchback,1998,Malatia-Sebastia,Gasoline,307000,48000
Mercedes-Benz E-Class,2019,Vedi,Gasoline,120000,13000
BMW 6 Series coupe,2005,Hrazdan,Gasoline,90000,3000
VAZ (Lada) 2112 hatchback,2007,Amasia,Gasoline,250000,5300
Nissan Tiida hatchback,2007,Byureghavan,Gasoline,240000,32500
Mercedes-Benz Sprinter,2014,Malatia-Sebastia,Diesel,180000,12600
BMW X6 coupe,2007,Hrazdan,Gasoline,90000,5000
Volkswagen Passat,1999,Vardenis,Gasoline,40000,11500
Toyota Camry,2010,Hrazdan,Gasoline,163115,4500
Mercedes-Benz A-Class hatchback,2003,Hrazdan,Gasoline,141000,11000
BMW X5,2006,Malatia-Sebastia,Gasoline,198000,6000
Opel Zafira,2003,Hrazdan,Gasoline,250000,3000
Honda CR-V,2003,Dilijan,Gasoline,210000,3500
Opel Astra,1998,Nor Nork,Gasoline,200000,13200
Lexus IS,2012,Nor Nork,Gasoline,130000,10300
BMW 1 Series coupe,2008,Nor Nork,Gasoline,160000,19500
Honda Accord,2019,Kentron,Gasoline,45000,14000
Toyota Camry,2016,Kanaker-Zeytun,Gasoline,85000,17990
Toyota Camry,2019,Kanaker-Zeytun,Gasoline,16000,5000
Mercedes-Benz E-Class,1998,Berd,Gasoline,300000,5800
Volvo S60,2002,Armavir,Gasoline,205000,14500
Toyota Alphard,2004,Erebuni,Gasoline,240000,24000
Acura ILX,2020,Kentron,Gasoline,60000,7400
Ford Focus,2013,Hrazdan,Gasoline,250000,10000
Honda Accord,2011,Kentron,Gasoline,121000,14500
Nissan Rogue,2016,Artik,Gasoline,36000,22500
BMW 5 Series,2014,Vanadzor,Gasoline,200000,51000
Lexus RX,2018,Russia,Gasoline,48300,4500
Hyundai Elantra,2005,Shengavit,Gasoline,360000,32000
Toyota Camry,2020,Erebuni,Gasoline,70000,10200
Chevrolet Volt,2013,Shengavit,Hybrid,170000,16500
Mazda 6,2015,Erebuni,Gasoline,114000,12800
Ford Transit,2002,Metsamor,Diesel,255000,32000
Toyota Camry,2020,Echmiadzin,Gasoline,69000,12500
Nissan Juke,2012,Nor Nork,Gasoline,144714,4300
