drug_name,medical_condition,side_effects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alogliptin,Diabetes (Type 2),"severe pain in your upper stomach spreading to your back, nausea and vomiting , loss of appetite, or fast heartbeats. Alogliptin may cause serious side effects. Call your doctor at once if you have: severe or ongoing pain in your joints; heart problems--shortness of breath (even while lying down), rapid weight gain, swelling (especially in your feet, legs, or midsection); liver problems-- nausea , upper stomach pain, tired feeling, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes); or a severe autoimmune reaction--itching, blisters, breakdown of the outer layer of skin. Common side effects of alogliptin may include: headache ; or cold symptoms such as stuffy nose, sinus pain, sore throat.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avandia,Diabetes (Type 2),"nausea , upper stomach pain, itching, loss of appetite, dark urine, clay-colored stools, or jaundice (yellowing of the skin or eyes). Call your doctor at once if you have: shortness of breath (especially when lying down), unusual tiredness, swelling, rapid weight gain; chest pain or pressure, pain spreading to your jaw or shoulder, nausea, sweating; pale skin, feeling light-headed or short of breath, cold hands and feet; changes in your vision; or sudden unusual pain in your hand, arm, or foot. Common Avandia side effects may include: headache ; or cold symptoms such as stuffy nose, sinus pain, sneezing, sore throat.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glimepiride / pioglitazone,Diabetes (Type 2),"pink or red urine, painful or difficult urination, new or worsening urge to urinate; changes in your vision; sudden unusual pain in your hand, arm, or foot; liver problems--upper stomach pain, vomiting , tiredness, loss of appetite, dark urine, jaundice (yellowing of the skin or eyes); or symptoms of heart failure--shortness of breath (even while lying down), swelling in your legs or feet, rapid weight gain. Common side effects of glimepiride and pioglitazone may include: headache; muscle pain; nausea, diarrhea ; or cold symptoms such as stuffy nose, sinus pain, sneezing, sore throat.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glucotrol XL,Diabetes (Type 2),"Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention. Check with your doctor immediately if any of the following side effects occur: Less common Anxiety blurred vision burning, crawling, itching, numbness, prickling, ""pins and needles"", or tingling feelings chills cold sweats coma confusion cool, pale skin depression difficulty with moving dizziness fainting fast heartbeat headache increased hunger joint pain leg cramps muscle aching or cramping muscle pain or stiffness nausea nervousness nightmares pain in the joints problems in urination or increase in the amount of urine seizures shakiness slurred speech sweating swollen joints unusual tiredness or weakness Rare Abdominal or stomach pain bloating bloody or black, tarry stools body aches or pain burning, dry, or itching eyes clay-colored stools congestion constipation cough dark urine decreased vision or other changes in vision diarrhea difficult or labored breathing difficult or painful urination dryness or soreness of the throat excessive tearing fainting fast, slow, or irregular heartbeat feeling of warmth fever heartburn hoarseness indigestion itching loss of appetite pain in the eye pounding in the ears rash redness of the face, neck, arms and occasionally, upper chest redness, pain, or swelling of the eye, eyelid, or inner lining of the eyelid runny nose severe stomach pain shortness of breath tender, swollen glands in the neck tightness in the chest trouble in swallowing unpleasant breath odor voice changes vomiting of blood or material that looks like coffee grounds wheezing yellow eyes or skin Incidence not known Agitation back or leg pains bleeding gums blood in the urine or stools chest pain convulsions decreased urine output fluid-filled skin blisters general body swelling general feeling of tiredness or weakness high fever hostility increased thirst irritability lethargy light-colored stools lower back or side pain muscle twitching nosebleeds pinpoint red pots on the skin rapid weight gain sensitivity to the sun skin thinness sores, ulcers, or white spots on the lips or in the mouth stupor swelling of the face, ankles, or hands unusual bleeding or bruising Some side effects may occur that usually do not need medical attention. These side effects may go away during treatment as your body adjusts to the medicine. Also, your health care professional may be able to tell you about ways to prevent or reduce some of these side effects. Check with your health care professional if any of the following side effects continue or are bothersome or if you have any questions about them: More common Indigestion passing of gas Less common Acid or sour stomach belching excess air or gas in the stomach or intestines full feeling pain sleeplessness sneezing stuffy nose trouble sleeping unable to sleep Rare Decreased interest in sexual intercourse dizziness or lightheadedness excessive muscle tone feeling of constant movement of self or surroundings flushing or redness of the skin headache, severe and throbbing hives or welts inability to have or keep an erection loss in sexual ability, desire, drive, or performance mood or mental changes muscle stiffness muscle tension or tightness sensation of spinning skin rash, encrusted, scaly, and oozing sleepiness or unusual drowsiness unusually warm skin walking in unusual manner weight loss Incidence not known Increased sensitivity of the skin to sunlight severe sunburn Other side effects not listed may also occur in some patients. If you notice any other effects, check with your healthcare professional. Call your doctor for medical advice about side effects. You may report side effects to the FDA at 1-800-FDA-1088. Glucotrol XL side effects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glyburide / metformin,Diabetes (Type 2),"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Glyburide and metformin may cause serious side effects. Call your doctor at once if you have: heart problems-- swelling, rapid weight gain, feeling short of breath; severe hypoglycemia--extreme weakness, blurred vision, sweating, trouble speaking, tremors, stomach pain, confusion, seizure; or lactic acidosis--unusual muscle pain, trouble breathing, stomach pain, vomiting, irregular heart rate, dizziness, feeling cold, or feeling very weak or tired. Common side effects of glyburide and metformin may include: low blood sugar; nausea , diarrhea, upset stomach ; or headache .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kombiglyze XR,Diabetes (Type 2),"hives , itching, peeling skin ; difficult breathing; swelling of your face, lips, tongue, or throat. Stop taking this medicine and call your doctor right away if you have symptoms of pancreatitis : severe pain in your upper stomach spreading to your back, nausea and vomiting , loss of appetite, or fast heartbeats. Some people using metformin develop lactic acidosis, which can be fatal. Get emergency medical help if you have even mild symptoms such as: unusual muscle pain; feeling cold; trouble breathing; feeling dizzy, light-headed, tired, or very weak; stomach pain, vomiting ; or irregular heart rate. Call your doctor at once if you have any of these serious side effects: severe autoimmune reaction - itching, blisters, breakdown of the outer layer of skin; severe or ongoing pain in your joints; pain or burning when you urinate; or symptoms of heart failure - shortness of breath (even while lying down), swelling in your legs or feet, rapid weight gain . Common Kombiglyze XR side effects may include: diarrhea , nausea; headache; or cold symptoms such as runny or stuffy nose, sneezing, sore throat .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linagliptin,Diabetes (Type 2),"severe pain in your upper stomach spreading to your back, with or without vomiting. Linagliptin may cause serious side effects. Call your doctor at once if you have: severe or ongoing pain in your joints; a severe autoimmune reaction--itching, blisters, breakdown of the outer layer of skin; or symptoms of heart failure--shortness of breath (even while lying down), swelling in your legs or feet, rapid weight gain. Common side effects of linagliptin may include: runny or stuffy nose, sore throat; cough; or diarrhea .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xigduo XR,Diabetes (Type 2),"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Seek medical attention right away if you have signs of a genital infection (penis or vagina): burning, itching, odor, discharge, pain, tenderness, redness or swelling of the genital or rectal area, fever, not feeling well. These symptoms may get worse quickly. Call your doctor at once if you have: little or no urination; signs of a bladder infection - pain or burning when you urinate, increased urination, blood in your urine, fever, pain in your pelvis or back; dehydration symptoms - dizziness, weakness, feeling light-headed (like you might pass out); ketoacidosis (too much acid in the blood) - nausea, vomiting, stomach pain, confusion, unusual drowsiness, or trouble breathing; or lactic acidosis - unusual muscle pain, trouble breathing, stomach pain, vomiting, irregular heart rate, dizziness, feeling cold, or feeling very weak or tired Side effects may be more likely to occur in older adults. Common Xigduo XR side effects may include: genital infections; headache; nausea, vomiting, diarrhea; or runny or stuffy nose, sore throat .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adlyxin,Diabetes (Type 2),"hives , itching, severe rash; rapid heartbeats; trouble swallowing; difficult breathing; feeling light-headed; swelling of your face, lips, tongue, or throat. Stop using this medicine and call your doctor at once if you have: pancreatitis--severe pain in your upper stomach spreading to your back, nausea and vomiting , fast heart rate ; low blood sugar-- headache , hunger, sweating, irritability, dizziness , nausea, fast heart rate, and feeling anxious or shaky; or kidney problems--little or no urination, painful or difficult urination, swelling in your feet or ankles, feeling tired or short of breath. Common Adlyxin side effects may include: nausea, vomiting, diarrhea ; headache; dizziness; or low blood sugar.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bromocriptine,Diabetes (Type 2),"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Bromocriptine may cause serious side effects. Call your doctor at once if you have: numbness , pain, and paleness or discoloration in your fingers or toes (especially in cold weather); vision problems, constant runny nose ; chest pain, pain when you breathe, fast heart rate , rapid breathing, feeling short of breath (especially when lying down); back pain , swelling in your ankles or feet, urinating less than usual or not at all; confusion, hallucinations, feeling like you might pass out; muscle movements you cannot control, loss of balance or coordination; or bloody or tarry stools, coughing up blood or vomit that looks like coffee grounds. Parlodel may cause you to fall asleep during normal daytime activities such as working, talking, eating, or driving. You may fall asleep suddenly, even after feeling alert. Tell your doctor if you have any problems with daytime sleepiness or drowsiness. You may have increased sexual urges, unusual urges to gamble, or other intense urges while taking this medicine. Talk with your doctor if this occurs. Common side effects of bromocriptine may include: dizziness; headache ; hallucinations; nausea, constipation; or abnormal involuntary movements.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cycloset,Diabetes (Type 2),"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Call your doctor at once if you have: severe drowsiness; or a light-headed feeling, like you might pass out. You may have increased sexual urges, unusual urges to gamble, or other intense urges while taking this medicine. Talk with your doctor if this occurs. Common Cycloset side effects may include: dizziness, feeling tired; nausea, vomiting; or headache .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dapagliflozin / metformin,Diabetes (Type 2),"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Seek medical attention right away if you have signs of a genital infection (penis or vagina): burning, itching, odor, discharge, pain, tenderness, redness or swelling of the genital or rectal area, fever, not feeling well. These symptoms may get worse quickly. Dapagliflozin and metformin may cause serious side effects. Call your doctor at once if you have: little or no urination; signs of a bladder infection--pain or burning when you urinate, increased urination, blood in your urine, fever, pain in your pelvis or back; dehydration symptoms--dizziness, weakness, feeling light-headed (like you might pass out); ketoacidosis (too much acid in the blood)--nausea, vomiting, stomach pain, confusion, unusual drowsiness, or trouble breathing; or lactic acidosis--unusual muscle pain, trouble breathing, stomach pain, vomiting, irregular heart rate, dizziness, feeling cold, or feeling very weak or tired. Side effects may be more likely to occur in older adults. Common side effects of dapagliflozin and metformin may include: genital infections; headache ; nausea, vomiting, diarrhea; or runny or stuffy nose, sore throat .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DiaBeta,Diabetes (Type 2),"dark urine, jaundice (yellowing of the skin or eyes); severe skin rash, redness, or itching; pale skin, easy bruising or bleeding; fever, chills, sore throat, mouth sores; or low levels of sodium in the body-- headache , confusion, slurred speech, severe weakness, vomiting , loss of coordination, feeling unsteady. Older adults may be more likely to have low blood sugar while taking DiaBeta. Common side effects of DiaBeta may include: low blood sugar; nausea, heartburn , feeling full; muscle or joint pain; blurred vision; or mild rash or skin redness.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
empagliflozin / metformin,Diabetes (Type 2),"hives ; trouble swallowing, difficult breathing; swelling of your face, lips, tongue, or throat. Seek medical attention right away if you have signs of a serious genital infection (penis or vagina): burning, itching, odor, discharge, pain, tenderness, redness or swelling of the genital or rectal area, fever, not feeling well. These symptoms may get worse quickly. Stop taking empagliflozin and metformin and call your doctor at once if you have: a light-headed feeling, like you might pass out; dehydration -- dizziness , confusion, feeling very thirsty, less urination; ketoacidosis (too much acid in the blood)-- nausea , vomiting, stomach pain, confusion, unusual drowsiness, or trouble breathing; lactic acidosis--unusual muscle pain, trouble breathing, stomach pain, vomiting, irregular heart rate, dizziness, feeling cold, or feeling very weak or tired; or signs of a bladder infection--pain or burning when you urinate, blood in your urine, pain in pelvis or back. Some side effects may be more likely to occur in older adults. Common side effects of empagliflozin and metformin may include: low blood sugar; indigestion , stomach pain, gas, nausea, vomiting, diarrhea; a bladder infection; yeast infection in women (vaginal itching or discharge); headache , weakness; or runny or stuffy nose, sore throat .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glipizide / metformin,Diabetes (Type 2),"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. glipizide and metformin may cause serious side effects. Stop using glipizide and metformin and call your doctor at once if you have: heart problems-- swelling, rapid weight gain, feeling short of breath; severe hypoglycemia--extreme weakness, blurred vision, sweating, trouble speaking, tremors, stomach pain, confusion, seizure; or lactic acidosis--unusual muscle pain, trouble breathing, stomach pain, vomiting, irregular heart rate, dizziness, feeling cold, or feeling very weak or tired. Common side effects of glipizide and metformin may include: upset stomach , nausea , diarrhea; headache ; or cold symptoms such as stuffy nose, sneezing, sore throat .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glucovance,Diabetes (Type 2),"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Call your doctor at once if you have: heart problems - swelling, rapid weight gain, feeling short of breath; severe hypoglycemia - extreme weakness, blurred vision, sweating, trouble speaking, tremors, stomach pain, confusion, seizure; or lactic acidosis - unusual muscle pain, trouble breathing, stomach pain, vomiting, irregular heart rate, dizziness, feeling cold, or feeling very weak or tired. Common Glucovance side effects may include: low blood sugar; nausea, diarrhea, upset stomach ; or headache.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glycron,Diabetes (Type 2),"Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention. Check with your doctor immediately if any of the following side effects occur: Less common Difficulty with swallowing dizziness fast heartbeat hives, itching, skin rash puffiness or swelling of the eyelids or around the eyes, face, lips, or tongue tightness in the chest trouble breathing unusual tiredness or weakness Rare Abdominal or stomach pain chills clay-colored stools dark urine diarrhea fever headache light-colored stools loss of appetite nausea and vomiting unpleasant breath odor upper right abdominal or stomach pain vomiting of blood yellow eyes and skin Incidence not known Agitation back, leg, or stomach pains bleeding gums blood in the urine or stools bloody, black, or tarry stools blurred vision change in near or distance vision chest pain coma confusion convulsions cough or hoarseness decreased urine output depression difficulty in focusing eyes fast or irregular heartbeat fluid-filled skin blisters general body swelling high fever hostility increased thirst irritability large, hive-like swelling on the face, eyelids, lips, tongue, throat, hands, legs, feet, or sex organs lethargy lower back or side pain muscle pain or cramps muscle twitching nosebleeds painful or difficult urination pale skin pinpoint red spots on the skin rapid weight gain sensitivity to the sun skin thinness sore throat sores, ulcers, or white spots on the lips or in the mouth stupor swelling of the face, ankles, or hands swollen or painful glands unusual bleeding or bruising Symptoms of overdose Anxiety cold sweats cool, pale skin increased hunger nervousness nightmares shakiness slurred speech Some side effects may occur that usually do not need medical attention. These side effects may go away during treatment as your body adjusts to the medicine. Also, your health care professional may be able to tell you about ways to prevent or reduce some of these side effects. Check with your health care professional if any of the following side effects continue or are bothersome or if you have any questions about them: Less common Indigestion passing of gas Incidence not known Difficulty with moving joint pain redness or other discoloration of the skin severe sunburn swollen joints Other side effects not listed may also occur in some patients. If you notice any other effects, check with your healthcare professional. Call your doctor for medical advice about side effects. You may report side effects to the FDA at 1-800-FDA-1088. Glycron side effects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glynase,Diabetes (Type 2),"WARNING/CAUTION: Even though it may be rare, some people may have very bad and sometimes deadly side effects when taking a drug. Tell your doctor or get medical help right away if you have any of the following signs or symptoms that may be related to a very bad side effect: Signs of an allergic reaction, like rash; hives ; itching; red, swollen, blistered, or peeling skin with or without fever; wheezing; tightness in the chest or throat; trouble breathing, swallowing, or talking; unusual hoarseness; or swelling of the mouth, face, lips, tongue, or throat. Signs of liver problems like dark urine, feeling tired, not hungry, upset stomach or stomach pain, light-colored stools, throwing up, or yellow skin or eyes. Signs of low sodium levels like headache , trouble focusing, memory problems, feeling confused, weakness, seizures , or change in balance. Change in eyesight. Muscle or joint pain. Low blood sugar can happen. The chance may be raised when Glynase (glyburide) is used with other drugs for diabetes. Signs may be dizziness , headache, feeling sleepy or weak, shaking, fast heartbeat , confusion, hunger, or sweating. Call your doctor right away if you have any of these signs. Follow what you have been told to do for low blood sugar. This may include taking glucose tablets, liquid glucose, or some fruit juices. The ability of your bone marrow to make blood cells may be lowered. This can lead to very bad bleeding problems or infections. Tell your doctor right away if you have signs of infection like fever, chills, or sore throat ; any bruising or bleeding; or if you feel very tired or weak. Glynase side effects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glyset,Diabetes (Type 2),"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Glyset may cause serious side effects. Call your doctor at once if you have: severe diarrhea or constipation ; bloody or tarry stools; rectal bleeding ; or diarrhea that contains blood or mucus. Common side effects of Glyset may include: stomach discomfort; diarrhea; gas; or mild rash.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Janumet XR,Diabetes (Type 2),"severe pain in your upper stomach spreading to your back, nausea and vomiting , loss of appetite, or fast heartbeats. Some people using metformin develop lactic acidosis, which can be fatal. Get emergency medical help if you have even mild symptoms such as: unusual muscle pain; feeling cold; trouble breathing; feeling dizzy, light-headed, tired, or very weak; stomach pain, vomiting ; or irregular heart rate. Call your doctor at once if you have any of these serious side effects: severe autoimmune reaction--itching, blisters, breakdown of the outer layer of skin; severe or ongoing pain in your joints; little or no urinating; or symptoms of heart failure --shortness of breath (even while lying down), swelling in your legs or feet, rapid weight gain. Common side effects of Janumet XR may include: low blood sugar (if you also use insulin or another oral diabetes medication); upset stomach , indigestion , gas, diarrhea , nausea, vomiting; headache , weakness; or cold symptoms such as runny or stuffy nose, sneezing, sore throat.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jentadueto,Diabetes (Type 2),"( hives , difficult breathing, swelling in your face or throat) or a severe skin reaction (fever, sore throat , burning eyes, skin pain, red or purple skin rash with blistering and peeling). Stop taking this medicine and call your doctor right away if you have symptoms of pancreatitis : severe pain in your upper stomach spreading to your back, nausea and vomiting , loss of appetite, or fast heartbeats. Mild symptoms of lactic acidosis may worsen over time , and this condition can be fatal. Get emergency medical help if you have: unusual muscle pain, trouble breathing, stomach pain, vomiting, fast/slow or irregular heartbeats, dizziness, feeling cold, or feeling very weak or tired. Call your doctor at once if you have: a severe autoimmune reaction - itching, blisters, breakdown of the outer layer of skin; severe or ongoing pain in your joints; or symptoms of heart failure - shortness of breath (even while lying down), swelling in your legs or feet, rapid weight gain. Common Jentadueto side effects include: sore throat; sinus pain, stuffy nose; or diarrhea .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lixisenatide,Diabetes (Type 2),"hives , itching, severe rash; rapid heartbeats; trouble swallowing; difficult breathing; feeling light-headed; swelling of your face, lips, tongue, or throat. lixisenatide may cause serious side effects. Stop using lixisenatide and call your doctor at once if you have: pancreatitis--severe pain in your upper stomach spreading to your back, nausea and vomiting , fast heart rate ; low blood sugar-- headache , hunger, sweating, irritability, dizziness , nausea, fast heart rate, and feeling anxious or shaky; or kidney problems--little or no urination, painful or difficult urination, swelling in your feet or ankles, feeling tired or short of breath. Common side effects of lixisenatide may include: nausea, vomiting, diarrhea ; headache; dizziness; or low blood sugar.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metformin / pioglitazone,Diabetes (Type 2),"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Some people using metformin and pioglitazone develop lactic acidosis, which can be fatal. Get emergency medical help if you have even mild symptoms such as: unusual muscle pain; feeling cold; trouble breathing; feeling dizzy, light-headed, tired, or very weak; stomach pain, vomiting ; or slow or irregular heart rate. Metformin and pioglitazone may cause serious side effects. Call your doctor at once if you have: pink or red urine, painful or difficult urination, new or worsening urge to urinate; changes in your vision; heart problems-- swelling, rapid weight gain, feeling short of breath; liver problems--loss of appetite, nausea , vomiting, stomach pain, tiredness, dark urine, jaundice (yellowing of the skin or eyes); or low red blood cells (anemia)--pale skin, unusual tiredness, feeling light-headed or short of breath, cold hands and feet. Common side effects of metformin and pioglitazone may include: headache ; weight gain; diarrhea ; or cold symptoms such as stuffy nose, sinus pain, sneezing, sore throat .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metformin / saxagliptin,Diabetes (Type 2),"hives , itching, peeling skin ; difficult breathing; swelling of your face, lips, tongue, or throat. Stop taking metformin and saxagliptin and call your doctor right away if you have symptoms of pancreatitis : severe pain in your upper stomach spreading to your back, nausea and vomiting , loss of appetite, or fast heartbeats. Some people using metformin develop lactic acidosis, which can be fatal. Get emergency medical help if you have even mild symptoms such as: unusual muscle pain; feeling cold; trouble breathing; feeling dizzy, light-headed, tired, or very weak; stomach pain, vomiting ; or irregular heart rate. Call your doctor at once if you have any of these serious side effects: severe autoimmune reaction--itching, blisters, breakdown of the outer layer of skin; severe or ongoing pain in your joints; pain or burning when you urinate; or symptoms of heart failure --shortness of breath (even while lying down), swelling in your legs or feet, rapid weight gain. Common side effects of metformin and saxagliptin may include: diarrhea , nausea; headache ; or cold symptoms such as runny or stuffy nose, sneezing, sore throat .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miglitol,Diabetes (Type 2),"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Miglitol may cause serious side effects. Call your doctor at once if you have: severe diarrhea or constipation ; bloody or tarry stools; rectal bleeding ; or diarrhea that contains blood or mucus. Common side effects of miglitol may include: stomach discomfort; diarrhea; gas; or mild rash.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nesina,Diabetes (Type 2),"(hives, difficult breathing, swelling in your face or throat) or a severe skin reaction (fever, sore throat, burning eyes, skin pain, red or purple skin rash with blistering and peeling). Stop taking Nesina and call your doctor right away if you have symptoms of pancreatitis: severe pain in your upper stomach spreading to your back, nausea and vomiting, loss of appetite, or fast heartbeats. Call your doctor at once if you have: severe or ongoing pain in your joints; heart problems - shortness of breath (even while lying down), rapid weight gain, swelling (especially in your feet, legs, or midsection); liver problems - nausea, upper stomach pain, tired feeling, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes); or a severe autoimmune reaction - itching, blisters, breakdown of the outer layer of skin. Common Nesina side effects may include: headache; or cold symptoms such as stuffy nose, sinus pain, sore throat.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
