Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification
Metonazole,Antidepressant,Inhaler,315 mg,GlaxoSmithKline plc,Pain,Prescription
Dolocillin,Antidepressant,Capsule,492 mg,Johnson & Johnson,Depression,Prescription
Acetoprofen,Antipyretic,Injection,658 mg,Bayer AG,Pain,Over-the-Counter
Amoxicillin,Antiviral,Inhaler,452 mg,Pfizer Inc.,Infection,Prescription
Cefcillin,Antifungal,Drops,3 mg,"Gilead Sciences, Inc.",Pain,Prescription
Acetomycin,Antibiotic,Drops,812 mg,Pfizer Inc.,Fever,Prescription
Dextrostatin,Antidiabetic,Cream,658 mg,Sanofi S.A.,Virus,Prescription
Cefprofen,Antibiotic,Ointment,454 mg,Johnson & Johnson,Depression,Over-the-Counter
Amoxicillin,Antifungal,Ointment,135 mg,GlaxoSmithKline plc,Fungus,Over-the-Counter
Metomycin,Antidiabetic,Inhaler,54 mg,GlaxoSmithKline plc,Fever,Prescription
Clariphen,Antifungal,Drops,404 mg,AstraZeneca plc,Virus,Over-the-Counter
Clarivir,Antidiabetic,Cream,754 mg,Bayer AG,Pain,Over-the-Counter
Dolomycin,Antifungal,Cream,784 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter
Metoprofen,Analgesic,Ointment,80 mg,CSL Limited,Fever,Over-the-Counter
Cefstatin,Antiviral,Inhaler,977 mg,CSL Limited,Depression,Over-the-Counter
Amoximet,Antipyretic,Inhaler,920 mg,Amgen Inc.,Depression,Over-the-Counter
Dextronazole,Antiviral,Capsule,178 mg,AbbVie Inc.,Depression,Prescription
Dolovir,Antiseptic,Tablet,812 mg,Novo Nordisk A/S,Virus,Over-the-Counter
Metonazole,Antidiabetic,Injection,649 mg,Bayer AG,Fever,Over-the-Counter
Ibuprocillin,Antipyretic,Injection,68 mg,Biogen Inc.,Diabetes,Prescription
Acetovir,Antifungal,Injection,573 mg,Boehringer Ingelheim GmbH,Depression,Over-the-Counter
Acetovir,Antidepressant,Capsule,267 mg,Bayer AG,Diabetes,Over-the-Counter
Metonazole,Analgesic,Ointment,938 mg,"Merck & Co., Inc.",Pain,Prescription
Clarimycin,Antidepressant,Ointment,833 mg,Johnson & Johnson,Infection,Prescription
Dextronazole,Antidepressant,Cream,646 mg,CSL Limited,Fever,Over-the-Counter
Ibuprovir,Antipyretic,Injection,686 mg,AstraZeneca plc,Diabetes,Over-the-Counter
Clarinazole,Analgesic,Capsule,153 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter
Ibupromycin,Antibiotic,Injection,174 mg,Takeda Pharmaceutical Company Limited,Pain,Prescription
Ibuproprofen,Antiviral,Tablet,751 mg,Takeda Pharmaceutical Company Limited,Wound,Prescription
Ibupromet,Antiviral,Syrup,905 mg,Teva Pharmaceutical Industries Ltd.,Wound,Over-the-Counter
Cefvir,Antidiabetic,Syrup,837 mg,Johnson & Johnson,Pain,Prescription
Metocillin,Antipyretic,Tablet,813 mg,Bayer AG,Fungus,Prescription
Amoxicillin,Antiviral,Injection,252 mg,Roche Holding AG,Infection,Over-the-Counter
Dolomet,Antiviral,Capsule,546 mg,Novo Nordisk A/S,Fever,Over-the-Counter
Cefcillin,Antifungal,Syrup,486 mg,Amgen Inc.,Infection,Over-the-Counter
Clariphen,Antipyretic,Syrup,898 mg,Eli Lilly and Company,Virus,Prescription
Cefprofen,Analgesic,Injection,155 mg,GlaxoSmithKline plc,Wound,Prescription
Ibupronazole,Antidepressant,Capsule,944 mg,AstraZeneca plc,Wound,Over-the-Counter
Clarivir,Analgesic,Cream,495 mg,Roche Holding AG,Wound,Prescription
Dolocillin,Antiviral,Cream,555 mg,Bristol-Myers Squibb Company,Virus,Prescription
Dolovir,Antiviral,Injection,749 mg,Sanofi S.A.,Fever,Over-the-Counter
Ibupromycin,Antidiabetic,Cream,408 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter
Amoximet,Antibiotic,Tablet,51 mg,Novartis AG,Fever,Prescription
Dolomet,Antidepressant,Capsule,402 mg,Sanofi S.A.,Pain,Prescription
Metostatin,Antipyretic,Ointment,575 mg,Bayer AG,Pain,Over-the-Counter
Amoxivir,Analgesic,Ointment,869 mg,Roche Holding AG,Depression,Prescription
Acetocillin,Antidepressant,Syrup,383 mg,CSL Limited,Diabetes,Over-the-Counter
Amoxiphen,Antiviral,Injection,700 mg,Sanofi S.A.,Fungus,Over-the-Counter
Dextrovir,Antifungal,Tablet,427 mg,"Merck & Co., Inc.",Pain,Over-the-Counter
Amoxistatin,Antiviral,Ointment,674 mg,GlaxoSmithKline plc,Pain,Prescription
Cefmycin,Antidiabetic,Drops,472 mg,Roche Holding AG,Virus,Prescription
Metonazole,Antifungal,Syrup,100 mg,Biogen Inc.,Pain,Prescription
Amoximet,Antibiotic,Tablet,302 mg,Novartis AG,Infection,Prescription
Amoxinazole,Antiseptic,Capsule,868 mg,AstraZeneca plc,Infection,Prescription
Dextrophen,Antibiotic,Syrup,166 mg,GlaxoSmithKline plc,Depression,Over-the-Counter
Dolophen,Antiviral,Ointment,650 mg,Roche Holding AG,Depression,Over-the-Counter
Amoxistatin,Antidiabetic,Syrup,171 mg,Boehringer Ingelheim GmbH,Pain,Prescription
Dextromycin,Antiseptic,Inhaler,837 mg,AstraZeneca plc,Infection,Over-the-Counter
Ibuprophen,Antiviral,Tablet,448 mg,Roche Holding AG,Wound,Over-the-Counter
Dextrocillin,Antidepressant,Ointment,787 mg,Bristol-Myers Squibb Company,Diabetes,Prescription
Ibuproprofen,Antipyretic,Drops,438 mg,Pfizer Inc.,Fever,Over-the-Counter
Ibuprostatin,Antifungal,Ointment,561 mg,AbbVie Inc.,Pain,Prescription
Ibuprophen,Antipyretic,Capsule,227 mg,"Gilead Sciences, Inc.",Diabetes,Prescription
Acetocillin,Antibiotic,Injection,848 mg,AstraZeneca plc,Fever,Over-the-Counter
Dextrovir,Antiviral,Cream,507 mg,Boehringer Ingelheim GmbH,Infection,Over-the-Counter
Ibuproprofen,Antipyretic,Cream,994 mg,GlaxoSmithKline plc,Fever,Over-the-Counter
Dextrocillin,Antifungal,Syrup,5 mg,Roche Holding AG,Wound,Over-the-Counter
Clarivir,Antipyretic,Injection,876 mg,"Gilead Sciences, Inc.",Pain,Over-the-Counter
Cefprofen,Antiseptic,Syrup,835 mg,AbbVie Inc.,Wound,Prescription
Amoxiprofen,Antifungal,Capsule,17 mg,CSL Limited,Fungus,Prescription
Ibuprocillin,Antipyretic,Injection,995 mg,GlaxoSmithKline plc,Fever,Prescription
Cefmycin,Antiviral,Inhaler,976 mg,Eli Lilly and Company,Depression,Over-the-Counter
Cefstatin,Analgesic,Tablet,830 mg,Biogen Inc.,Pain,Prescription
Ibuprophen,Antifungal,Ointment,691 mg,GlaxoSmithKline plc,Infection,Prescription
Clarinazole,Antiseptic,Cream,62 mg,Eli Lilly and Company,Diabetes,Prescription
Dextroprofen,Antifungal,Cream,730 mg,Bayer AG,Virus,Over-the-Counter
Claristatin,Antibiotic,Inhaler,649 mg,Johnson & Johnson,Diabetes,Over-the-Counter
Amoxinazole,Antiviral,Syrup,122 mg,Novartis AG,Depression,Prescription
Cefcillin,Antipyretic,Drops,389 mg,AstraZeneca plc,Depression,Prescription
Dolonazole,Antidepressant,Cream,824 mg,Roche Holding AG,Fever,Prescription
Dolostatin,Antiviral,Capsule,448 mg,Johnson & Johnson,Fever,Prescription
Ibupromycin,Antibiotic,Ointment,731 mg,"Merck & Co., Inc.",Infection,Over-the-Counter
Ibuprophen,Analgesic,Tablet,907 mg,"Gilead Sciences, Inc.",Virus,Prescription
Ibupronazole,Antiseptic,Ointment,56 mg,"Gilead Sciences, Inc.",Diabetes,Over-the-Counter
Ibuprocillin,Antiseptic,Ointment,899 mg,"Merck & Co., Inc.",Pain,Over-the-Counter
Clarimycin,Analgesic,Syrup,293 mg,AstraZeneca plc,Fungus,Over-the-Counter
Acetomycin,Antibiotic,Syrup,537 mg,Sanofi S.A.,Fungus,Prescription
Cefnazole,Antiviral,Capsule,473 mg,AstraZeneca plc,Virus,Prescription
Acetoprofen,Antiseptic,Cream,324 mg,AstraZeneca plc,Depression,Prescription
Amoxistatin,Antibiotic,Cream,247 mg,Bristol-Myers Squibb Company,Depression,Over-the-Counter
Cefvir,Antipyretic,Tablet,566 mg,Roche Holding AG,Wound,Over-the-Counter
Cefcillin,Antipyretic,Cream,228 mg,AstraZeneca plc,Fever,Over-the-Counter
Dextrocillin,Antiseptic,Tablet,411 mg,Roche Holding AG,Depression,Prescription
Amoximycin,Antidiabetic,Tablet,218 mg,GlaxoSmithKline plc,Pain,Over-the-Counter
Cefstatin,Antiviral,Cream,856 mg,Roche Holding AG,Depression,Over-the-Counter
Amoxivir,Antiviral,Capsule,218 mg,AstraZeneca plc,Diabetes,Prescription
Ibupromet,Analgesic,Cream,340 mg,CSL Limited,Fever,Prescription
Cefnazole,Antipyretic,Inhaler,138 mg,"Merck & Co., Inc.",Depression,Over-the-Counter
Cefmycin,Antidepressant,Tablet,132 mg,AstraZeneca plc,Wound,Prescription
Claricillin,Antidiabetic,Injection,34 mg,Novartis AG,Wound,Prescription
Ibuprostatin,Antibiotic,Inhaler,536 mg,Amgen Inc.,Infection,Prescription
Clariprofen,Antifungal,Tablet,219 mg,Novartis AG,Fungus,Over-the-Counter
Clariprofen,Antipyretic,Ointment,428 mg,Boehringer Ingelheim GmbH,Wound,Over-the-Counter
Clariphen,Antibiotic,Ointment,631 mg,Roche Holding AG,Fever,Over-the-Counter
Acetovir,Antiviral,Tablet,489 mg,AbbVie Inc.,Fungus,Over-the-Counter
Clarimycin,Antiseptic,Cream,552 mg,Pfizer Inc.,Fungus,Over-the-Counter
Acetonazole,Antidiabetic,Ointment,852 mg,Bristol-Myers Squibb Company,Wound,Prescription
Metomycin,Antiviral,Ointment,129 mg,Sanofi S.A.,Virus,Prescription
Dextromet,Antiviral,Drops,810 mg,Bayer AG,Diabetes,Over-the-Counter
Clarinazole,Analgesic,Syrup,296 mg,Takeda Pharmaceutical Company Limited,Virus,Over-the-Counter
Cefnazole,Antipyretic,Syrup,419 mg,AstraZeneca plc,Fungus,Over-the-Counter
Dextrocillin,Antipyretic,Ointment,894 mg,Bayer AG,Depression,Over-the-Counter
Dolostatin,Antidiabetic,Syrup,260 mg,"Gilead Sciences, Inc.",Depression,Prescription
Dolovir,Antibiotic,Tablet,434 mg,GlaxoSmithKline plc,Virus,Prescription
Metonazole,Antidiabetic,Cream,640 mg,Eli Lilly and Company,Wound,Prescription
Claricillin,Antiviral,Inhaler,423 mg,Sanofi S.A.,Fever,Over-the-Counter
Acetomet,Antifungal,Capsule,225 mg,Amgen Inc.,Depression,Over-the-Counter
Dolonazole,Antiviral,Tablet,436 mg,Johnson & Johnson,Wound,Prescription
Dolophen,Antidiabetic,Injection,912 mg,Roche Holding AG,Diabetes,Prescription
Dextromycin,Antidiabetic,Cream,235 mg,Bayer AG,Depression,Over-the-Counter
Cefstatin,Analgesic,Tablet,625 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter
Acetovir,Antidiabetic,Capsule,791 mg,Novartis AG,Wound,Over-the-Counter
Metostatin,Analgesic,Drops,407 mg,Pfizer Inc.,Wound,Over-the-Counter
Cefprofen,Antidepressant,Syrup,154 mg,Roche Holding AG,Virus,Over-the-Counter
Ibupronazole,Antidepressant,Tablet,559 mg,CSL Limited,Infection,Over-the-Counter
Metostatin,Antiviral,Drops,698 mg,Pfizer Inc.,Infection,Prescription
Dextroprofen,Analgesic,Capsule,28 mg,Bayer AG,Infection,Prescription
Amoxinazole,Antidepressant,Syrup,854 mg,Sanofi S.A.,Infection,Prescription
Claricillin,Analgesic,Injection,776 mg,"Gilead Sciences, Inc.",Virus,Prescription
Metomet,Antiseptic,Tablet,573 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter
Acetoprofen,Antipyretic,Tablet,618 mg,Bristol-Myers Squibb Company,Infection,Prescription
Acetovir,Antiseptic,Syrup,28 mg,Takeda Pharmaceutical Company Limited,Pain,Prescription
Amoxiprofen,Antiseptic,Ointment,407 mg,Amgen Inc.,Depression,Over-the-Counter
Ibupronazole,Antiviral,Capsule,691 mg,GlaxoSmithKline plc,Fungus,Over-the-Counter
Claristatin,Antidepressant,Ointment,448 mg,Bristol-Myers Squibb Company,Fungus,Prescription
Dolomet,Antidepressant,Injection,53 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter
Acetophen,Antipyretic,Capsule,200 mg,"Merck & Co., Inc.",Virus,Over-the-Counter
Dextromet,Antidepressant,Ointment,626 mg,Bayer AG,Pain,Over-the-Counter
Metonazole,Antifungal,Tablet,150 mg,Eli Lilly and Company,Wound,Over-the-Counter
Metocillin,Antidepressant,Drops,991 mg,Boehringer Ingelheim GmbH,Pain,Prescription
Metovir,Antiviral,Drops,763 mg,Eli Lilly and Company,Fungus,Prescription
Metomet,Antiseptic,Drops,722 mg,Bayer AG,Depression,Prescription
Acetomycin,Antifungal,Capsule,142 mg,Roche Holding AG,Pain,Prescription
Metovir,Antiviral,Ointment,959 mg,Bristol-Myers Squibb Company,Fungus,Over-the-Counter
Clariprofen,Antidepressant,Syrup,603 mg,Bayer AG,Virus,Over-the-Counter
Dolovir,Antipyretic,Inhaler,770 mg,Novo Nordisk A/S,Pain,Over-the-Counter
Dextrostatin,Analgesic,Inhaler,538 mg,Johnson & Johnson,Virus,Over-the-Counter
Acetomycin,Antiviral,Injection,771 mg,Pfizer Inc.,Diabetes,Prescription
Clariprofen,Antiviral,Ointment,263 mg,Takeda Pharmaceutical Company Limited,Virus,Prescription
Ibuprostatin,Antidepressant,Cream,656 mg,AbbVie Inc.,Depression,Prescription
Acetoprofen,Antiviral,Inhaler,268 mg,Eli Lilly and Company,Wound,Over-the-Counter
Ibupronazole,Antiviral,Ointment,629 mg,Novo Nordisk A/S,Fungus,Prescription
Ibupromet,Antifungal,Inhaler,656 mg,Biogen Inc.,Infection,Prescription
Acetovir,Analgesic,Injection,96 mg,Roche Holding AG,Fever,Over-the-Counter
Metovir,Antifungal,Capsule,962 mg,CSL Limited,Pain,Over-the-Counter
Metostatin,Antibiotic,Capsule,586 mg,Amgen Inc.,Virus,Over-the-Counter
Acetocillin,Antifungal,Syrup,502 mg,Bristol-Myers Squibb Company,Infection,Prescription
Cefphen,Antipyretic,Tablet,650 mg,AbbVie Inc.,Virus,Prescription
Metophen,Antidepressant,Injection,620 mg,Amgen Inc.,Depression,Prescription
Acetoprofen,Antidiabetic,Ointment,504 mg,AstraZeneca plc,Fever,Prescription
Cefphen,Antiseptic,Cream,156 mg,Novartis AG,Diabetes,Over-the-Counter
Dextromet,Antipyretic,Cream,633 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter
Cefstatin,Antidepressant,Syrup,590 mg,Bristol-Myers Squibb Company,Infection,Prescription
Dextrostatin,Analgesic,Drops,601 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter
Dextrostatin,Antibiotic,Cream,263 mg,Bristol-Myers Squibb Company,Infection,Prescription
Ibuprophen,Analgesic,Syrup,905 mg,GlaxoSmithKline plc,Infection,Prescription
Clarinazole,Antiviral,Tablet,179 mg,Eli Lilly and Company,Fever,Prescription
Ibuprostatin,Antiseptic,Drops,276 mg,Biogen Inc.,Wound,Prescription
Metophen,Antipyretic,Inhaler,39 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Prescription
Claristatin,Antiseptic,Ointment,80 mg,AstraZeneca plc,Pain,Prescription
Doloprofen,Antidepressant,Cream,294 mg,GlaxoSmithKline plc,Depression,Over-the-Counter
Clarimycin,Antibiotic,Ointment,438 mg,Bayer AG,Virus,Prescription
Doloprofen,Antiviral,Drops,654 mg,Bristol-Myers Squibb Company,Infection,Prescription
Cefstatin,Antipyretic,Inhaler,296 mg,"Gilead Sciences, Inc.",Fungus,Over-the-Counter
Acetomycin,Antifungal,Cream,532 mg,Eli Lilly and Company,Diabetes,Over-the-Counter
Ibupromycin,Antibiotic,Ointment,884 mg,Novo Nordisk A/S,Fever,Prescription
Metocillin,Analgesic,Ointment,481 mg,Novo Nordisk A/S,Virus,Prescription
Dolonazole,Antifungal,Syrup,98 mg,CSL Limited,Wound,Over-the-Counter
Acetomet,Antifungal,Tablet,194 mg,Teva Pharmaceutical Industries Ltd.,Infection,Prescription
Cefphen,Antipyretic,Cream,254 mg,GlaxoSmithKline plc,Fever,Over-the-Counter
Amoxinazole,Antidiabetic,Capsule,466 mg,Sanofi S.A.,Virus,Prescription
Dextrocillin,Antiseptic,Tablet,795 mg,Takeda Pharmaceutical Company Limited,Diabetes,Prescription
Dolocillin,Analgesic,Syrup,310 mg,Amgen Inc.,Wound,Over-the-Counter
Cefnazole,Antiviral,Inhaler,569 mg,Biogen Inc.,Fever,Prescription
Amoxistatin,Antidiabetic,Ointment,54 mg,CSL Limited,Wound,Over-the-Counter
Clarinazole,Antipyretic,Syrup,96 mg,GlaxoSmithKline plc,Fever,Over-the-Counter
Ibupromet,Antifungal,Injection,715 mg,Eli Lilly and Company,Depression,Prescription
Acetocillin,Antiseptic,Cream,822 mg,Sanofi S.A.,Diabetes,Prescription
Clarimycin,Antiviral,Injection,157 mg,Bristol-Myers Squibb Company,Infection,Over-the-Counter
Metostatin,Antibiotic,Cream,197 mg,AstraZeneca plc,Virus,Over-the-Counter
Dextrostatin,Antibiotic,Syrup,470 mg,"Gilead Sciences, Inc.",Virus,Prescription
Cefcillin,Antidiabetic,Injection,608 mg,Biogen Inc.,Infection,Over-the-Counter
Amoxistatin,Antipyretic,Tablet,63 mg,GlaxoSmithKline plc,Depression,Over-the-Counter
Dextrovir,Antidepressant,Inhaler,778 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter
Metoprofen,Antidepressant,Tablet,155 mg,Takeda Pharmaceutical Company Limited,Infection,Prescription
Dextroprofen,Antipyretic,Tablet,8 mg,"Merck & Co., Inc.",Pain,Prescription
Clarimycin,Antiviral,Cream,257 mg,CSL Limited,Pain,Prescription
Dextronazole,Antiviral,Cream,100 mg,Bayer AG,Virus,Prescription
Cefprofen,Antiviral,Ointment,425 mg,Takeda Pharmaceutical Company Limited,Wound,Over-the-Counter
Clarivir,Analgesic,Tablet,35 mg,Pfizer Inc.,Infection,Prescription
Ibupronazole,Analgesic,Inhaler,843 mg,"Merck & Co., Inc.",Pain,Over-the-Counter
Amoxiprofen,Antidiabetic,Drops,885 mg,Novo Nordisk A/S,Infection,Over-the-Counter
Cefnazole,Antifungal,Syrup,394 mg,Amgen Inc.,Virus,Over-the-Counter
Metomycin,Analgesic,Tablet,51 mg,Takeda Pharmaceutical Company Limited,Fungus,Prescription
Amoxinazole,Analgesic,Injection,688 mg,Novo Nordisk A/S,Infection,Over-the-Counter
Acetomet,Antifungal,Cream,469 mg,"Merck & Co., Inc.",Fungus,Prescription
Metomet,Antibiotic,Capsule,54 mg,AbbVie Inc.,Diabetes,Over-the-Counter
Clariphen,Antibiotic,Capsule,810 mg,Roche Holding AG,Infection,Prescription
Dextroprofen,Antiseptic,Ointment,8 mg,Biogen Inc.,Depression,Prescription
Metophen,Antiseptic,Injection,802 mg,AstraZeneca plc,Fever,Prescription
Acetophen,Antipyretic,Inhaler,237 mg,Novartis AG,Virus,Over-the-Counter
Ibuprocillin,Antifungal,Syrup,665 mg,Novo Nordisk A/S,Wound,Over-the-Counter
Dextromet,Antifungal,Injection,802 mg,Bristol-Myers Squibb Company,Depression,Over-the-Counter
Clariphen,Antidiabetic,Drops,733 mg,Biogen Inc.,Fungus,Prescription
Cefcillin,Antipyretic,Injection,52 mg,Sanofi S.A.,Depression,Prescription
Dextrovir,Antiseptic,Drops,15 mg,Sanofi S.A.,Virus,Over-the-Counter
Amoximycin,Antipyretic,Syrup,598 mg,Novo Nordisk A/S,Infection,Prescription
Metocillin,Antipyretic,Ointment,808 mg,Pfizer Inc.,Infection,Over-the-Counter
Clariprofen,Antifungal,Capsule,286 mg,GlaxoSmithKline plc,Infection,Over-the-Counter
Clariprofen,Antiviral,Capsule,304 mg,"Gilead Sciences, Inc.",Diabetes,Over-the-Counter
Dextromycin,Antiseptic,Drops,433 mg,GlaxoSmithKline plc,Pain,Over-the-Counter
Ibuprostatin,Analgesic,Syrup,745 mg,Biogen Inc.,Diabetes,Prescription
Metostatin,Antiviral,Capsule,118 mg,Novo Nordisk A/S,Fever,Over-the-Counter
Dolomet,Antidiabetic,Drops,972 mg,Amgen Inc.,Pain,Prescription
Acetonazole,Antidepressant,Ointment,356 mg,Takeda Pharmaceutical Company Limited,Depression,Over-the-Counter
Ibuprophen,Analgesic,Injection,683 mg,Johnson & Johnson,Fungus,Prescription
Amoximycin,Antiviral,Cream,914 mg,Sanofi S.A.,Fever,Over-the-Counter
Metonazole,Antiseptic,Drops,910 mg,"Merck & Co., Inc.",Pain,Over-the-Counter
Dextromet,Analgesic,Injection,670 mg,Pfizer Inc.,Infection,Over-the-Counter
Ibupromet,Antiseptic,Tablet,990 mg,Novartis AG,Fever,Prescription
Metoprofen,Antibiotic,Syrup,139 mg,Novo Nordisk A/S,Fever,Over-the-Counter
Cefstatin,Antifungal,Capsule,727 mg,Novartis AG,Infection,Prescription
Metomet,Antidiabetic,Drops,492 mg,AbbVie Inc.,Pain,Over-the-Counter
Amoxivir,Antidepressant,Syrup,112 mg,AstraZeneca plc,Depression,Prescription
Metomet,Antiseptic,Syrup,590 mg,Roche Holding AG,Pain,Over-the-Counter
Metoprofen,Antibiotic,Ointment,180 mg,CSL Limited,Virus,Over-the-Counter
Dolovir,Antiviral,Ointment,534 mg,Roche Holding AG,Pain,Over-the-Counter
Metomet,Antibiotic,Inhaler,641 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Over-the-Counter
Amoximet,Antiviral,Capsule,143 mg,"Merck & Co., Inc.",Depression,Prescription
Metostatin,Antifungal,Capsule,855 mg,GlaxoSmithKline plc,Infection,Over-the-Counter
Dextromycin,Antidepressant,Tablet,8 mg,Bristol-Myers Squibb Company,Infection,Prescription
Cefprofen,Antiseptic,Tablet,417 mg,Bristol-Myers Squibb Company,Diabetes,Prescription
Acetocillin,Antidepressant,Capsule,951 mg,Bayer AG,Pain,Prescription
Acetovir,Antifungal,Capsule,200 mg,Roche Holding AG,Depression,Prescription
Clariprofen,Antibiotic,Tablet,542 mg,Bristol-Myers Squibb Company,Pain,Over-the-Counter
Cefprofen,Antibiotic,Drops,21 mg,Bayer AG,Diabetes,Prescription
Dextrostatin,Antiviral,Inhaler,479 mg,Eli Lilly and Company,Wound,Over-the-Counter
Dextromycin,Antibiotic,Drops,848 mg,"Merck & Co., Inc.",Wound,Over-the-Counter
Cefprofen,Antifungal,Inhaler,990 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Over-the-Counter
Acetoprofen,Antidepressant,Syrup,423 mg,Johnson & Johnson,Depression,Prescription
Ibupromet,Antidiabetic,Syrup,192 mg,Bayer AG,Infection,Over-the-Counter
Dextronazole,Antipyretic,Capsule,805 mg,Novo Nordisk A/S,Virus,Prescription
Metonazole,Antidepressant,Tablet,687 mg,GlaxoSmithKline plc,Diabetes,Prescription
Ibuprostatin,Antipyretic,Drops,62 mg,Johnson & Johnson,Depression,Over-the-Counter
Cefmycin,Antifungal,Syrup,159 mg,Bristol-Myers Squibb Company,Fungus,Over-the-Counter
Ibuprovir,Antifungal,Inhaler,67 mg,Biogen Inc.,Wound,Prescription
Acetomycin,Antidiabetic,Cream,152 mg,Novartis AG,Fungus,Over-the-Counter
Metoprofen,Antibiotic,Injection,915 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter
Clariprofen,Analgesic,Syrup,201 mg,Boehringer Ingelheim GmbH,Virus,Over-the-Counter
Dolonazole,Antiseptic,Ointment,430 mg,Eli Lilly and Company,Wound,Prescription
Dextrostatin,Antiviral,Ointment,176 mg,Bayer AG,Pain,Over-the-Counter
Dextronazole,Antibiotic,Cream,998 mg,Novo Nordisk A/S,Pain,Over-the-Counter
Metostatin,Antipyretic,Tablet,392 mg,AstraZeneca plc,Infection,Over-the-Counter
Clariprofen,Antipyretic,Injection,2 mg,Sanofi S.A.,Diabetes,Prescription
Acetostatin,Antifungal,Cream,153 mg,Johnson & Johnson,Fever,Over-the-Counter
Dextroprofen,Antiviral,Inhaler,673 mg,Amgen Inc.,Fever,Prescription
Dolostatin,Antipyretic,Ointment,376 mg,Biogen Inc.,Fever,Prescription
Dextromycin,Antibiotic,Inhaler,639 mg,Amgen Inc.,Fever,Over-the-Counter
Metostatin,Antidiabetic,Syrup,337 mg,AstraZeneca plc,Pain,Prescription
Metovir,Antidiabetic,Injection,105 mg,Biogen Inc.,Diabetes,Prescription
Clarimet,Antifungal,Ointment,226 mg,Biogen Inc.,Fungus,Prescription
Clarivir,Antibiotic,Ointment,199 mg,Pfizer Inc.,Fungus,Over-the-Counter
Claristatin,Antidepressant,Capsule,651 mg,Sanofi S.A.,Wound,Prescription
Clarimycin,Antidepressant,Capsule,340 mg,CSL Limited,Wound,Over-the-Counter
Acetophen,Antidepressant,Inhaler,59 mg,Teva Pharmaceutical Industries Ltd.,Fever,Prescription
Cefmycin,Antiviral,Syrup,497 mg,Novo Nordisk A/S,Wound,Over-the-Counter
Amoximet,Antibiotic,Tablet,939 mg,"Gilead Sciences, Inc.",Fungus,Prescription
Acetocillin,Antiviral,Inhaler,713 mg,Novartis AG,Depression,Prescription
Dextrostatin,Analgesic,Capsule,662 mg,Biogen Inc.,Diabetes,Over-the-Counter
Cefcillin,Antipyretic,Inhaler,47 mg,Biogen Inc.,Fever,Over-the-Counter
Amoxicillin,Analgesic,Capsule,33 mg,Amgen Inc.,Pain,Over-the-Counter
Cefmet,Antibiotic,Syrup,104 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Over-the-Counter
Acetocillin,Analgesic,Inhaler,330 mg,GlaxoSmithKline plc,Depression,Prescription
Amoxivir,Antiseptic,Tablet,484 mg,Novo Nordisk A/S,Fungus,Over-the-Counter
Acetocillin,Antiseptic,Inhaler,658 mg,Biogen Inc.,Infection,Over-the-Counter
Claricillin,Antifungal,Syrup,144 mg,AbbVie Inc.,Virus,Prescription
Metocillin,Antibiotic,Inhaler,182 mg,Takeda Pharmaceutical Company Limited,Wound,Prescription
Dextrocillin,Antidepressant,Inhaler,248 mg,GlaxoSmithKline plc,Wound,Prescription
Amoxistatin,Antifungal,Injection,691 mg,Bristol-Myers Squibb Company,Infection,Over-the-Counter
Dextrostatin,Antibiotic,Syrup,388 mg,Roche Holding AG,Virus,Over-the-Counter
Amoxicillin,Antiseptic,Tablet,995 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Prescription
Metovir,Antiviral,Cream,409 mg,Novartis AG,Pain,Over-the-Counter
Metomycin,Antidiabetic,Drops,545 mg,Sanofi S.A.,Virus,Prescription
Metovir,Antidepressant,Cream,412 mg,Bayer AG,Fungus,Prescription
Amoxinazole,Antiviral,Capsule,106 mg,Novo Nordisk A/S,Pain,Over-the-Counter
Cefcillin,Antiseptic,Cream,715 mg,Takeda Pharmaceutical Company Limited,Infection,Over-the-Counter
Acetomet,Antidepressant,Tablet,692 mg,Novartis AG,Infection,Over-the-Counter
Ibuprostatin,Antidiabetic,Syrup,874 mg,"Merck & Co., Inc.",Fungus,Prescription
Amoxinazole,Antipyretic,Ointment,793 mg,CSL Limited,Fever,Prescription
Dextronazole,Antibiotic,Syrup,493 mg,Bayer AG,Depression,Prescription
Clarivir,Antipyretic,Tablet,569 mg,Roche Holding AG,Fever,Over-the-Counter
Dolovir,Antiseptic,Tablet,994 mg,AstraZeneca plc,Depression,Prescription
Dolonazole,Antiviral,Drops,350 mg,Amgen Inc.,Wound,Prescription
