Product Name,Actual price,Discount price,Stars,Rating,Reviews,RAM (GB),Storage (GB),Display Size (inch),Camera,Description,Link
"IQOO Z9X (Tornado Green, 128 GB)","₹19,999","₹15,916",4.4,392 Ratings,8 Reviews,8,128,6.72,50MP ,8 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Display50MP 6000 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,https://www.flipkart.com/iqoo-z9x-tornado-green-128-gb/p/itm2a2fa488eca76?pid=MOBHF3W6ZNPHEF8Z&lid=LSTMOBHF3W6ZNPHEF8ZQ9NR1W&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_9_206&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=725dd553-d92b-4657-8633-45a32b561a5d.MOBHF3W6ZNPHEF8Z.SEARCH&ppt=None&ppn=None&ssid=ms6kq9hjlc0000001722740588468&qH=532c28d5412dd75b
"vivo V30 5G (Andaman Blue, 128 GB)","₹38,999","₹31,999",4.5,"5,560 Ratings",489 Reviews,8,128,6.78,50MP + 50MP,8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP | 50MP  5000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/vivo-v30-5g-andaman-blue-128-gb/p/itme3a94b78a025f?pid=MOBGYGCBAHJ9BPJB&lid=LSTMOBGYGCBAHJ9BPJB4KQFFD&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_22_517&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=c48ec8ef-3b50-446c-9c01-9d98cc22aae7.MOBGYGCBAHJ9BPJB.SEARCH&ppt=None&ppn=None&ssid=wpllg0m1e80000001722740819143&qH=532c28d5412dd75b
"vivo V30 5G (Andaman Blue, 256 GB)","₹40,999","₹33,999",4.5,"5,560 Ratings",489 Reviews,8,256,6.78,50MP + 50MP,8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP | 50MP  5000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/vivo-v30-5g-andaman-blue-256-gb/p/itme3a94b78a025f?pid=MOBGYGCBGVSY2N4W&lid=LSTMOBGYGCBGVSY2N4W4HL6XU&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_23_529&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=4fb6cf50-758a-4f55-8b85-3f2ab237e5bd.MOBGYGCBGVSY2N4W.SEARCH&ppt=None&ppn=None&ssid=kkil1pey0g0000001722740828920&qH=532c28d5412dd75b
"vivo V30 5G (Andaman Blue, 256 GB)","₹42,999","₹37,499",4.5,892 Ratings,86 Reviews,12,256,6.78,50MP + 50MP,12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP | 50MP  5000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/vivo-v30-5g-andaman-blue-256-gb/p/itme3a94b78a025f?pid=MOBGYGCB4ZQNFMZF&lid=LSTMOBGYGCB4ZQNFMZFIIW1FN&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_36_851&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=35b544fa-296e-4bde-82ef-42572dc4d1e3.MOBGYGCB4ZQNFMZF.SEARCH&ppt=None&ppn=None&ssid=u3mz625qe80000001722741208071&qH=532c28d5412dd75b
"Motorola g64 5G (Ice Lilac, 128 GB)","₹17,999","₹14,999",4.2,"21,285 Ratings","1,155 Reviews",8,128,6.5,8MP | 16MP  ,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP (OIS) + 8MP | 16MP  6000 mAh BatteryDimensity 7025 Processor1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/motorola-g64-5g-ice-lilac-128-gb/p/itm36e3ccb6c9dee?pid=MOBGY2JUZHAXQ8ZG&lid=LSTMOBGY2JUZHAXQ8ZGKQ5SOK&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_135&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=eb0525fa-2655-4901-ad12-32348516d24e.MOBGY2JUZHAXQ8ZG.SEARCH&ppt=None&ppn=None&ssid=3xx9p6pczk0000001722740624369&qH=532c28d5412dd75b
"OnePlus 10 Pro 5G (Emerald Forest, 128 GB)","₹66,999","₹41,300",4.2,663 Ratings,41 Reviews,8,128,6.7,48MP ,8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display48MP 5000 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,https://www.flipkart.com/oneplus-10-pro-5g-emerald-forest-128-gb/p/itmca601c423f05f?pid=MOBGHBZHP7QQFFE8&lid=LSTMOBGHBZHP7QQFFE8YOT2Z7&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_25_584&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=33a4752a-33a1-4e4e-817c-4653a0d92043.MOBGHBZHP7QQFFE8.SEARCH&ppt=None&ppn=None&ssid=976xzgum740000001722740906974&qH=532c28d5412dd75b
"realme GT 6 (Fluid Silver, 256 GB)","₹43,999","₹40,999",4.5,554 Ratings,59 Reviews,8,256,6.78,50MP + 8MP,8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 8MP + 50MP | 32MP  5500 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/realme-gt-6-fluid-silver-256-gb/p/itm1a28b99c077b5?pid=MOBHFGUHTRX6RD6H&lid=LSTMOBHFGUHTRX6RD6HVQYQKD&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_12_281&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=8de53f2a-77e4-4e78-821f-39058097449e.MOBHFGUHTRX6RD6H.SEARCH&ppt=None&ppn=None&ssid=oem629it400000001722740668575&qH=532c28d5412dd75b
itel SG200 Keypad Phone with 1200mAh Battery 1.3 MP Camera 1.8 inch Display UPI Pay,"₹1,599","₹1,265",4,100 Ratings,4 Reviews,NIL,NIL,2.4,3MP ,4 MB RAM | 4 MB ROM6.1 cm (2.4 inch) Display0.3MP 1200 mAh Battery13 Month Warranty,https://www.flipkart.com/itel-sg200-keypad-phone-1200mah-battery-1-3-mp-camera-1-8-inch-display-upi-pay/p/itm5845beb5f5937?pid=MOBGTGFH9H9KPRTG&lid=LSTMOBGTGFH9H9KPRTG08LQOA&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_33_782&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=c8800bfe-6971-4c20-9381-234e444b105d.MOBGTGFH9H9KPRTG.SEARCH&ppt=None&ppn=None&ssid=e3ihqiluxs0000001722741166713&qH=532c28d5412dd75b
Micromax S213,"₹1,699","₹1,260",3.9,275 Ratings,5 Reviews,NIL,NIL,2.4,08MP ,32 MB RAM | 32 MB ROM6.1 cm (2.4 inch) Display0.08MP 2500 mAh BatteryOne Year Manufacturer Warranty,https://www.flipkart.com/micromax-s213/p/itm7d89ed2262f77?pid=MOBGXC4HGCCY3WK8&lid=LSTMOBGXC4HGCCY3WK8P9TX4K&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_29_695&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=0ea38224-600f-42ab-b0b4-f4b2cd2248e8.MOBGXC4HGCCY3WK8.SEARCH&ppt=None&ppn=None&ssid=p7yng8vnm80000001722740921399&qH=532c28d5412dd75b
"OnePlus Nord CE 3 Lite 5G (Pastel Lime, 128 GB)","₹19,999","₹16,898",4.4,"1,03,027 Ratings","5,483 Reviews",8,128,6.72,108MP ,8 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Display108MP 5000 mAh BatteryDomestic Warranty of 12 months on phone & 6 months on accessories,https://www.flipkart.com/oneplus-nord-ce-3-lite-5g-pastel-lime-128-gb/p/itm2cd5a4e659035?pid=MOBGZJ3WM5SGTGVZ&lid=LSTMOBGZJ3WM5SGTGVZSKDCXZ&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_3_58&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=696975f6-69ed-4d18-aa40-f0b1a0a1a5d7.MOBGZJ3WM5SGTGVZ.SEARCH&ppt=None&ppn=None&ssid=mv899f16ds0000001722740540041&qH=532c28d5412dd75b
MOTOROLA A50V Dual Sim Keypad Phone|1750 mAh Battery|1.8inch Display|Expandable Upto 32GB,"₹1,699","₹1,429",4.2,12 Ratings,0 Reviews,NIL,5,1.8,,4 MB RAM | 0.05 GB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Display1750 mAh Battery2 Years Domestic Replacement Warranty,https://www.flipkart.com/motorola-a50v-dual-sim-keypad-phone-1750-mah-battery-1-8inch-display-expandable-upto-32gb/p/itm76c4710924112?pid=MOBHFZN8ZDGESPVR&lid=LSTMOBHFZN8ZDGESPVRGXLAM6&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_35_835&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=9770f813-48da-4cd7-939f-911b29e051b0.MOBHFZN8ZDGESPVR.SEARCH&ppt=None&ppn=None&ssid=p7kf2ktvow0000001722741186057&qH=532c28d5412dd75b
"Tecno Pova 6 Pro (Comet Green, 256 GB)","₹24,999","₹21,999",4.2,132 Ratings,5 Reviews,12,256,6.78,108MP ,12 GB RAM | 256 GB ROM | Expandable Upto 2 TB17.22 cm (6.78 inch) Full HD Display108MP  | 32MP  6000 mAh BatteryMediatek Dimensity 6080 Processor1,https://www.flipkart.com/tecno-pova-6-pro-comet-green-256-gb/p/itm0c2354f37c524?pid=MOBHYFV7AZZUJJZ8&lid=LSTMOBHYFV7AZZUJJZ8QEWS7M&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_24_576&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=cfcc4669-f86b-463e-8598-71af0b626e3d.MOBHYFV7AZZUJJZ8.SEARCH&ppt=None&ppn=None&ssid=sz01q5ox5s0000001722740838717&qH=532c28d5412dd75b
"Nokia 150 Dual Sim Keypad Phone, , Long Lasting Battery Life and FM Radio","₹3,199","₹2,656",3.7,"1,027 Ratings",69 Reviews,NIL,NIL,2.4,3MP ,4 MB RAM | 4 MB ROM6.1 cm (2.4 inch) Display0.3MP  | 0MP  1450 mAh Battery6261D ProcessorNO WARRANTY,https://www.flipkart.com/nokia-150-dual-sim-keypad-phone-rear-camera-long-lasting-battery-life-fm-radio/p/itmd9ed5b3168799?pid=MOBGSFECGPCGXQW3&lid=LSTMOBGSFECGPCGXQW3MJRJMJ&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_23_547&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=4fb6cf50-758a-4f55-8b85-3f2ab237e5bd.MOBGSFECGPCGXQW3.SEARCH&ppt=None&ppn=None&ssid=kkil1pey0g0000001722740828920&qH=532c28d5412dd75b
"Nokia 150 Dual Sim Keypad Phone, , Long Lasting Battery Life and FM Radio","₹3,199","₹2,999",3.7,"1,036 Ratings",69 Reviews,NIL,NIL,2.4,3MP ,4 MB RAM | 4 MB ROM6.1 cm (2.4 inch) Display0.3MP  | 0MP  1450 mAh Battery6261D ProcessorNO WARRANTY,https://www.flipkart.com/nokia-150-dual-sim-keypad-phone-rear-camera-long-lasting-battery-life-fm-radio/p/itmd9ed5b3168799?pid=MOBGSFECGPCGXQW3&lid=LSTMOBGSFECGPCGXQW3OYYCHM&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_36_860&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=35b544fa-296e-4bde-82ef-42572dc4d1e3.MOBGSFECGPCGXQW3.SEARCH&ppt=None&ppn=None&ssid=u3mz625qe80000001722741208071&qH=532c28d5412dd75b
"vivo T2x 5G (Marine Blue, 128 GB)","₹18,999","₹12,999",4.4,"4,29,459 Ratings","23,258 Reviews",6,128,6.58,50MP + 2MP,6 GB RAM | 128 GB ROM16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP | 8MP  5000 mAh BatteryMediatek Dimensity 6020 Processor1 Year of Device & 6 Months for Inbox Accessories,https://www.flipkart.com/vivo-t2x-5g-marine-blue-128-gb/p/itmcb8f0f6a85d5d?pid=MOBGZBFU4HBKKFSN&lid=LSTMOBGZBFU4HBKKFSNXXMXTS&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_15_348&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=1f0e50e3-ff49-4cc9-b41f-5e042f4b9a6e.MOBGZBFU4HBKKFSN.SEARCH&ppt=None&ppn=None&ssid=g9tyr392gw0000001722740698250&qH=532c28d5412dd75b
"vivo T2x 5G (Marine Blue, 128 GB)","₹20,999","₹14,999",4.3,"73,739 Ratings","4,285 Reviews",8,128,6.58,50MP + 2MP,8 GB RAM | 128 GB ROM16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP | 8MP  5000 mAh BatteryMediatek Dimensity 6020 Processor1 Year of Device & 6 Months for Inbox Accessories,https://www.flipkart.com/vivo-t2x-5g-marine-blue-128-gb/p/itmcb8f0f6a85d5d?pid=MOBGZBFUZHRYUKVR&lid=LSTMOBGZBFUZHRYUKVRNME6VW&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_16_366&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=cb5ae6c7-859c-41b8-9e43-35c7ab7806a4.MOBGZBFUZHRYUKVR.SEARCH&ppt=None&ppn=None&ssid=uevogxe8f40000001722740708138&qH=532c28d5412dd75b
"REDMI 12 (Moonstone Silver, 128 GB)","₹15,999","₹9,999",4.2,"50,004 Ratings","3,325 Reviews",6,128,6.79,50MP + 8MP,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 8MP + 2MP | 8MP  5000 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,https://www.flipkart.com/redmi-12-moonstone-silver-128-gb/p/itm6722b15672602?pid=MOBGRMFK4CSR7GGH&lid=LSTMOBGRMFK4CSR7GGHHKEX2Z&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_25_594&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=33a4752a-33a1-4e4e-817c-4653a0d92043.MOBGRMFK4CSR7GGH.SEARCH&ppt=None&ppn=None&ssid=976xzgum740000001722740906974&qH=532c28d5412dd75b
"REDMI Note 13 5G (Chromatic Purple, 256 GB)","₹22,999","₹18,999",4.1,"5,620 Ratings",322 Reviews,8,256,6.67,108MP + 2MP,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display108MP + 2MP | 16MP  5000 mAh BatteryDimensity 6080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/redmi-note-13-5g-chromatic-purple-256-gb/p/itmf0a3e4e21fcc3?pid=MOBHFM37FTDRENMH&lid=LSTMOBHFM37FTDRENMHIREZAU&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_9_199&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=725dd553-d92b-4657-8633-45a32b561a5d.MOBHFM37FTDRENMH.SEARCH&ppt=None&ppn=None&ssid=ms6kq9hjlc0000001722740588468&qH=532c28d5412dd75b
"REDMI Note 13 5G (Chromatic Purple, 256 GB)","₹24,999","₹20,999",4.1,"2,107 Ratings",130 Reviews,12,256,6.67,108MP + 2MP,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display108MP + 2MP | 16MP  5000 mAh BatteryDimensity 6080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/redmi-note-13-5g-chromatic-purple-256-gb/p/itm2a7a5ccc16b5d?pid=MOBHFM37RURYBYVR&lid=LSTMOBHFM37RURYBYVRXSRV2G&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_16_382&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=cb5ae6c7-859c-41b8-9e43-35c7ab7806a4.MOBHFM37RURYBYVR.SEARCH&ppt=None&ppn=None&ssid=uevogxe8f40000001722740708138&qH=532c28d5412dd75b
"POCO C61 (Mystical Green, 64 GB)","₹8,999","₹6,499",4.2,"13,131 Ratings",408 Reviews,4,64,6.71,8MP ,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP  | 5MP  5000 mAh BatteryHelio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/poco-c61-mystical-green-64-gb/p/itma4390cc3463bb?pid=MOBGYQ6BRR2CNWZB&lid=LSTMOBGYQ6BRR2CNWZBPN1IAB&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_9_202&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=725dd553-d92b-4657-8633-45a32b561a5d.MOBGYQ6BRR2CNWZB.SEARCH&ppt=None&ppn=None&ssid=ms6kq9hjlc0000001722740588468&qH=532c28d5412dd75b
"POCO C61 (Mystical Green, 128 GB)","₹9,999","₹8,499",4.2,"7,937 Ratings",240 Reviews,6,128,6.71,8MP ,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP  | 5MP  5000 mAh BatteryHelio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/poco-c61-mystical-green-128-gb/p/itm9215fba9e0392?pid=MOBGZ8P7PRUZEAG3&lid=LSTMOBGZ8P7PRUZEAG3WVY6JI&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_35_823&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=9770f813-48da-4cd7-939f-911b29e051b0.MOBGZ8P7PRUZEAG3.SEARCH&ppt=None&ppn=None&ssid=p7kf2ktvow0000001722741186057&qH=532c28d5412dd75b
"vivo T3x 5G (Celestial Green, 128 GB)","₹18,999","₹14,999",4.5,"40,532 Ratings","1,276 Reviews",6,128,6.72,50MP + 2MP,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP  6000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/vivo-t3x-5g-celestial-green-128-gb/p/itm263ed44f56cd5?pid=MOBGZRNERKDV5ECF&lid=LSTMOBGZRNERKDV5ECFN7UCZ2&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_1_5&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=be930913-2bf8-4c36-bb60-75333e6bd63f.MOBGZRNERKDV5ECF.SEARCH&ppt=None&ppn=None&ssid=iq7r5uhesg0000001722740520778&qH=532c28d5412dd75b
"vivo T3x 5G (Celestial Green, 128 GB)","₹17,499","₹13,499",4.5,"12,939 Ratings",406 Reviews,4,128,6.72,50MP + 2MP,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP  6000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/vivo-t3x-5g-celestial-green-128-gb/p/itm263ed44f56cd5?pid=MOBGZRNEHZHTGNJ5&lid=LSTMOBGZRNEHZHTGNJ5KIBQXQ&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_1_7&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=be930913-2bf8-4c36-bb60-75333e6bd63f.MOBGZRNEHZHTGNJ5.SEARCH&ppt=None&ppn=None&ssid=iq7r5uhesg0000001722740520778&qH=532c28d5412dd75b
"vivo T3x 5G (Celestial Green, 128 GB)","₹20,499","₹16,499",4.4,"9,075 Ratings",425 Reviews,8,128,6.72,50MP + 2MP,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP  6000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/vivo-t3x-5g-celestial-green-128-gb/p/itm263ed44f56cd5?pid=MOBGZZCDPBFWUMWG&lid=LSTMOBGZZCDPBFWUMWGUSZ5RR&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_1_10&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=be930913-2bf8-4c36-bb60-75333e6bd63f.MOBGZZCDPBFWUMWG.SEARCH&ppt=None&ppn=None&ssid=iq7r5uhesg0000001722740520778&qH=532c28d5412dd75b
Motorola a10,"₹1,630","₹1,399",4.2,"8,171 Ratings",833 Reviews,NIL,NIL,1.8,,0 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Quarter QVGA Display1750 mAh BatteryNo Warranty,https://www.flipkart.com/motorola-a10/p/itm9b5cd668de133?pid=MOBG7ZG9MZZN4EZE&lid=LSTMOBG7ZG9MZZN4EZEIAEZ3D&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_28_656&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=a1594a5d-c633-47d0-9807-41e59b640745.MOBG7ZG9MZZN4EZE.SEARCH&ppt=None&ppn=None&ssid=dts53wzleo0000001722740870574&qH=532c28d5412dd75b
"SAMSUNG Galaxy A15 5G (Blue Black, 128 GB)","₹21,499","₹19,185",4.2,"1,341 Ratings",90 Reviews,8,128,6.5,50MP + 5MP,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP  5000 mAh BatteryDimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-a15-5g-blue-black-128-gb/p/itmef383f04d3bf0?pid=MOBGWD85ZUA8BMDZ&lid=LSTMOBGWD85ZUA8BMDZQCZ5H2&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_19_455&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=90e8fc8d-099d-4d12-a0f7-628cd75f4d8a.MOBGWD85ZUA8BMDZ.SEARCH&ppt=None&ppn=None&ssid=qcgf5w9p280000001722740737366&qH=532c28d5412dd75b
"SAMSUNG Galaxy A15 5G (Blue Black, 128 GB)","₹21,499","₹18,699",4.2,"1,341 Ratings",90 Reviews,8,128,6.5,50MP + 5MP,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP  5000 mAh BatteryDimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-a15-5g-blue-black-128-gb/p/itmef383f04d3bf0?pid=MOBGWD85ZUA8BMDZ&lid=LSTMOBGWD85ZUA8BMDZC5ZIRA&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_20_461&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=558a2300-bac0-4cea-abc7-1ddd2671d6eb.MOBGWD85ZUA8BMDZ.SEARCH&ppt=None&ppn=None&ssid=s5zkw3cwog0000001722740747103&qH=532c28d5412dd75b
"IQOO Z7 Pro 5G (Graphite Matte, 256 GB)","₹27,999","₹23,999",4.4,"5,576 Ratings",342 Reviews,8,256,6.78,64MP + 2MP,8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display64MP + 2MP | 16MP  4600 mAh BatteryDimensity 7200 5G Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/iqoo-z7-pro-5g-graphite-matte-256-gb/p/itm5f318d2e3e6d3?pid=MOBHFTYM5FMDHS6U&lid=LSTMOBHFTYM5FMDHS6UPHIUP5&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_32_746&otracker=AS_Query_OrganicAutoSuggest_4_2_na_na_na&otracker1=AS_Query_OrganicAutoSuggest_4_2_na_na_na&fm=organic&iid=8b844bbe-895c-40b4-a9da-03f9782fec4c.MOBHFTYM5FMDHS6U.SEARCH&ppt=None&ppn=None&ssid=giaxcuuibk0000001722741146977&qH=532c28d5412dd75b
