"Position","Job Title","Company Name","Location","Salary","Date","Logo","Job Link","Company Rating"
390,"Director, Business Data Science & Analytics","AppFolio
3.8","San Diego, CA","$194K - $260K (Employer est.)","2d","https://media.glassdoor.com/sql/225531/appfolio-squareLogo-1708530065353.png","https://www.glassdoor.com/partner/jobListing.htm?pos=1330&ao=1136043&s=58&guid=00000190257d67c8bc2029bc7dc51e0b&src=GD_JOB_AD&t=SR&vt=w&cs=1_86ac15ce&cb=1718615894419&jobListingId=1009324402547&jrtk=5-yul1-0-1i0inqpvqir2s801-7a20e503050ab535",3.8
391,"Field Data Collector (PPC)","Mathematica Policy Research
3.9","Selma, AL","$20.00 Per Hour (Employer est.)","30d+","https://media.glassdoor.com/sql/241439/mathematica-policy-research-squarelogo-1556801621692.png","https://www.glassdoor.com/partner/jobListing.htm?pos=1401&ao=1110586&s=58&guid=00000190257d7bef945a4c0064f2590a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e50ed0c9&cb=1718615899619&jobListingId=1009251375440&cpc=C4A69CCDBB3B9599&jrtk=5-yul1-0-1i0inqv1kki9s800-c5b7666bb36c3d5b---6NYlbfkN0AnoXQXttKXfKBW8rjgB1uZoV47Lh8J50K77TWgvimx-1HTO2BpfcMwGe-gCCJxCtRdHl6IiFMn7EHRxKtCX8JZYwd9lk4-PeZ7e-XqLYHEWe6RRB5LMFxZkaouEHnPRRGiUQbWrH5bUO8_UetqQSlMuKG55FHYn3APkQM2Zk6_PXDEY0w2xd7Y2zBZ8wU0AGqTMf1JW2kqoM9Nn-U1OWSRIDf7SwShKScs5_jK4uoF-5RX9yre99_QVlSuJDap7G62ZWsMchl-HDkK0-IfMC0gj3RkN6wlb8P9r12faraTllYFjK4FJNl9crVe6Vs1oxLww47IkTow9HR9EKK0ti7K20xhhpXUKaLgGhsMTMsJgaJUhttMgeTSaVD_PV7lI8_L6MoNOwDLPV8WSPQE5laCJmDCx1NUMshUHUbjbr5mzoXN3mn3qOI28wMZpOg2CrnOhymFnUjuBIn4JHPrcwM_L_K04DbKK4fPREH7soFZXMHLxk2wYfZyE3YDL36zadRlGbFCxrd23H1wZ_FrAmnBaLKCtoVhSlM0l-Vco3ss5RJqCqMvsS--Ew70ok0CDHjhkr1j-QncebX8vm1pYodHNzG0acGPV7WdyqvQt0sbC1sHLIob9A7-QvbYYbi_njE%3D",3.9
392,"Manufacturing Data Analyst","ICM Controls
3.5","Syracuse, NY","$55K - $65K (Employer est.)","30d+","https://media.glassdoor.com/sql/118361/icm-controls-squarelogo.png","https://www.glassdoor.com/partner/jobListing.htm?pos=1402&ao=1110586&s=58&guid=00000190257d7bef945a4c0064f2590a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_99af1bfe&cb=1718615899619&jobListingId=1009251326295&cpc=6FC5BA77C9A4CD78&jrtk=5-yul1-0-1i0inqv1kki9s800-34a5a0e6006d3caf---6NYlbfkN0BJmzW2P7iJevhtEyT9iP5rrV4yDI6fuwFYeWwXToPanPU2Bvde97wZy-DrOLyxXZVgXKK7xLSEq2dTGij-hFaThOZ27Fduim08O4PDktWbEzb-5QcTpQIHkk7LOK0MhhSG2zhTcz5fYingwJy2FLg8lO3frZR1d2Aj5TH1h-_RhwJDbq9XIxwYuzez8WWfiSdyi8Vp3DydH_YxeCjA182XHQg8qBJCdTkKwNOPQlg1X39a2zxnmnFVuf3j8bqmox-RVlGA99LKW1GQdiYj7UeFahtl9YZaVn2vYmz1D_9ATcBx4VVssEnTqWOC7aVc5_-xDjpOScZWqtwg8Qjorwa3da7fUCu4CK12AZtmN1M6eaLZMqIXgDhDrqGC4kf2TSqIpeMGJuC5BeJuB4o5Ohew9euTxPfeEHb3NJ4qUuIwFBTYdYLuyJOxSoOBDzsLoASJu0keypZTfAYLwU0BdXEVjjZAAXouU0oWbChvKrvNqNUnrJexXuN755bjAhSVsdYxDqmfma5r-kBr7RJhzB2YY0FnuFvgD0njwbQmT_Vvf-DRL33CVpQWuN6RpgFosBBs-c9VJ2hB-M46KnHIZa2KBMSiU36pksosO_PWUNGKFP195hbFs167eh9BLMiQStZf4vK8NwTZSg%3D%3D",3.5
393,"Data Scientist - Secureworks - Atlanta, GA or Remote, US","Dell
4.0","Atlanta, GA","$88K - $149K (Glassdoor est.)","21d","https://media.glassdoor.com/sql/1327/dell-technologies-squarelogo-1702514279238.png","https://www.glassdoor.com/partner/jobListing.htm?pos=1403&ao=1110586&s=58&guid=00000190257d7bef945a4c0064f2590a&src=GD_JOB_AD&t=SR&vt=w&cs=1_7eb4b3ee&cb=1718615899619&jobListingId=1009295389612&cpc=F41FEAB56D215062&jrtk=5-yul1-0-1i0inqv1kki9s800-9bd085878b0c83b4---6NYlbfkN0AgWdHB-1Gn00exb8huEpxfx2g-_385e5PlrYs2PG9d-6EGCfQzQUreWJ8To-ohGXMF47En7AjpP7_3k8b-WuV0mXW3QjZ-zDxON2MQC8610mVNOCbX0Nu9bjCHaANk3_msZAwVgNdb1Sd1MZG_Fgb9A4fg8AxZ8liwi4yTRvMb65frHflEgNwRCGLS9UdvgRoCjXduYgmRJBWoWq2Ojhh2pyi9gdmdrNqCmV-mD43Uhf3jX-kt6pHg-5l-mAYYtWn3IuFKfQahxDt-CN-SDcAFCViG9Cr4qJCi8hNeR4PAEYY9GkDpTZY4GtOBt9n07qgaLjFrfmL22VSLiv0au1-PJtr1UkipwV3vsI24tlUwtlaRQ3pqNLlcRoOQi0XqCt9PIMEsZ-9U3wHiCYWk3HDNWqcji9H-YTnmGWbnJTMnTWruzOV3ZQwfmW1p0TUcZwd2-Kpjf6SEHtmBhqOGDyhI9m7zQGlL5QjYnV2BGFnHVOtoNjtBJ1LMnboDj6SWmJ9GmZz7ZmD6iq6Goumx8-PGfX2xAfjTFlOMUdcr-kx7-Wiz9ls69FrB8S9ByBec9fHCRNeKB6ej2Ob0qGN_D_dIKrHaj5bs58IQKnzx000owL0u7xXV6mnQ4UyenL44cBNpoX2m4E5utMGGDyDH87gC7F0YYZPRCQch-cAyVanzmZLpzaQka9nt5Fas7lvPiU3ASEgJXJ5lfpYbvVsfYtYGmyt1EaZONLL01-sfVt6fb1mnhFM5QQ3XMwb6s_sNXkHXEzBJoeAJyqXgJTXVZWC2qrXe_eeExgc%3D",4
394,"Data Engineer (PO)","DCI Solutions
3.6","Washington, DC","$150K - $190K (Employer est.)","2d","https://media.glassdoor.com/sql/2016040/dci-solutions-squarelogo-1535626536894.png","https://www.glassdoor.com/partner/jobListing.htm?pos=1404&ao=1110586&s=58&guid=00000190257d7bef945a4c0064f2590a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a0aa7319&cb=1718615899620&jobListingId=1009323487157&cpc=654405A9B1E0A9F5&jrtk=5-yul1-0-1i0inqv1kki9s800-4ed1def9695537ba---6NYlbfkN0AT3av5_RQjo6mG1Ya7TZfZ6XSK9fb5zJoLKCbAm2YwhNlxXgFDtnYmiY8AwUKSRximoyFeNy52DG2EPkkwkwxwGTVowQazLyHcNMjmv767-Q1pUeKtgQmFRU96bnEC7AHpSSxjWSy3we3Ps7A35hz5q5O_YkFwEvWmb9paQ10VUlnzom3rNa5NLPHJ3_lRsnObvbbUNuptryKNMTb8WUHwC507bwRB0rNnj44ue0VEyZR79OQpsyxBimRgv0O1KD3N1XrM5q9x3BYyjyqcYX0xKel4o8NGIJXJvvyaDEQsm_Fq71uPYvqIILYFtozBxMbc2FI3gbwFDPRvZvxtWrojIFO1nfZ4hWSkoDN1eTMj-ij89WQufM6SNWlrw97_1FWRw0wOr7UZSCG2fVWqYCS3Xhj-e-la3eiHy4nuQPiObuDCSTqplBuMZCWUbFpb-pVHvO5997KvdEAz5mnnahpHK6NrH4VfVguZ5sj9Xd6P5NXWnzV8dGBFZz90m0nVDYSD4TYqdLsPnX7JiOgUMw8TbWVfZ0Qi3om24ozumEQPTPx41A-YZKuf-7qBtITFSvU09NTFCdCJXonpotiEDa4UvxBhEK3jddi12y7ZVzvAoqRdbTheQCkHhop9CMODZJ4%3D",3.6
395,"Senior Manager Data Science","Discover Financial Services
3.9","Riverwoods, IL","$150K - $210K (Employer est.)","19d","https://media.glassdoor.com/sql/13990/discover-squarelogo.png","https://www.glassdoor.com/partner/jobListing.htm?pos=1405&ao=1110586&s=58&guid=00000190257d7bef945a4c0064f2590a&src=GD_JOB_AD&t=SR&vt=w&cs=1_a2383264&cb=1718615899619&jobListingId=1009298164273&cpc=6FC5BA77C9A4CD78&jrtk=5-yul1-0-1i0inqv1kki9s800-a7f6226b6540b485---6NYlbfkN0D1-PRMn-5_GyGHMaSnYrWWU6esYt57cMor9hOdsTJc2eiz3jhIP5F6oEh7zn1FBCW5IqutUdNyMF34w9uMK9K_ujJX6dx3m4I_1pGWOBRRB0Kqd_Sh70CULUfOCUOfzmgc15lmPApIYAeuUio8VIAjYHQoy4Bq196iI8yktxbY9V3aEGxGNRsSfi92J7p2Ubx64ghiXEdlduj8TTDrFiV8PBliw9S7fZ_mgxbG3_BLYsDS508yjrO65sS9sl5MLAINlPg3RB8H1jxdvpu88Bdhp89S8D2gLMZpCyzabh-o97v5yPBzd-74QZ_WtOIJfyd0CYeV8-Z_QF8y_MXnX-G4qzmlzHNFLlxwIap1rz78iwrfEpo-szKTyQJ36zoYBAxfdwjEG2KGnD3cth14GjWrvn1DgIWgzMs2VhVHW4KCwC15eanfmJ67bumdyCyFPjUYCntL5RZXBtpLOrndQJvoo9BneOVikM9yn6F3lbviRfEWsnwcy328tLXjy5Apu5giWlZqNg9-SYdK82mbsb2HTMnSp4AXVb6FA4Vdnn89UFhYCkKtMrJ9-wQrvO-_unb6X5wapCfQvuEf6qR5oAHR4sLRAx6igckcVP4d-lM0ymt4b1X77tCzkAbfRAZ29zQ60eRyFDBOlIWTNHa_2KBEfiv3aONBYRHsSSMA1fhlqKQOVx6pr_a7AexSnUkO6GEBsmn3eFGHw25b9gSZPhauXOQYDOx8kND2rr1lv7qoKjWABZaZM1XcUvV1QWxxNExagC4msDMIVHCL9sxPyRDY-GL_d3RvxdkLU34Qm_N-xjLPddxG5yd-0_wActyXWoq6PzSlvj1qX7uSpXTNwl1j65Rm3jvsaaKz5OWCty2wxXSUMCcciQ1kvXiQkl10TMheLCQ3GORI25wcDJhxxV5dAqC4qVsn6ECC6NwowQzDX1sI5BvpR8dRDyFGeFv56q5WKW4VtkGhYz__sO5-9RBCbvrGaHhvXIiz_yi6enkEY4I9dOkM-BmNAxiP2aleyQ9bxpRWrGlNgEUjk6VO6Z3X45R51n--hpVXzN3-TM7LnQOBV6JfiJZPRjf7jTk2jGeUzOl0YDfwSCAUNijcI33cp5k8K7Qk4C3puZReXHnm45iWTUMCeevEhaM411utTUq8sQEVu6tLKEPWY9EBPBCCQSQsU0qavwY%3D",3.9
396,"Manager, Data Science (Remote)","WALGREENS
3.1","Deerfield, IL","$72K - $132K (Glassdoor est.)","30d+","https://media.glassdoor.com/sql/716/walgreens-squareLogo-1612380522527.png","https://www.glassdoor.com/partner/jobListing.htm?pos=1406&ao=1110586&s=58&guid=00000190257d7bef945a4c0064f2590a&src=GD_JOB_AD&t=SR&vt=w&cs=1_126620d5&cb=1718615899620&jobListingId=1009253632372&cpc=F41FEAB56D215062&jrtk=5-yul1-0-1i0inqv1kki9s800-ef1f16dd559be292---6NYlbfkN0AkkitoYsT710tvHNh-j77zAVLD25tV7Cs0YozZUvlkdEUQJljV4yh6BdkAGsfgRzQL9NzdRHw2h67scB48orc4MPbsxJanDH2No2nXMd9Ymvv9IbyPUuYW3pKWKR42weiQ1i3Q8e1vxUfJr7wLhcgf1IujqlMgxsAVYL95RDk9AJi2WNQAzauszT08mIGxejxmxiYPtFugaymieMLvEbYi0n5NQQkszN12CPhB4p5cJTyap7PZb_9logp_Wsm8tbWl5iPmnyGNKOR5-lCRAP6vl3500ga-BwzUcr-K5VgqETG4PCuHvh4Gqch8EKUv_xYfiyDXmy8J-lYa5Xf4VLrPXcphr8r84e09RSBkhfmZPGlKM8G8VLFfVSIfAzaxN13Mphd6WvFdXHkgbKHlTS4aQbiMakUwc5_0wWqBQLmq1a73wJEqaP71GjuxoEH-FEvHLg5QBcNu3ypUMjV8xAjooPXQZVhjc7Ieo8YkwzbdgfeZl4ouI8JWEXDcov98HscMZfzssDFipNQ764JeN06MM4PcSRw0B_COxs4A893AbPDEkLP_smgQpnfCBl_a2dAAbm6n1ij-uG4khMoZ-MrXSfgIE1nlrRB1N2nZhfHpOnbnw2j-vC7IPpkVyDEqFNSDglMWdYPIy375dr44kYfrZotFkdsA4JbOgFylWJzQQTDaYRa4EElm7keiv_w9BiuFW9wBnTBbY2cjnurFFDG7k68bzbzbTMFnRXwOxcvUf0Bf0iILC4PIyAo3WWTrbTIKFnjsvuTjzdqEI5p189J8",3.1
397,"Principal Data Analyst","Citizens
3.6","Irving, TX","$110K - $160K (Employer est.)","24h","https://media.glassdoor.com/sql/13640/citizens-squareLogo-1691416410259.png","https://www.glassdoor.com/partner/jobListing.htm?pos=1407&ao=1110586&s=58&guid=00000190257d7bef945a4c0064f2590a&src=GD_JOB_AD&t=SR&vt=w&cs=1_4699475a&cb=1718615899620&jobListingId=1009325736724&cpc=8795CF9063CD573D&jrtk=5-yul1-0-1i0inqv1kki9s800-3facc2a2494a93f9---6NYlbfkN0DbY87xTe1ZMhhjQ9k8R965brWLRw8vo5R_taDvbDEPJneDMGAgXVmb9I_qojFW15oTFj6TCNrFWsImjKwKoU2r3Mevh-tulDVzcKlmtxbLGfBkPLp8mkma2-isVabyB76W1beFnT2eXFJbvfVxF2bbTrh1rpOz3m0oUlWmsAd5ZouW3y2wczuNFApLEF5M-Gp0ODVcJVGm4Wpwx0_JQ1Q3oSnGTO5fNmRHtT0JZqkLKfo3DvoujfUNDSkc3eeDAndqyiD2a8M_zjwGmLKMmvl9c28KuxI6UeGO2a8SPW6keFaspOTFswedQ6Ujkpe5SiTY-w73flJd7MPitdSz6u742zd3vQBxODgrILK2lxIw3t8Uc2UKRquVs5ydbVlzk_M9lKqSjAwQlNHOHJlrd458PtJYRlxrcYW5P19yqtuY7-Hf8ueauS2FyoSFn5o1Yc2oRYznGYhHf_lVDeJus8_siE9ffXxnw6W9NkKtXbVFfEqO-vaKRUzFGIvaO9cKxpxf4ViVQdT1GR4sMdubFL7LYspSa0G-BLYYREb5quC7WhHaOKgwLwqfdU20-ZfMPQhv_Dk-GkUPJX4o5SA64VNFcHeliCddaA9bbgLG_st4JO89JyFb8uXjsvGMtqjh1dRIeHqybWYytipdnfewWaPQofjClF4ZPV9VuRuuQp2qjU4OI9LCPyByagKdbRfDTRoBOTSoJX5ZeI0zY6hO_8gRWRVj1phxTZbZKSbdR8WhWnOM4ExsmyKf8k6-Y4CjeOhUVkojJPkyqGQo5t19SVwhmaqh_apbAM4%3D",3.6
398,"Data Visualization Analyst","EMI Advisors LLC","Bethesda, MD","$61K - $125K (Employer est.)","3d",,"https://www.glassdoor.com/partner/jobListing.htm?pos=1408&ao=1110586&s=58&guid=00000190257d7bef945a4c0064f2590a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8fd63175&cb=1718615899622&jobListingId=1009321928853&cpc=F41FEAB56D215062&jrtk=5-yul1-0-1i0inqv1kki9s800-de2d2d30914159ae---6NYlbfkN0Dtj1cNOliXMxiNeZOfjnyMOxYM0bdL6HKdUY1TQK4VE_40R8R3vbB6Q-r65afrtIhna3ykd0rQfZNToFuSazgIOBmT6d0QkwMPVkgAPzrUNF8g9Ug0VRkw2PMS01X-AJyy4NtxpdQ0UJA6VsKeh2-3YwXs55qGaaGcpNX9TCKPwJLOuaDflY3T5izyb2pvg88ELquhPjLy0ZQ5DM_ft1zsOng2wp1gWDq1RiKgpfQjQlCUiOLtQg9XjCPigv8QpXO7yu_GVMP8e2rnPvxNF4z917tDTR-jL-5i5rPRI8XQXdMjZ4-XPeXc12fXOPmIOMGmLW3Vdoog6uNzhq2kZZxuGKF1sl3ZZQ3dLt3bJvW-dVJKNngIxqC2XrL27zTC0xqTCQsS24Cwj_KDtoV4fPHSDMgGyKWqYgn7nWyRk_S8FGdD8RljXraRYrh6QgzeJ60aV6HmqtuK6pyL10T5ZMDXLLU5EP5OSTtnh_YzcH7k84-J0mqHn6CZm0qSCvZ_x-FnTFOmR7kkkEV9uqmvgcLYiQ83wKI8Jv2S1PKhIoXBEesiNnMNdICfvHo9lle7xmMqskFW3n69lbnUva41_jAmazAkNr3yLOJPbDxkULtyuH4buVqqFuiVJD0kuMsgh2tGpkLe0lkF-Q%3D%3D",
399,"AI/ML Engineer","BELVA","Bellevue, WA",,"30d+",,"https://www.glassdoor.com/partner/jobListing.htm?pos=1409&ao=1110586&s=58&guid=00000190257d7bef945a4c0064f2590a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ca10e427&cb=1718615899622&jobListingId=1009215653179&cpc=C4A69CCDBB3B9599&jrtk=5-yul1-0-1i0inqv1kki9s800-d4e9c4b0dcd78dc8---6NYlbfkN0A38gDkPL7HpseX76rin75MyRWAg71HtPyiHs576R1bkn4lBNArpQLndGjXAMP1sTLpQclTLtejhJv6wKrFkFdDzFYyEzcVJbiJLaEiUlHDxp3I0dymJO23SUc00oD4_OSW3d_h5znG55E3vrThqiNNq5BkZX9ocoeDl2S9jtIUfyn26o1RJhebeqiwEWF5KRp0H56KAkLHM94qG9aBmLCzxoLVrhUqk9_1Gl_Ca6jBMWLjtBy_SbV8Pve2W-N1ThdETegN5942v69EwSlno7BrfHJuQawqzqGMVeCwdN9_7jawrgY9Rs_d7tiuLBLhnDF-zr_wEjQpjX5betVn7P9a5hizwAvHWXr0QNu4sx5TsvIyCKO0aWg_Gn5vwpn0QALHRLAwqzYB5VPpeSH5rWXonLwK8Sw3gG_5ZrxgZ4mUOmCb3tvt_gmE9YW4RDU8optRlAEzvgpch9_14xKgqedt4j3bcT9Gx0YGoBGuPUiAndrdziYT0k61KiqW3ng28CzIBFx9MBHvA6KwcA5y5h1s0XxT_0dPJLNXQle15goS0bBveKImFA1ZzPN0tg8jXGR8dkdLfyIiAD9_Q4uVUZ8iqErBxYJuDN6znun9y689dkTsy23MfrOe",
400,"AI/ML Senior System Engineer","NextGen Federal Systems","United States","$160K - $180K (Employer est.)","30d+",,"https://www.glassdoor.com/partner/jobListing.htm?pos=1410&ao=1110586&s=58&guid=00000190257d7bef945a4c0064f2590a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0c4102f4&cb=1718615899622&jobListingId=1009234131522&cpc=32EE424DE2B657EB&jrtk=5-yul1-0-1i0inqv1kki9s800-ab334263a8c469e9---6NYlbfkN0Be5YFHBb_jBPbIGWK56WpQiar1r62ACvvI591vfOIo2Z5VtDYsRvGtBapmRyI74hh9lbkG-TavJQftEi0NxCgYCP0ClKeKSZhqF3aR4owg5YpXnqdYtOmxwtyaCXswgUaYEWg0zziGq_YiueqrKMXmNgr84asvwllSI5TlB-_0FVdltXqWZHGcHYIn6rbjirH7JyS3zHsHL97zq_42lqIr6PJUP1s7XJulBHOmRCmQbCiHsHm2AvDioiC2JdrNDwx2g_8WhBFsdRIKVutdAx424hKV4kyN1gMpn5BN4jwQrxH_zRP3W63LtylCl7ZNcmerv0zTTUkFMHLeWDp-D_10UfVVJM9hkSKcx9aDZe9DMOIrmHCvtQYjjC8vHITokjR6sA6cVL0YyFqElNGdzYoSxAAJOxGK3AdZK6z6txhQ0SWVpCKd0UOGXSH9Ww9qfC5laDz8-Vr2Wv6JNpaeeR1eR1ZipRjzG8FQ1zaVeHiH-RRoCz5_Al6V2azOnzRay3o3NqmVlAE0oLwYEiHe82w8O66KLyiaWQjwt0WjFcGrxoOZnGQ6idFW-k1kzf3sVOmFVAqegb9XipONnkudHvjPR9I-DVLWtPdmNX8qpOLakqoRM8oCzQcaHY8OHgEOolycH8Zn8fiCPw%3D%3D",
401,"Quantitative Analytics Manager - Data Modeling (Hybrid - 3 Days in Office - VA)","Freddie Mac
3.6","McLean, VA","$140K - $210K (Employer est.)","5d","https://media.glassdoor.com/sql/1585/freddie-mac-squarelogo-1444918189861.png","https://www.glassdoor.com/partner/jobListing.htm?pos=1411&ao=1110586&s=58&guid=00000190257d7bef945a4c0064f2590a&src=GD_JOB_AD&t=SR&vt=w&cs=1_7fff21f1&cb=1718615899621&jobListingId=1009319185057&cpc=F41FEAB56D215062&jrtk=5-yul1-0-1i0inqv1kki9s800-72c9c011972ed14c---6NYlbfkN0BRbY23MpHuD_kgIf5jf2sHAXgp_p55tjlayGMIQ0Pgo7hjlYQRkN3r63Ykkx-ySW82z_EVLi_vofwc2LBJJUtexcFluVR6py8PnuflP1XNXarIZeSAVNxCNXdBq66JvaePWTpZnlqPFC70Thd5no6L-7AKUp3N_KF3MzCvHQQbRzvWWunEawc6v14XARWbV0xvC_OoMge6srKnT6E2oFbR9uaDtRF_d9vVvgC9QjTUey6wFlgnXGWq4tgyV4WXNUDopQzwfYYaEiHMTZ3riPavimxhwQa4ecpeoGGcIz0t9S5ZQrldL9cq_KdSPecwh0ZPQjqBc8OXXIZQlL1cvXRM9kxCp8gyd_NsgAssxUWuR_W7ZJymcslD_a0aLDMOq83t8GAPjy1-7q2A5Jj9nzaBfeIVF5GWeetF5VAr6vvuf_8tUW0jeKA5k8Yw4PXwuqhE_4Qc4hk4sn76oklk_boib6szwRfXgyioSb1WYNqA2YSK7EG56P7yQg51KPv8SW9Ym6X_Z5T-uYSyOdCp0AuNcwvONjAg_WB5xTEvM6n5zUicXu3_KiiWIflfKreIIsTtzsqYA14laWdDcH6cc5LrselLlD74ZAHfRt5JBAczCaa8737XHySaVn5IR2wI4avN8_KZmD4-kzQhZHAY9V9fJ4bPBol3Ei7lRNzEg6al1S5uiiyvAw6pZBiI01aD97_9cXwKgiMHZw5wfdtpdp-bv483v9T8hG5qe4Qxu-LXUEQs_NAUCctYFSMdVezBfeZu4ADCynQMVwiHiiPasQR9Axk7ANtRflU4mcmPbTCT7w%3D%3D",3.6
402,"Tchr of Mathematics - Newark School of Data Science and Information Technology 24-25 (NBOE)","Newark Board of Education
3.3","Newark, NJ","$107K (Employer est.)","30d+","https://media.glassdoor.com/sql/137673/newark-public-schools-squarelogo-1409783449076.png","https://www.glassdoor.com/partner/jobListing.htm?pos=1412&ao=1110586&s=58&guid=00000190257d7bef945a4c0064f2590a&src=GD_JOB_AD&t=SR&vt=w&cs=1_39617f60&cb=1718615899621&jobListingId=1009040639814&cpc=654405A9B1E0A9F5&jrtk=5-yul1-0-1i0inqv1kki9s800-f3dbbd2b371d7511---6NYlbfkN0BoVjT1zLxrK6ZrECvHv-c8vDH1Kl6s-uF0LhxcLoJowq5AqtEIF3f0YEFss1uHflvAk3XPJQn34p5F1trkmoNz_s-nOYkAojRvrGIisqcyGyUygKtfTINl8TcO_mkgwsJ1wOxX6NPDgXqdrwPn3c92IrU-VjJxcHCI8YlN4JVVrWAP8uyYlvbnMeUNy9RAlmTUnVEoEGV5KukFccswSeekyNUKkt2wTPqV9rSN8V4ru5pIx_cPUFiOEvd8WiebiVB1i_S0s5kV9aakJ1YrKA_Nyy_W4kWc-tf--n16KgRISRWg9nx2B4HDmTPX1ZPTLk8DsWb64fEoP1sxHd-oiHiaz7ZriHKQZrbp2lb7lOoSwjkC8X_maufrlOBlS0w-Lj4Q7_ztJR7hEb8uwJVaou2ogo7wNlmeH_uinbCLnHsJLa4dcOVliVf5ZkOBHeKjrUEK_tX7nppSsUh7dcWVRk5caC80ZNjU6Qo-3_uHd45SaswiIF774krQBOFhfT-dKYOP-2jjfDTrXKZNo5Q2I2hpcjxTyyPPTiPUJMQ7iFp0lFfn87_DARu9lFUZ44zvV-bmtk5hXw6-c_f--AsuDxjstLIJRhwybql5KKOcBR3mt9o2GclpZtK4sxtoJeWGzJerXEljPE_30lkb3UUng-1_3BmJmHpEh_49Q8-zxMqd-MhT3HmB_SOTZjguPNFDzI-XeaD7avy95v82bWJICBDWHa7N24bB8ydO729aq5JoUf4YV6TIq7RB",3.3
403,"Machine Analyst - Service Center","TRUMPF
3.8","Farmington, CT","$57K - $80K (Glassdoor est.)","30d+","https://media.glassdoor.com/sql/949945/trumpf-werkzeugmaschinen-squarelogo-1426745634692.png","https://www.glassdoor.com/partner/jobListing.htm?pos=1413&ao=1110586&s=58&guid=00000190257d7bef945a4c0064f2590a&src=GD_JOB_AD&t=SR&vt=w&cs=1_0b9f0fdf&cb=1718615899621&jobListingId=1009248612446&cpc=47CFDC01B3F81FAC&jrtk=5-yul1-0-1i0inqv1kki9s800-505259878fa2c704---6NYlbfkN0ChkShdzMbiiDM8lAJz4G0dTpbn7Ve8pCtFmCpI-f4yepzTpya_cnZ2X4vqrfD_-vsYpu1iofRxhjz1ZvNc0ueHc6s8tcfx6TyaFSuGK_nHJlLhRw2HPemPsTNeuestAYhWM0g8etiiWxs7A_0aA7PiQsUGHlKKAQuzgVSdDFIU1gBo8RWGzBZjldiCXNwDr6IQv0iNgKEMovC-9JFV6JTIamhkSDZ5HWYWyUw3OqdN5LC_dInaeSxVHpbBoJmvcp0TJ2vksXvDb6sSl0bJXS5EUkGGeuuq9weoKztxdUFFO7fw7xu31N-3cRRFx9V81D9siOlqM-ixO-jwT0HRScEGuI2yxfXkx7iOVLiryFWi7RZtEplObdyv6n-3ZqBBw4g0h_LjDbAEHg50qVGBcZpiWcEPAVvuLFJa-cZxkodc_TmOK2aHNog7n_xj6cPDvJGjOYVUOtnOU6EZ5uVqJAcfa4019Vn32kHObQ0WjHjqfGT7GbPp91enzfd-tVbav0dEt2xFUUCoz7dU-LAGqAfS9CUhDs9ZmahJiWXqItG_0i2XbAZ3o8e6lGye1pzKYw52SxJtySB2UKVA_9dDgyZLg4kkb4j-GjU3wmFydaulN7_Mb7Z6fr7x1FXa2I6ZSbPD8dvI4tguR11pyD5ZPnHErjmRfbEMGrVIrAwEPkWnSJu-StNthGck_6bp51GtyfYH9WH6tRGe-LLRwsd4gQojF4AijRIJw7KpWMLB_JRjC2-F4XGLxUneeidqwjmOOCrl-KujGnADr4xAee7c0c4cv_Pi-QlhWSIfdrYuwXYW9MWv6QdiO0HkUSa0IwSbZg6Untd6Rw1F1VcclGzB4XNy8e15y7kX2i3NoP-PWx8stRFQ9E6Q6maN-BDjwHEE8v_oB2X4W49wWwEwKyCcnsfYXwvdpgwbwNrAY3Hk1U7VePOmHok32KJcpiWyNxU08P3sPuW5ZhveHUwPEw1u7tYupqu5gilO9ebEsOwvytTvpvPgfOE0rmoh8-_YTC43xp8P9xM5JdyEmy3Lx9HGgiowY5a8xprreCg6iqpcqxo2g4ZX4izx57O4sF6pRs4kA0nlSY9Guqcl0pTKH0Cp4-FkBRxuSjBZbJzblfmSfqFQAo3uWxOsULT1s3FfD7Znq_qpj9xGZfWhgA%3D%3D",3.8
