Track,Artist,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Year
I Miss You,Aaron Hall,2:47,5,0.445,0.455,7,-6.405,1,0.0575,0.731,0.00000147,0.124,0.151,109.885,81,1994
What Is Love,Haddaway,4:30,4,0.683,0.772,7,-7.907,0,0.031,0.0222,0.0156,0.203,0.738,123.869,80,1994
Always,Bon Jovi,3:43,4,0.174,0.742,8,-5.93,1,0.0485,0.00181,0.281,0.198,0.36,163.378,78,1994
Always,Erasure,3:43,4,0.174,0.742,8,-5.93,1,0.0485,0.00181,0.281,0.198,0.36,163.378,78,1994
Crazy,Aerosmith,3:56,4,0.646,0.77,2,-6.596,0,0.226,0.00249,0,0.0715,0.681,99.165,78,1994
Again,Janet Jackson,3:13,4,0.664,0.738,9,-4.095,0,0.0338,0.188,0.0000575,0.135,0.203,119.973,76,1994
All That She Wants,Ace of Base,3:31,4,0.798,0.625,11,-9.689,1,0.0548,0.00547,0.0000798,0.103,0.858,93.764,76,1994
Anything,SWV,3:22,4,0.388,0.291,3,-12.952,1,0.0421,0.774,0.0000193,0.0874,0.51,83.943,76,1994
Streets Of Philadelphia,Bruce Springsteen,3:15,4,0.741,0.29,5,-13.251,1,0.0302,0.294,0.118,0.0924,0.443,93.699,76,1994
The Power Of Love,Céline Dion,3:54,4,0.768,0.828,5,-5.109,1,0.0313,0.0964,0.0000285,0.097,0.961,118.777,75,1994
I Can See Clearly Now,Jimmy Cliff,2:44,4,0.681,0.373,2,-13.2,1,0.0568,0.633,0.00113,0.0751,0.623,123.423,74,1994
Gin And Juice,Snoop Doggy Dogg,3:31,4,0.603,0.762,4,-7.744,0,0.285,0.0953,0.0000153,0.478,0.379,94.726,73,1994
Regulate,Warren G featuring Nate Dogg,4:08,4,0.849,0.521,11,-12.999,0,0.216,0.304,0.00000165,0.115,0.763,95.265,73,1994
Hero,Mariah Carey,3:06,4,0.533,0.967,1,-2.543,1,0.0995,0.00791,0,0.336,0.782,142.018,72,1994
Mr. Vain,Culture Beat,4:17,4,0.703,0.997,9,-7.666,0,0.0399,0.0726,0.0235,0.123,0.391,132.872,71,1994
Loser,Beck,3:55,4,0.654,0.611,2,-10.45,1,0.119,0.0337,0.000178,0.405,0.786,85.387,70,1994
Shoop,Salt-n-Pepa,4:08,4,0.939,0.674,0,-7.232,1,0.212,0.091,0,0.0565,0.792,96.918,70,1994
"Baby, I Love Your Way",Big Mountain,4:09,4,0.651,0.747,1,-7.269,0,0.0699,0.0528,0,0.207,0.776,147.518,69,1994
Shine,Collective Soul,5:06,4,0.543,0.423,6,-8.797,1,0.0282,0.295,0.0862,0.152,0.355,150.132,69,1994
So Much In Love,All-4-One,2:58,4,0.522,0.953,2,-4.347,1,0.0833,0.0722,0.000633,0.211,0.0396,131.937,69,1994
Keep Ya Head Up,2Pac,4:22,4,0.598,0.732,4,-7.013,1,0.425,0.144,0,0.508,0.595,172.329,68,1994
Now And Forever,Richard Marx,3:34,1,0.441,0.258,7,-11.227,1,0.0276,0.661,0,0.106,0.172,77.988,68,1994
Far Behind,Candlebox,4:59,4,0.552,0.645,7,-6.595,1,0.0268,0.00187,0.00000138,0.0424,0.588,89.518,67,1994
Never Lie,Immature,3:44,4,0.782,0.641,3,-6.431,1,0.0275,0.332,0.00923,0.108,0.522,107.997,67,1994
Return To Innocence,Enigma,4:15,4,0.476,0.584,10,-12.357,1,0.038,0.119,0,0.274,0.417,88.026,67,1994
Because The Night,"10,000 Maniacs",3:24,4,0.466,0.763,11,-7.748,0,0.0391,0.0542,0,0.119,0.473,123.539,66,1994
This D.J.,Warren G,3:58,4,0.799,0.623,0,-9.374,1,0.0812,0.0141,0,0.43,0.773,103.642,66,1994
When Can I See You,Babyface,3:38,4,0.638,0.831,11,-6.812,0,0.081,0.0263,0,0.0491,0.388,127.975,65,1994
Can We Talk,Tevin Campbell,4:44,4,0.66,0.646,2,-9.111,0,0.0426,0.0312,0.00000506,0.033,0.621,172.376,64,1994
Indian Outlaw,Tim McGraw,3:02,4,0.664,0.739,9,-7.229,1,0.0415,0.0364,0.0000499,0.282,0.759,110.101,64,1994
Mmm Mmm Mmm Mmm,Crash Test Dummies,3:55,4,0.58,0.575,3,-7.72,1,0.0231,0.25,0.0000183,0.0813,0.37,92.934,64,1994
Said I Loved You…But I Lied,Michael Bolton,5:04,4,0.547,0.569,10,-8.644,1,0.0271,0.189,0.00000705,0.156,0.432,159.713,64,1994
Whatta Man,Salt-n-Pepa and En Vogue,5:08,4,0.756,0.544,5,-10.721,1,0.219,0.154,0.0000621,0.225,0.921,173.2,64,1994
Circle Of Life,Elton John,3:59,4,0.402,0.391,10,-16.112,1,0.0405,0.0634,0,0.296,0.566,83.788,63,1994
Lucky One,Amy Grant,4:00,4,0.686,0.571,4,-7.138,1,0.05,0.066,0,0.0608,0.538,117.889,63,1994
(AT Your Best) You Are Love,Aaliyah,4:51,4,0.626,0.441,9,-10.637,0,0.0308,0.761,0.0138,0.0685,0.563,78.094,62,1994
Amazing,Aerosmith,3:58,4,0.588,0.554,8,-8.406,1,0.0545,0.216,0.118,0.0619,0.496,146.133,62,1994
Secret,Madonna,2:32,4,0.729,0.74,4,-7.524,0,0.0439,0.159,0.0000765,0.288,0.416,124.069,62,1994
Wild Night,John Mellencamp featuring Me’shell Ndegeocello,3:33,4,0.568,0.714,7,-7.139,1,0.0445,0.174,0,0.0429,0.955,146.338,62,1994
Don’t Take The Girl,Tim McGraw,4:09,4,0.439,0.454,0,-8.669,1,0.0308,0.279,0,0.123,0.354,204.263,61,1994
Stay (I Missed You),Lisa Loeb and Nine Stories,3:04,4,0.612,0.591,1,-7.02,1,0.051,0.462,0,0.111,0.349,160.659,61,1994
Breathe Again,Toni Braxton,4:29,4,0.689,0.677,0,-6.36,1,0.0326,0.0697,0,0.0877,0.259,153.922,60,1994
Fantastic Voyage,Coolio,5:34,4,0.888,0.584,7,-13.308,1,0.112,0.0385,0.00000319,0.0625,0.762,104.705,60,1994
I Swear,All-4-One,3:20,4,0.59,0.572,4,-4.684,1,0.0266,0.843,0.229,0.33,0.924,89.721,60,1994
All For Love,"Bryan Adams, Rod Stewart and Sting",4:11,4,0.666,0.665,2,-7.181,1,0.0534,0.309,0,0.0961,0.474,116.002,59,1994
"Any Time, Any Place",Janet Jackson,7:08,4,0.571,0.232,10,-11.309,1,0.0699,0.604,0.000246,0.119,0.207,128.785,59,1994
Back & Forth,Aaliyah,3:51,4,0.706,0.727,5,-8.06,1,0.0317,0.0698,0.00000531,0.115,0.903,92.938,59,1994
Can You Feel The Love Tonight,Elton John,2:57,4,0.316,0.132,5,-19.31,1,0.0542,0.792,0,0.57,0.463,78.933,59,1994
I’d Do Anything For Love (BUT I Wont Do That),Meat Loaf,5:16,4,0.419,0.672,2,-6.353,1,0.092,0.623,0,0.412,0.304,105.212,59,1994
Don’t Turn Around,Ace of Base,3:50,4,0.745,0.771,4,-8.231,0,0.0755,0.00104,0.387,0.0574,0.752,95.623,58,1994
I’m Ready,Tevin Campbell,3:12,4,0.717,0.882,8,-3.621,1,0.163,0.0272,0,0.0892,0.511,125.07,58,1994
Beautiful In My Eyes,Joshua Kadison,4:09,4,0.582,0.381,3,-10.045,1,0.0256,0.595,0.000011,0.132,0.283,141.947,57,1994
Cry For You,Jodeci,5:00,4,0.65,0.496,5,-12.349,0,0.0331,0.305,0,0.33,0.576,115.775,57,1994
The Most Beautiful Girl In The World,Prince,4:25,4,0.489,0.693,6,-4.952,1,0.0427,0.0182,0.00000563,0.304,0.453,185.758,57,1994
"What’s The Frequency, Kenneth?",R.E.M.,4:00,4,0.369,0.948,2,-3.923,1,0.0376,0.141,0.253,0.169,0.696,94.459,57,1994
Bump N’ Grind,R. Kelly,4:16,4,0.621,0.481,11,-8.016,1,0.0371,0.0984,0,0.241,0.679,65.004,56,1994
Endless Love,Luther Vandross and Mariah Carey,4:28,4,0.461,0.275,10,-12.331,1,0.0259,0.745,0.000219,0.126,0.124,93.063,55,1994
Flava In Ya Ear,Craig Mack,5:02,4,0.52,0.847,9,-5.3,1,0.427,0.272,0,0.325,0.799,177.371,55,1994
Just Kickin’ It,Xscape,3:24,4,0.692,0.353,1,-12.872,0,0.0613,0.0571,0.0000226,0.579,0.73,80.902,54,1994
Please Forgive Me,Bryan Adams,5:55,4,0.588,0.456,9,-7.011,1,0.0262,0.516,0,0.104,0.144,134.069,53,1994
What’s My Name?,Snoop Doggy Dogg,3:21,4,0.776,0.58,1,-7.26,0,0.13,0.0228,0,0.162,0.409,143.032,53,1994
Come To My Window,Melissa Etheridge,3:56,4,0.512,0.636,7,-9.602,1,0.0262,0.08,0.000106,0.088,0.499,97.257,52,1994
Tootsee Roll,69 Boyz,4:21,4,0.869,0.725,9,-12.507,0,0.256,0.0453,0,0.203,0.699,132.989,52,1994
Always In My Heart,Tevin Campbell,1:06,3,0.661,0.47,10,-9.335,1,0.0579,0.434,0,0.106,0.233,159.905,51,1994
Funkdafied,Da Brat,3:05,4,0.802,0.461,11,-12.367,0,0.302,0.0757,0,0.109,0.74,90.995,51,1994
Groove Thang,Zhané,3:55,4,0.911,0.49,9,-7.208,0,0.0394,0.029,0.00105,0.0751,0.842,102.046,51,1994
The Way She Loves Me,Richard Marx,3:28,4,0.466,0.372,4,-6.564,1,0.0271,0.88,0,0.107,0.279,141.898,51,1994
Anytime You Need A Friend,Mariah Carey,4:25,4,0.585,0.419,9,-11.754,0,0.0311,0.552,0.00000341,0.061,0.291,135.958,50,1994
You Mean The World To Me,Toni Braxton,4:56,4,0.595,0.735,11,-6.648,1,0.047,0.1,0.00000962,0.104,0.521,167.662,50,1994
Cantaloop (FLIP Fantasia),Us3,4:39,4,0.852,0.655,5,-11.498,0,0.0645,0.107,0.0000207,0.137,0.952,115.962,49,1994
Understanding,Xscape,4:24,4,0.401,0.907,5,-4.956,1,0.102,0.000041,0.000468,0.151,0.415,162.542,49,1994
I’m The Only One,Melissa Etheridge,3:43,4,0.715,0.518,5,-7.108,1,0.0459,0.528,0,0.0732,0.556,82.076,48,1994
Stroke You Up,Changing Faces,3:36,4,0.73,0.731,3,-3.438,0,0.0279,0.278,0,0.258,0.649,131.396,48,1994
Mary Jane’s Last Dance,Tom Petty and the Heartbreakers,4:31,4,0.427,0.698,2,-7.15,1,0.0539,0.0486,0,0.109,0.62,168.717,46,1994
Getto Jam,Domino,4:19,4,0.802,0.547,9,-12.085,1,0.131,0.0312,0.00000134,0.326,0.492,86.576,45,1994
Never Keeping Secrets,Babyface,4:53,4,0.693,0.648,11,-6.411,0,0.0248,0.0949,0,0.14,0.319,113.117,44,1994
Got Me Waiting,Heavy D & the Boyz,3:50,4,0.879,0.396,1,-9.925,1,0.189,0.265,0,0.198,0.604,119.947,43,1994
Turn The Beat Around,Gloria Estefan,3:53,4,0.735,0.804,6,-6.476,0,0.0347,0.0145,0,0.0716,0.539,130.018,42,1994
Gangsta Lean,DRS,2:09,4,0.792,0.618,1,-6.737,1,0.0531,0.143,0,0.111,0.15,132.031,41,1994
I’ll Stand By You,Pretenders,3:02,4,0.522,0.189,0,-11.182,1,0.0537,0.973,0,0.121,0.599,132.949,41,1994
Prayer For The Dying,Seal,5:30,4,0.306,0.763,5,-7.518,1,0.051,0.335,0.00593,0.0835,0.147,99.904,41,1994
Because Of Love,Janet Jackson,4:20,4,0.764,0.878,5,-5.647,0,0.0523,0.287,0.00356,0.18,0.825,112.37,40,1994
Rock And Roll Dreams Come Through,Meat Loaf,5:50,4,0.564,0.888,0,-3.389,1,0.0329,0.169,0.000101,0.182,0.461,112.234,37,1994
Your Body’s Callin’,R. Kelly,4:27,4,0.584,0.349,5,-11.008,1,0.027,0.214,0,0.224,0.127,108.067,30,1994
Without You / Never Forget You,Mariah Carey,2:29,4,0.65,0.283,9,-9.659,1,0.0332,0.848,0.912,0.195,0.275,77.028,29,1994
I’ll Remember,Madonna,3:48,3,0.547,0.335,0,-5.551,1,0.0277,0.132,0,0.155,0.372,96.605,21,1994
I’ll Take You There,General Public,3:47,4,0.775,0.587,11,-12.71,1,0.0397,0.053,0.0102,0.0879,0.888,101.555,17,1994
Someone To Love,Jon B. featuring Babyface,3:02,4,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,87,1995
Believe,Elton John,3:24,4,0.776,0.78,10,-4.374,0,0.128,0.0622,0,0.081,0.666,124.949,86,1995
Creep,TLC,3:58,4,0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,86,1995
Baby,Brandy,1:37,4,0.762,0.604,7,-5.296,0,0.11,0.114,0,0.0271,0.847,168.007,85,1995
I Know,Dionne Farris,3:31,4,0.927,0.619,5,-4.441,0,0.0539,0.0186,0,0.104,0.817,117.995,85,1995
Come And Get Your Love,Real McCoy,3:25,4,0.731,0.804,11,-7.621,0,0.0473,0.172,0.00028,0.0685,0.957,107.383,82,1995
Runaway,Janet Jackson,9:07,4,0.374,0.568,1,-3.825,0,0.109,0.219,0.00219,0.513,0.111,84.733,80,1995
Total Eclipse Of The Heart,Nicki French,4:27,4,0.431,0.723,8,-5.887,1,0.0568,0.145,0,0.374,0.19,130.141,79,1995
Scream,Michael Jackson and Janet Jackson,4:43,4,0.772,0.685,5,-6.849,1,0.0696,0.019,0.0000896,0.131,0.501,130.039,77,1995
Carnival,Natalie Merchant,4:24,4,0.594,0.811,1,-5.746,1,0.159,0.189,0,0.339,0.311,148.144,76,1995
Thank You,Boyz II Men,4:23,4,0.609,0.541,7,-8.013,1,0.0346,0.609,0,0.122,0.252,95.997,76,1995
Fantasy,Mariah Carey,4:03,4,0.669,0.727,7,-7.588,1,0.0353,0.139,0,0.123,0.807,102.322,75,1995
December,Collective Soul,3:17,4,0.737,0.495,1,-13.489,1,0.027,0.0588,0.00000912,0.0542,0.967,104.409,74,1995
"December, 1963 (OH, What A Night)",The Four Seasons,3:17,4,0.737,0.495,1,-13.489,1,0.027,0.0588,0.00000912,0.0542,0.967,104.409,74,1995
Every Little Thing I Do,Soul for Real,4:20,4,0.558,0.768,2,-9.997,1,0.0343,0.121,0.0626,0.124,0.429,81.909,74,1995
I Believe,Blessid Union of Souls,2:47,4,0.526,0.775,0,-6.05,1,0.0352,0.707,0.0000205,0.217,0.962,80.106,74,1995
I Got 5 On It,Luniz,4:13,4,0.584,0.706,10,-7.899,0,0.366,0.209,0,0.125,0.579,174.039,74,1995
If You Love Me,Brownstone,2:26,4,0.595,0.776,11,-5.772,0,0.0386,0.129,0.000602,0.246,0.933,92.881,74,1995
Misery,Soul Asylum,3:31,4,0.517,0.906,1,-3.677,1,0.0735,0.00272,0.00000926,0.113,0.731,172.977,74,1995
Take A Bow,Madonna,3:49,4,0.518,0.467,9,-7.536,1,0.162,0.248,0,0.0941,0.559,79.965,74,1995
Waterfalls,TLC,4:39,4,0.769,0.505,1,-7.345,1,0.0829,0.311,0.0000749,0.0777,0.757,171.804,73,1995
All I Wanna Do,Sheryl Crow,4:32,4,0.82,0.528,9,-11.18,1,0.032,0.107,0.0188,0.257,0.926,120.089,71,1995
Boombastic,Shaggy,4:09,4,0.867,0.538,2,-16.183,1,0.361,0.242,0.0000175,0.316,0.781,158.328,71,1995
Hold On,Jamie Walters,3:47,4,0.777,0.414,6,-7.44,0,0.0946,0.00421,0.0000273,0.0724,0.287,100.002,71,1995
Back For Good,Take That,4:02,4,0.601,0.504,5,-9.761,1,0.0284,0.31,0,0.137,0.564,78.986,70,1995
Dear Mama,2Pac,4:40,4,0.773,0.54,6,-7.123,1,0.103,0.371,0,0.131,0.322,84.115,69,1995
You Gotta Be,Des’ree,3:40,4,0.558,0.66,7,-6.223,1,0.0273,0.416,0,0.139,0.388,75.009,69,1995
Have You Ever Really Loved A Woman?,Bryan Adams,4:51,3,0.57,0.478,7,-10.185,1,0.0322,0.536,0.0000133,0.0931,0.358,145.517,68,1995
Here Comes The Hotstepper,Ini Kamoze,4:10,4,0.889,0.453,4,-8.598,0,0.221,0.0141,0.000205,0.202,0.437,100.358,68,1995
I Wish,Skee-Lo,4:10,4,0.445,0.492,6,-5.717,1,0.0294,0.036,0,0.122,0.24,148.013,68,1995
Candy Rain,Soul for Real,4:36,4,0.589,0.699,11,-7.529,0,0.0788,0.00389,0.0000476,0.0577,0.63,188.253,67,1995
Do You Sleep?,Lisa Loeb & Nine Stories,3:22,4,0.561,0.682,1,-4.931,0,0.0856,0.153,0,0.0763,0.359,165.944,67,1995
You Are Not Alone,Michael Jackson,5:45,4,0.651,0.402,11,-9.303,1,0.028,0.639,0.0000773,0.0765,0.258,119.873,67,1995
Feel Me Flow,Naughty by Nature,3:32,4,0.817,0.817,8,-4.911,0,0.135,0.098,0.00000161,0.0798,0.854,90.194,66,1995
Name,Goo Goo Dolls,4:30,4,0.464,0.701,9,-5.943,1,0.0341,0.0691,0.00182,0.0766,0.407,73.97,66,1995
This Is How We Do It,Montell Jordan,3:58,4,0.799,0.623,0,-9.374,1,0.0812,0.0141,0,0.43,0.773,103.642,66,1995
1st Of Tha Month,Bone Thugs-n-Harmony,5:14,4,0.729,0.581,5,-8.235,0,0.18,0.0777,0.00000381,0.696,0.508,74.038,65,1995
Let Her Cry,Hootie & the Blowfish,5:18,4,0.352,0.698,7,-6.278,1,0.0303,0.0353,0,0.113,0.256,142.57,65,1995
Run-Around,Blues Traveler,4:39,4,0.628,0.867,7,-7.307,1,0.0604,0.0865,0,0.126,0.877,151.695,65,1995
Another Night,Real McCoy,2:50,4,0.702,0.71,5,-5.003,0,0.0459,0.0144,0,0.144,0.282,158.129,64,1995
I Wanna Be Down,Brandy,4:51,4,0.703,0.469,11,-6.515,0,0.0415,0.177,0,0.726,0.661,86.038,64,1995
Run Away,Real McCoy,3:21,4,0.542,0.218,4,-7.817,1,0.0328,0.848,0,0.0983,0.175,127.569,64,1995
Keep Their Heads Ringin’,Dr. Dre,5:05,4,0.672,0.777,9,-4.238,0,0.0956,0.0379,0.00141,0.159,0.238,90.575,63,1995
Roll To Me,Del Amitri,2:14,3,0.427,0.813,0,-9.02,1,0.0737,0.0713,0.109,0.873,0.344,106.859,63,1995
You Don’t Know How It Feels,Tom Petty,4:49,4,0.765,0.502,9,-7.393,1,0.0321,0.119,0.0011,0.171,0.836,144.204,63,1995
Colors Of The Wind,Vanessa Williams,3:34,3,0.307,0.164,1,-17.04,1,0.0457,0.929,0.00111,0.109,0.229,79.101,62,1995
Hold My Hand,Hootie & the Blowfish,4:18,4,0.22,0.769,11,-5.125,1,0.054,0.208,0,0.0985,0.495,170.773,62,1995
Strong Enough,Sheryl Crow,2:29,4,0.765,0.814,3,-5.145,1,0.0626,0.191,0,0.0485,0.557,126.068,62,1995
One More Chance,The Notorious B.I.G.,3:11,4,0.525,0.878,2,-8.677,1,0.0404,0.411,0,0.291,0.963,176.249,61,1995
Cotton Eye Joe,Rednex,3:13,4,0.738,0.937,9,-7.788,0,0.0668,0.0124,0.00206,0.0338,0.614,131.994,60,1995
This Ain’t A Love Song,Bon Jovi,5:06,3,0.348,0.635,4,-6.836,1,0.0386,0.0932,0,0.126,0.144,87.974,60,1995
Brokenhearted,Brandy featuring Wanya Morris,3:47,4,0.765,0.765,1,-2.732,0,0.0585,0.00765,0.00000382,0.0527,0.886,120.001,59,1995
Shy Guy,Diana King,4:18,4,0.714,0.825,11,-5.447,0,0.0751,0.0128,0.000569,0.049,0.751,94.074,59,1995
Freak Like Me,Adina Howard,4:13,4,0.655,0.837,11,-6.04,0,0.0723,0.0262,0.00000585,0.0454,0.66,91.014,58,1995
The Rhythm Of The Night,Corona,4:24,4,0.688,0.782,5,-12.291,0,0.034,0.000235,0.666,0.0955,0.77,127.822,57,1995
Before I Let You Go,Blackstreet,4:59,4,0.67,0.468,1,-6.725,0,0.0328,0.324,0,0.0516,0.488,140.069,56,1995
I Can Love You Like That,All-4-One,3:55,4,0.655,0.336,11,-11.049,1,0.0264,0.302,0,0.343,0.203,88.554,56,1995
Who Can I Run To,Xscape,3:36,4,0.71,0.545,4,-9.599,1,0.0588,0.483,0,0.0644,0.632,140.233,56,1995
100% Pure Love,Crystal Waters,4:40,4,0.811,0.697,8,-8.019,1,0.0502,0.0923,0.0144,0.0784,0.712,120.242,55,1995
Don’t Take It Personal (JUST One Of Dem Days),Monica,4:18,4,0.731,0.355,8,-12.741,1,0.0603,0.00864,0.0000514,0.0579,0.529,175.72,55,1995
On Bended Knee,Boyz II Men,5:29,4,0.631,0.516,8,-8.225,1,0.0353,0.413,0,0.115,0.18,116.655,55,1995
Red Light Special,TLC,5:03,3,0.52,0.449,5,-8.957,0,0.0331,0.205,0.000687,0.191,0.364,189.243,55,1995
As I Lay Me Down,Sophie B. Hawkins,4:08,4,0.519,0.737,10,-8.7,1,0.0437,0.645,0.00000177,0.271,0.668,82.999,54,1995
How High,Redman/Method Man,2:09,4,0.759,0.731,6,-7.029,1,0.188,0.285,0,0.104,0.406,96.64,54,1995
I’ll Make Love To You,Boyz II Men,3:44,4,0.48,0.506,11,-5.554,1,0.385,0.553,0,0.0916,0.708,177.44,53,1995
Ask Of You,Raphael Saadiq,4:54,3,0.194,0.119,1,-20.926,1,0.0398,0.854,0.000737,0.109,0.14,85.698,52,1995
"Hold Me, Thrill Me, Kiss Me, Kill Me",U2,4:44,4,0.368,0.852,10,-6.978,0,0.0433,0.0000747,0.258,0.218,0.347,171.692,51,1995
Water Runs Dry,Boyz II Men,3:21,4,0.589,0.368,0,-12.979,1,0.0271,0.475,0,0.108,0.509,89.63,51,1995
He’s Mine,Mokenstef,3:46,4,0.689,0.622,9,-13.685,1,0.029,0.256,0.00000854,0.186,0.849,126.259,49,1995
I’m The Only One,Melissa Etheridge,3:43,4,0.715,0.518,5,-7.108,1,0.0459,0.528,0,0.0732,0.556,82.076,48,1995
Short Dick Man,20 Fingers featuring Gillette,3:21,4,0.91,0.818,4,-7.438,0,0.0638,0.00439,0.0292,0.0378,0.809,127.051,47,1995
Bang And Blame,R.E.M.,5:27,4,0.663,0.612,7,-8.339,1,0.0321,0.131,0.576,0.116,0.722,120.971,46,1995
Practice (WHAT You Preach),Barry White,3:59,3,0.841,0.412,7,-10.336,1,0.0446,0.0934,0,0.0908,0.659,93.65,46,1995
Sugar Hill,AZ,4:09,4,0.682,0.647,8,-7.332,1,0.189,0.000693,0.00000597,0.0693,0.529,181.86,45,1995
The Sweetest Days,Vanessa Williams,3:31,4,0.482,0.301,10,-10.341,1,0.0273,0.722,0.0012,0.166,0.0692,139.853,43,1995
Sukiyaki,4 P.M.,3:09,4,0.415,0.359,7,-11.094,1,0.0334,0.707,0.0000653,0.319,0.404,146.029,42,1995
Can’t You See,Total featuring The Notorious B.I.G.,3:34,3,0.441,0.471,8,-5.446,0,0.0491,0.335,0.0000182,0.107,0.378,101.921,41,1995
Constantly,Immature,4:17,4,0.747,0.667,9,-6.75,1,0.0304,0.274,0.0000503,0.109,0.405,122.597,41,1995
No More I Love You’s,Annie Lennox,3:07,4,0.364,0.0292,3,-21.088,1,0.0594,0.991,0.963,0.0912,0.146,166.335,40,1995
This Lil’ Game We Play,Subway featuring 702,3:18,4,0.858,0.903,3,-3.24,0,0.061,0.0519,0,0.0415,0.931,129.004,40,1995
Every Day Of The Week,Jade,3:11,4,0.686,0.908,7,-3.673,1,0.0296,0.0135,0.00000677,0.349,0.946,115.958,33,1995
In The House Of Stone And Light,Martin Page,5:00,4,0.623,0.797,11,-10.826,1,0.0509,0.296,0.0000834,0.613,0.802,89.274,33,1995
Player’s Anthem,Junior M.A.F.I.A. featuring The Notorious B.I.G.,5:31,4,0.837,0.669,1,-5.605,1,0.304,0.101,0,0.13,0.818,127.411,18,1995
Freek’n You,Jodeci,4:22,4,0.679,0.838,6,-7.682,1,0.0471,0.0000618,0.0000241,0.156,0.733,150.004,16,1995
I’d Lie For You (AND That’s The Truth),Meat Loaf,4:26,4,0.483,0.544,2,-10.597,1,0.0343,0.61,0.709,0.101,0.298,171.923,0,1995
I’ll Be There For You/You’re All I Need To Get,by Method Man featuring Mary J. Blige,1:40,4,0.629,0.646,2,-7.775,0,0.112,0.0000881,0.88,0.099,0.17,219.973,0,1995
Nobody,Keith Sweat featuring Athena Cage,3:00,3,0.358,0.284,7,-8.285,1,0.0285,0.805,0,0.183,0.276,99.796,86,1996
Time,Hootie & the Blowfish,3:49,4,0.721,0.802,1,-5.797,1,0.0583,0.0921,0,0.694,0.724,124.022,84,1996
Hay,Crucial Conflict,1:45,4,0.845,0.583,0,-3.455,1,0.287,0.00204,0.000459,0.11,0.903,145.078,83,1996
Jealousy,Natalie Merchant,2:53,4,0.695,0.575,10,-6.334,0,0.116,0.198,0,0.0614,0.699,163.929,82,1996
Be My Lover,La Bouche,2:49,4,0.589,0.973,8,-5.317,1,0.0426,0.0347,0.000945,0.45,0.115,126.003,80,1996
Wonder,Natalie Merchant,3:52,3,0.524,0.209,4,-12.437,1,0.0405,0.85,0,0.173,0.347,148.59,80,1996
1979,The Smashing Pumpkins,4:26,4,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879,77,1996
No Diggity,Blackstreet featuring Dr. Dre,5:04,4,0.867,0.646,1,-4.674,0,0.288,0.303,0,0.279,0.67,88.634,77,1996
Sweet Dreams,La Bouche,2:53,4,0.71,0.57,2,-4.99,0,0.0295,0.251,0.000306,0.117,0.486,75.036,77,1996
Wonderwall,Oasis,4:18,4,0.375,0.893,2,-4.097,1,0.0406,0.000509,0,0.187,0.434,174.323,77,1996
Anything,3T,3:22,4,0.388,0.291,3,-12.952,1,0.0421,0.774,0.0000193,0.0874,0.51,83.943,76,1996
Because You Loved Me,Celine Dion,4:33,4,0.615,0.467,1,-9.883,1,0.0327,0.314,0,0.099,0.177,119.919,76,1996
Ironic,Alanis Morissette,3:50,5,0.408,0.582,11,-8.305,1,0.0508,0.218,0,0.159,0.365,114.926,75,1996
Lady,D’Angelo,3:03,4,0.539,0.16,3,-13.285,1,0.0329,0.881,0.000268,0.105,0.322,81.446,75,1996
Give Me One Reason,Tracy Chapman,4:28,4,0.608,0.419,11,-10.016,1,0.0331,0.602,0.00000758,0.108,0.602,100.22,74,1996
Count On Me,Whitney Houston featuring CeCe Winans,3:17,4,0.589,0.389,0,-5.972,1,0.028,0.851,0,0.0772,0.501,89.1,73,1996
Hey Lover,LL Cool J,2:24,4,0.48,0.482,7,-11.451,0,0.0364,0.257,0.000239,0.345,0.685,128.152,73,1996
Always Be My Baby,Mariah Carey,4:18,4,0.65,0.531,4,-8.335,1,0.0364,0.457,0,0.249,0.487,78.946,72,1996
Kiss From A Rose,Seal,4:48,3,0.584,0.533,10,-7.11,0,0.0305,0.684,0,0.306,0.224,131.745,72,1996
Nobody Knows,The Tony Rich Project,3:15,4,0.655,0.646,7,-4.322,1,0.116,0.278,0,0.156,0.927,90.055,71,1996
You’ll See,Madonna,3:16,4,0.748,0.827,4,-5.242,1,0.0512,0.146,0,0.265,0.645,121.031,71,1996
Breakfast At Tiffany’s,Deep Blue Something,4:17,4,0.622,0.829,2,-5.548,1,0.029,0.11,0,0.0954,0.539,110.367,69,1996
Only Wanna Be With You,Hootie & the Blowfish,3:49,4,0.49,0.873,6,-5.861,1,0.0355,0.107,0.00000519,0.118,0.513,103.272,69,1996
Only You,112 featuring The Notorious B.I.G. and Mase,3:49,4,0.49,0.873,6,-5.861,1,0.0355,0.107,0.00000519,0.118,0.513,103.272,69,1996
Twisted,Keith Sweat,3:08,4,0.581,0.983,5,-3.291,0,0.0636,0.00043,0.00654,0.0806,0.417,110.038,69,1996
Hook,Blues Traveler,2:52,4,0.547,0.82,8,-6.728,1,0.0805,0.261,0,0.3,0.933,118.208,68,1996
