match_id,rival,rival_confederation,peru_score,rival_score,peru_awarded_score,rival_awarded_score,result,shootout_result,awarded_result,tournament_name,tournament_type,official,stadium,city,country,elevation,peru_condition,coach,coach_nationality,date
M0294,Chile,CONMEBOL,2,4,2,4,L,,L,FIFA World Cup Qualifiers 1986,FIFA World Cup Qualifiers,True,Estadio Nacional de Chile,Santiago,Chile,520,away,Roberto Chale,Peru,1985-10-27
M0295,Chile,CONMEBOL,0,1,0,1,L,,L,FIFA World Cup Qualifiers 1986,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Roberto Chale,Peru,1985-11-03
M0296,China,AFC,1,3,1,3,L,,L,Nehru Cup 1986,Nehru Cup,False,Greenfield International Stadium,Thiruvananthapuram,India,10,neutral,Manuel Mayorga,Peru,1986-01-28
M0297,India,AFC,1,0,1,0,W,,W,Nehru Cup 1986,Nehru Cup,False,Greenfield International Stadium,Thiruvananthapuram,India,10,away,Manuel Mayorga,Peru,1986-01-30
M0298,Brazil,CONMEBOL,0,4,0,4,L,,L,,,False,Estádio Governador João Castelo,Sao Luis,Brazil,24,away,Manuel Mayorga,Peru,1986-04-01
M0299,Chile,CONMEBOL,1,3,1,3,L,,L,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Fernando Cuéllar,Peru,1987-06-19
M0300,Chile,CONMEBOL,2,0,2,0,W,,W,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Fernando Cuéllar,Peru,1987-06-21
M0301,Chile,CONMEBOL,0,1,0,1,L,,L,,,False,Estadio Nacional de Chile,Santiago,Chile,520,away,Fernando Cuéllar,Peru,1987-06-24
M0302,Argentina,CONMEBOL,1,1,1,1,D,,D,Copa América 1987,Copa América/Sudamericano,True,Estadio Monumental Antonio Vespucio Liberti,Buenos Aires,Argentina,25,away,Fernando Cuéllar,Peru,1987-06-27
M0303,Ecuador,CONMEBOL,1,1,1,1,D,,D,Copa América 1987,Copa América/Sudamericano,True,Estadio Monumental Antonio Vespucio Liberti,Buenos Aires,Argentina,25,neutral,Fernando Cuéllar,Peru,1987-07-04
M0304,Paraguay,CONMEBOL,0,1,0,1,L,,L,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,José Fernández,Peru,1988-09-21
M0305,Chile,CONMEBOL,0,2,0,2,L,,L,Copa del Pacífico 1988,Copa del Pacífico,False,Estadio Carlos Dittborn,Arica,Chile,2,away,José Fernández,Peru,1988-10-25
M0306,Chile,CONMEBOL,1,1,1,1,D,,D,Copa del Pacífico 1988,Copa del Pacífico,False,Estadio Nacional de Perú,Lima,Peru,154,home,José Fernández,Peru,1988-11-23
M0307,Uruguay,CONMEBOL,0,3,0,3,L,,L,,,False,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,away,José Fernández,Peru,1988-12-14
M0308,Chile,CONMEBOL,0,0,0,0,D,,D,Copa Centenario de Armenia,Copa Centenario de Armenia,False,Estadio Centenario de Armenia,Armenia,Colombia,1551,neutral,José Fernández,Peru,1989-02-01
M0309,Colombia,CONMEBOL,0,1,0,1,L,,L,Copa Centenario de Armenia,Copa Centenario de Armenia,False,Estadio Hernán Ramírez,Pereira,Colombia,1411,away,José Fernández,Peru,1989-02-03
M0310,Brazil,CONMEBOL,1,4,1,4,L,,L,,,False,Estádio Aderaldo Plácido Castelo,Fortaleza,Brazil,16,away,José Macia,Brazil,1989-05-10
M0311,Paraguay,CONMEBOL,1,1,1,1,D,,D,,,False,Estadio Defensores del Chaco,Asuncion,Paraguay,89,away,José Macia,Brazil,1989-05-15
M0312,Venezuela,CONMEBOL,2,1,2,1,W,,W,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,José Macia,Brazil,1989-05-18
M0313,Brazil,CONMEBOL,1,1,1,1,D,,D,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,José Macia,Brazil,1989-05-24
M0314,United States,CONCACAF,0,3,0,3,L,,L,Marlboro Cup 1989,Marlboro Cup,False,MetLife Stadium,East Rutherford,United States,1,away,José Macia,Brazil,1989-06-04
M0315,Trinidad and Tobago,CONCACAF,1,2,1,2,L,,L,,,False,Queen's Park Oval,Port of Spain,Trinidad and Tobago,3,away,José Macia,Brazil,1989-06-16
M0316,Ecuador,CONMEBOL,2,1,2,1,W,,W,,,False,Queen's Park Oval,Port of Spain,Trinidad and Tobago,3,neutral,José Macia,Brazil,1989-06-20
M0317,Venezuela,CONMEBOL,1,3,1,3,L,,L,,,False,Polideportivo de Pueblo Nuevo,San Cristobal,Venezuela,900,away,José Macia,Brazil,1989-06-25
M0318,Paraguay,CONMEBOL,2,5,2,5,L,,L,Copa América 1989,Copa América/Sudamericano,True,Arena Fonte Nova,Salvador de Bahia,Brazil,8,neutral,José Macia,Brazil,1989-07-01
M0319,Brazil,CONMEBOL,0,0,0,0,D,,D,Copa América 1989,Copa América/Sudamericano,True,Arena Fonte Nova,Salvador de Bahia,Brazil,8,away,José Macia,Brazil,1989-07-03
M0320,Venezuela,CONMEBOL,1,1,1,1,D,,D,Copa América 1989,Copa América/Sudamericano,True,Arena Fonte Nova,Salvador de Bahia,Brazil,8,neutral,José Macia,Brazil,1989-07-05
M0321,Colombia,CONMEBOL,1,1,1,1,D,,D,Copa América 1989,Copa América/Sudamericano,True,Estadio do Arruda,Recife,Brazil,4,neutral,José Macia,Brazil,1989-07-09
M0322,Chile,CONMEBOL,1,2,1,2,L,,L,,,False,Estadio Carlos Dittborn,Arica,Chile,2,away,José Macia,Brazil,1989-07-25
M0323,Bolivia,CONMEBOL,1,2,1,2,L,,L,FIFA World Cup Qualifiers 1990,FIFA World Cup Qualifiers,True,Estadio Hernando Siles,La Paz,Bolivia,3625,away,José Macia,Brazil,1989-08-20
M0324,Uruguay,CONMEBOL,0,2,0,2,L,,L,FIFA World Cup Qualifiers 1990,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,José Macia,Brazil,1989-08-27
M0325,Bolivia,CONMEBOL,1,2,1,2,L,,L,FIFA World Cup Qualifiers 1990,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,José Macia,Brazil,1989-09-10
M0326,Uruguay,CONMEBOL,0,2,0,2,L,,L,FIFA World Cup Qualifiers 1990,FIFA World Cup Qualifiers,True,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,away,Percy Rojas,Peru,1989-09-24
M0327,Ecuador,CONMEBOL,0,1,0,1,L,,L,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Miguel Company,Peru,1991-06-06
M0328,Uruguay,CONMEBOL,1,0,1,0,W,,W,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Miguel Company,Peru,1991-06-12
M0329,Uruguay,CONMEBOL,0,0,0,0,D,,D,,,False,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,away,Miguel Company,Peru,1991-06-20
M0330,Ecuador,CONMEBOL,2,2,2,2,D,,D,,,False,Estadio Monumental Isidro Romero,Guayaquil,Ecuador,4,away,Miguel Company,Peru,1991-06-25
M0331,Paraguay,CONMEBOL,0,1,0,1,L,,L,Copa América 1991,Copa América/Sudamericano,True,Estadio Nacional de Chile,Santiago,Chile,520,neutral,Miguel Company,Peru,1991-07-06
M0332,Chile,CONMEBOL,2,4,2,4,L,,L,Copa América 1991,Copa América/Sudamericano,True,Estadio Municipal de Collao,Concepcion,Chile,12,away,Miguel Company,Peru,1991-07-08
M0333,Venezuela,CONMEBOL,5,1,5,1,W,,W,Copa América 1991,Copa América/Sudamericano,True,Estadio Nacional de Chile,Santiago,Chile,520,neutral,Miguel Company,Peru,1991-07-12
M0334,Argentina,CONMEBOL,2,3,2,3,L,,L,Copa América 1991,Copa América/Sudamericano,True,Estadio Nacional de Chile,Santiago,Chile,520,neutral,Miguel Company,Peru,1991-07-14
M0335,Ecuador,CONMEBOL,1,1,1,1,D,,D,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Vladimir Popovic,Yugoslavia,1992-11-24
M0336,Venezuela,CONMEBOL,0,0,0,0,D,,D,,,False,Estadio Cachamay,Puerto Ordaz,Venezuela,82,away,Vladimir Popovic,Yugoslavia,1993-01-23
M0337,Honduras,CONCACAF,1,1,1,1,D,,D,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Vladimir Popovic,Yugoslavia,1993-01-27
M0338,Belarus,UEFA,1,1,1,1,D,,D,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Vladimir Popovic,Yugoslavia,1993-01-30
M0339,Romania,UEFA,0,2,0,2,L,,L,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Vladimir Popovic,Yugoslavia,1993-02-03
M0340,United States,CONCACAF,0,0,0,0,D,,D,,,False,Mission Viejo,Mission Viejo,United States,171,away,Vladimir Popovic,Yugoslavia,1993-05-26
M0341,Ecuador,CONMEBOL,0,1,0,1,L,,L,,,False,Estadio Olímpico Atahualpa,Quito,Ecuador,2850,away,Vladimir Popovic,Yugoslavia,1993-05-30
M0342,Bolivia,CONMEBOL,1,0,1,0,W,,W,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Vladimir Popovic,Yugoslavia,1993-06-06
M0343,Venezuela,CONMEBOL,3,1,3,1,W,,W,,,False,Estadio Mariano Melgar,Arequipa,Peru,2335,home,Vladimir Popovic,Yugoslavia,1993-06-11
M0344,Brazil,CONMEBOL,0,0,0,0,D,,D,Copa América 1993,Copa América/Sudamericano,True,Estadio Alejandro Serrano Aguilar,Cuenca,Ecuador,2550,neutral,Vladimir Popovic,Yugoslavia,1993-06-18
M0345,Paraguay,CONMEBOL,1,1,1,1,D,,D,Copa América 1993,Copa América/Sudamericano,True,Estadio Alejandro Serrano Aguilar,Cuenca,Ecuador,2550,neutral,Vladimir Popovic,Yugoslavia,1993-06-21
M0346,Chile,CONMEBOL,1,0,1,0,W,,W,Copa América 1993,Copa América/Sudamericano,True,Estadio Alejandro Serrano Aguilar,Cuenca,Ecuador,2550,neutral,Vladimir Popovic,Yugoslavia,1993-06-24
M0347,Mexico,CONCACAF,2,4,2,4,L,,L,Copa América 1993,Copa América/Sudamericano,True,Estadio Olímpico Atahualpa,Quito,Ecuador,2850,neutral,Vladimir Popovic,Yugoslavia,1993-06-27
M0348,Uruguay,CONMEBOL,1,2,1,2,L,,L,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Vladimir Popovic,Yugoslavia,1993-07-13
M0349,Uruguay,CONMEBOL,0,3,0,3,L,,L,,,False,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,away,Vladimir Popovic,Yugoslavia,1993-07-17
M0350,Argentina,CONMEBOL,0,1,0,1,L,,L,FIFA World Cup Qualifiers 1994,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Vladimir Popovic,Yugoslavia,1993-08-01
M0351,Colombia,CONMEBOL,0,1,0,1,L,,L,FIFA World Cup Qualifiers 1994,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Vladimir Popovic,Yugoslavia,1993-08-08
M0352,Paraguay,CONMEBOL,1,2,1,2,L,,L,FIFA World Cup Qualifiers 1994,FIFA World Cup Qualifiers,True,Estadio Defensores del Chaco,Asuncion,Paraguay,89,away,Vladimir Popovic,Yugoslavia,1993-08-15
M0353,Argentina,CONMEBOL,1,2,1,2,L,,L,FIFA World Cup Qualifiers 1994,FIFA World Cup Qualifiers,True,Estadio Monumental Antonio Vespucio Liberti,Buenos Aires,Argentina,25,away,Vladimir Popovic,Yugoslavia,1993-08-22
M0354,Colombia,CONMEBOL,0,4,0,4,L,,L,FIFA World Cup Qualifiers 1994,FIFA World Cup Qualifiers,True,Estadio Metropolitano de Barranquilla,Barranquilla,Colombia,18,away,Vladimir Popovic,Yugoslavia,1993-08-29
M0355,Paraguay,CONMEBOL,2,2,2,2,D,,D,FIFA World Cup Qualifiers 1994,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Vladimir Popovic,Yugoslavia,1993-09-05
M0356,Colombia,CONMEBOL,0,1,0,1,L,,L,Copa Miami 1994,Copa Miami,False,Miami Orange Bowl,Miami,United States,2,neutral,Miguel Company,Peru,1994-05-03
M0357,Honduras,CONCACAF,1,2,1,2,L,,L,Copa Miami 1994,Copa Miami,False,Miami Orange Bowl,Miami,United States,2,neutral,Miguel Company,Peru,1994-05-05
M0358,Chile,CONMEBOL,1,2,1,2,L,,L,,,False,Estadio Nacional de Chile,Santiago,Chile,520,away,Miguel Company,Peru,1994-05-25
M0359,Bolivia,CONMEBOL,0,0,0,0,D,,D,,,False,Estadio Ramón Tahuichi Aguilera Costas,Santa Cruz,Bolivia,416,away,Miguel Company,Peru,1994-06-08
M0360,Ecuador,CONMEBOL,2,0,2,0,W,,W,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Miguel Company,Peru,1994-08-17
M0361,Ecuador,CONMEBOL,0,0,0,0,D,,D,,,False,Estadio 9 de Mayo,Machala,Ecuador,6,away,Miguel Company,Peru,1994-09-21
M0362,Uruguay,CONMEBOL,0,1,0,1,L,,L,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Miguel Company,Peru,1994-10-19
M0363,Uruguay,CONMEBOL,0,1,0,1,L,,L,,,False,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,away,Miguel Company,Peru,1995-04-05
M0364,Chile,CONMEBOL,6,0,6,0,W,,W,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Miguel Company,Peru,1995-04-19
M0365,Argentina,CONMEBOL,0,1,0,1,L,,L,Copa Municipalidad de Córdoba,Copa Municipalidad de Córdoba,False,Estadio Mario Kempes,Cordoba,Argentina,440,away,Miguel Company,Peru,1995-05-31
M0366,Slovakia,UEFA,1,0,1,0,W,,W,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Miguel Company,Peru,1995-06-25
M0367,Bolivia,CONMEBOL,4,1,4,1,W,,W,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Miguel Company,Peru,1995-07-01
M0368,Colombia,CONMEBOL,1,1,1,1,D,,D,Copa América 1995,Copa América/Sudamericano,True,Estadio Atilio Paiva Olivera,Rivera,Uruguay,223,neutral,Miguel Company,Peru,1995-07-07
M0369,Brazil,CONMEBOL,0,2,0,2,L,,L,Copa América 1995,Copa América/Sudamericano,True,Estadio Atilio Paiva Olivera,Rivera,Uruguay,223,neutral,Miguel Company,Peru,1995-07-10
M0370,Ecuador,CONMEBOL,1,2,1,2,L,,L,Copa América 1995,Copa América/Sudamericano,True,Estadio Atilio Paiva Olivera,Rivera,Uruguay,22,neutral,Miguel Company,Peru,1995-07-13
M0371,Bolivia,CONMEBOL,1,3,1,3,L,,L,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Juan Carlos Oblitas,Peru,1996-02-11
M0372,Chile,CONMEBOL,0,4,0,4,L,,L,,,False,Estadio Francisco Sánchez,Coquimbo,Chile,15,away,Juan Carlos Oblitas,Peru,1996-02-14
M0373,Bolivia,CONMEBOL,0,2,0,2,L,,L,,,False,Estadio Ramón Tahuichi Aguilera Costas,Santa Cruz,Bolivia,416,away,Juan Carlos Oblitas,Peru,1996-03-07
M0374,Ecuador,CONMEBOL,1,4,1,4,L,,L,FIFA World Cup Qualifiers 1998,FIFA World Cup Qualifiers,True,Estadio Monumental Isidro Romero,Guayaquil,Ecuador,4,away,Juan Carlos Oblitas,Peru,1996-04-24
M0375,Colombia,CONMEBOL,1,1,1,1,D,,D,FIFA World Cup Qualifiers 1998,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Juan Carlos Oblitas,Peru,1996-06-02
M0376,Armenia,UEFA,4,0,4,0,W,,W,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Juan Carlos Oblitas,Peru,1996-06-20
M0377,Argentina,CONMEBOL,0,0,0,0,D,,D,FIFA World Cup Qualifiers 1998,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Juan Carlos Oblitas,Peru,1996-07-07
M0378,Costa Rica,CONCACAF,3,0,3,0,W,,W,,,False,Estadio Monumental UNSA,Arequipa,Peru,2335,home,Juan Carlos Oblitas,Peru,1996-08-14
M0379,Bolivia,CONMEBOL,0,0,0,0,D,,D,FIFA World Cup Qualifiers 1998,FIFA World Cup Qualifiers,True,Estadio Hernando Siles,La Paz,Bolivia,3625,away,Juan Carlos Oblitas,Peru,1996-09-01
M0380,United States,CONCACAF,4,1,4,1,W,,W,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Juan Carlos Oblitas,Peru,1996-10-16
M0381,Venezuela,CONMEBOL,4,1,4,1,W,,W,FIFA World Cup Qualifiers 1998,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Juan Carlos Oblitas,Peru,1996-11-10
M0382,Uruguay,CONMEBOL,0,2,0,2,L,,L,FIFA World Cup Qualifiers 1998,FIFA World Cup Qualifiers,True,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,away,Juan Carlos Oblitas,Peru,1996-12-15
M0383,Chile,CONMEBOL,2,1,2,1,W,,W,FIFA World Cup Qualifiers 1998,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Juan Carlos Oblitas,Peru,1997-01-12
M0384,United States,CONCACAF,1,0,1,0,W,,W,US Cup 1997,US Cup,False,San Diego Stadium,San Diego,United States,22,away,Juan Carlos Oblitas,Peru,1997-01-17
M0385,Denmark,UEFA,1,2,1,2,L,,L,US Cup 1997,US Cup,False,Rose Bowl Stadium,Pasadena,United States,263,neutral,Juan Carlos Oblitas,Peru,1997-01-19
M0386,Mexico,CONCACAF,0,0,0,0,D,,D,US Cup 1997,US Cup,False,Rose Bowl Stadium,Pasadena,United States,263,neutral,Juan Carlos Oblitas,Peru,1997-01-22
M0387,Paraguay,CONMEBOL,1,2,1,2,L,,L,FIFA World Cup Qualifiers 1998,FIFA World Cup Qualifiers,True,Estadio Defensores del Chaco,Asuncion,Paraguay,89,away,Juan Carlos Oblitas,Peru,1997-02-12
M0388,Ecuador,CONMEBOL,1,1,1,1,D,,D,FIFA World Cup Qualifiers 1998,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Juan Carlos Oblitas,Peru,1997-04-02
M0389,Colombia,CONMEBOL,1,0,1,0,W,,W,FIFA World Cup Qualifiers 1998,FIFA World Cup Qualifiers,True,Estadio Metropolitano de Barranquilla,Barranquilla,Colombia,18,away,Juan Carlos Oblitas,Peru,1997-04-30
M0390,Argentina,CONMEBOL,0,2,0,2,L,,L,FIFA World Cup Qualifiers 1998,FIFA World Cup Qualifiers,True,Estadio Monumental Antonio Vespucio Liberti,Buenos Aires,Argentina,25,away,Juan Carlos Oblitas,Peru,1997-06-08
M0391,Uruguay,CONMEBOL,1,0,1,0,W,,W,Copa América 1997,Copa América/Sudamericano,True,Estadio Olímpico Patria,Sucre,Bolivia,2790,neutral,Freddy Ternero,Peru,1997-06-12
M0392,Bolivia,CONMEBOL,0,2,0,2,L,,L,Copa América 1997,Copa América/Sudamericano,True,Estadio Hernando Siles,La Paz,Bolivia,3625,away,Freddy Ternero,Peru,1997-06-15
M0393,Venezuela,CONMEBOL,2,0,2,0,W,,W,Copa América 1997,Copa América/Sudamericano,True,Estadio Olímpico Patria,Sucre,Bolivia,2790,neutral,Freddy Ternero,Peru,1997-06-18
M0394,Argentina,CONMEBOL,2,1,2,1,W,,W,Copa América 1997,Copa América/Sudamericano,True,Estadio Olímpico Patria,Sucre,Bolivia,2790,neutral,Freddy Ternero,Peru,1997-06-21
M0395,Brazil,CONMEBOL,0,7,0,7,L,,L,Copa América 1997,Copa América/Sudamericano,True,Estadio Ramón Tahuichi Aguilera Costas,Santa Cruz,Bolivia,416,neutral,Freddy Ternero,Peru,1997-06-26
M0396,Mexico,CONCACAF,0,1,0,1,L,,L,Copa América 1997,Copa América/Sudamericano,True,Estadio Jesús Bermúdez,Oruro,Bolivia,3735,neutral,Freddy Ternero,Peru,1997-06-28
M0397,Bolivia,CONMEBOL,2,1,2,1,W,,W,FIFA World Cup Qualifiers 1998,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Juan Carlos Oblitas,Peru,1997-07-06
M0398,Venezuela,CONMEBOL,3,0,3,0,W,,W,FIFA World Cup Qualifiers 1998,FIFA World Cup Qualifiers,True,Estadio Agustín Tovar,Barinas,Venezuela,187,away,Juan Carlos Oblitas,Peru,1997-08-20
M0399,Colombia,CONMEBOL,2,1,2,1,W,,W,Copa 75 Aniversario de la FPF,Copa 75 Aniversario de la FPF,False,Estadio Nacional de Perú,Lima,Peru,154,home,Juan Carlos Oblitas,Peru,1997-08-24
M0400,Uruguay,CONMEBOL,2,1,2,1,W,,W,FIFA World Cup Qualifiers 1998,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Juan Carlos Oblitas,Peru,1997-09-10
M0401,Chile,CONMEBOL,0,4,0,4,L,,L,FIFA World Cup Qualifiers 1998,FIFA World Cup Qualifiers,True,Estadio Nacional de Chile,Santiago,Chile,520,away,Juan Carlos Oblitas,Peru,1997-10-12
M0402,Paraguay,CONMEBOL,1,0,1,0,W,,W,FIFA World Cup Qualifiers 1998,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Juan Carlos Oblitas,Peru,1997-11-16
M0403,Mexico,CONCACAF,0,1,0,1,L,,L,,,False,Los Angeles Memorial Coliseum,Los Angeles,United States,93,neutral,Juan Carlos Oblitas,Peru,1998-04-15
M0404,Netherlands,UEFA,0,2,0,2,L,,L,,,False,Philips Stadion,Eindhoven,Netherlands,18,away,Juan Carlos Oblitas,Peru,1998-10-10
M0405,Ecuador,CONMEBOL,1,2,1,2,L,,L,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Juan Carlos Oblitas,Peru,1999-02-10
M0406,Ecuador,CONMEBOL,2,1,2,1,W,,W,,,False,Estadio Monumental Isidro Romero,Guayaquil,Ecuador,4,away,Juan Carlos Oblitas,Peru,1999-02-17
M0407,Belgium,UEFA,1,1,1,1,D,,D,Kirin Cup 1999,Kirin Cup,False,Takebishi Stadium Kyoto,Kyoto,Japan,311,neutral,Juan Carlos Oblitas,Peru,1999-05-30
M0408,Japan,AFC,0,0,0,0,D,,D,Kirin Cup 1999,Kirin Cup,False,International Stadium Yokohama,Yokohama,Japan,5,away,Juan Carlos Oblitas,Peru,1999-06-06
M0409,Colombia,CONMEBOL,3,3,3,3,D,,D,,,False,Estadio Palogrande,Manizales,Colombia,2153,away,Juan Carlos Oblitas,Peru,1999-06-17
M0410,Venezuela,CONMEBOL,0,3,0,3,L,,L,,,False,Estadio Misael Delgado,Valencia,Venezuela,609,away,Juan Carlos Oblitas,Peru,1999-06-20
M0411,Venezuela,CONMEBOL,3,0,3,0,W,,W,,,False,Estadio Alejandro Villanueva,Lima,Peru,154,home,Juan Carlos Oblitas,Peru,1999-06-23
M0412,Japan,AFC,3,2,3,2,W,,W,Copa América 1999,Copa América/Sudamericano,True,Estadio Defensores del Chaco,Asuncion,Paraguay,89,neutral,Juan Carlos Oblitas,Peru,1999-06-29
M0413,Bolivia,CONMEBOL,1,0,1,0,W,,W,Copa América 1999,Copa América/Sudamericano,True,Estadio Defensores del Chaco,Asuncion,Paraguay,89,neutral,Juan Carlos Oblitas,Peru,1999-07-02
M0414,Paraguay,CONMEBOL,0,1,0,1,L,,L,Copa América 1999,Copa América/Sudamericano,True,Estadio Río Parapití,Pedro Juan Caballero,Paraguay,670,away,Juan Carlos Oblitas,Peru,1999-07-05
M0415,Mexico,CONCACAF,3,3,3,3,D,L,L,Copa América 1999,Copa América/Sudamericano,True,Estadio Defensores del Chaco,Asuncion,Paraguay,89,neutral,Juan Carlos Oblitas,Peru,1999-07-10
M0416,Slovakia,UEFA,2,1,2,1,W,,W,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Francisco Maturana,Colombia,1999-11-17
M0417,Honduras,CONCACAF,0,0,0,0,D,,D,,,False,Estadio Nacional de Perú,Lima,Peru,154,home,Francisco Maturana,Colombia,1999-12-01
M0418,Haiti,CONCACAF,1,1,1,1,D,,D,Copa Oro CONCACAF 2000,Copa Oro CONCACAF,True,Miami Orange Bowl,Miami,United States,2,neutral,Francisco Maturana,Colombia,2000-02-14
M0419,United States,CONCACAF,0,1,0,1,L,,L,Copa Oro CONCACAF 2000,Copa Oro CONCACAF,True,Miami Orange Bowl,Miami,United States,2,away,Francisco Maturana,Colombia,2000-02-16
M0420,Honduras,CONCACAF,5,3,5,3,W,,W,Copa Oro CONCACAF 2000,Copa Oro CONCACAF,True,Miami Orange Bowl,Miami,United States,2,neutral,Francisco Maturana,Colombia,2000-02-19
M0421,Colombia,CONMEBOL,1,2,1,2,L,,L,Copa Oro CONCACAF 2000,Copa Oro CONCACAF,True,San Diego Stadium,San Diego,United States,22,neutral,Francisco Maturana,Colombia,2000-02-23
M0422,Paraguay,CONMEBOL,2,0,2,0,W,,W,FIFA World Cup Qualifiers 2002,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Francisco Maturana,Colombia,2000-03-29
M0423,Chile,CONMEBOL,1,1,1,1,D,,D,FIFA World Cup Qualifiers 2002,FIFA World Cup Qualifiers,True,Estadio Nacional de Chile,Santiago,Chile,520,away,Francisco Maturana,Colombia,2000-04-26
M0424,Brazil,CONMEBOL,0,1,0,1,L,,L,FIFA World Cup Qualifiers 2002,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Francisco Maturana,Colombia,2000-06-04
M0425,Ecuador,CONMEBOL,1,2,1,2,L,,L,FIFA World Cup Qualifiers 2002,FIFA World Cup Qualifiers,True,Estadio Olímpico Atahualpa,Quito,Ecuador,2850,away,Francisco Maturana,Colombia,2000-06-29
M0426,Colombia,CONMEBOL,0,1,0,1,L,,L,FIFA World Cup Qualifiers 2002,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Francisco Maturana,Colombia,2000-07-19
M0427,Uruguay,CONMEBOL,0,0,0,0,D,,D,FIFA World Cup Qualifiers 2002,FIFA World Cup Qualifiers,True,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,away,Francisco Maturana,Colombia,2000-07-26
M0428,Venezuela,CONMEBOL,1,0,1,0,W,,W,FIFA World Cup Qualifiers 2002,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Francisco Maturana,Colombia,2000-08-16
M0429,Argentina,CONMEBOL,1,2,1,2,L,,L,FIFA World Cup Qualifiers 2002,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Francisco Maturana,Colombia,2000-09-03
M0430,Bolivia,CONMEBOL,0,1,0,1,L,,L,FIFA World Cup Qualifiers 2002,FIFA World Cup Qualifiers,True,Estadio Hernando Siles,La Paz,Bolivia,3625,away,Julio César Uribe,Peru,2000-10-08
M0431,Paraguay,CONMEBOL,1,5,1,5,L,,L,FIFA World Cup Qualifiers 2002,FIFA World Cup Qualifiers,True,Estadio Defensores del Chaco,Asuncion,Paraguay,89,away,Julio César Uribe,Peru,2000-11-15
M0432,Honduras,CONCACAF,0,0,0,0,D,,D,,,False,Miami Orange Bowl,Miami,United States,2,neutral,Julio César Uribe,Peru,2001-03-07
M0433,Chile,CONMEBOL,3,1,3,1,W,,W,FIFA World Cup Qualifiers 2002,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Julio César Uribe,Peru,2001-03-27
